Source,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release
Terms of Use,,,
Last Update,1/26/2024 15:16,1/26/2024 15:18,1/26/2024 15:24
date,REPO-DVP_AR_LE30-P,REPO-GCF_AR_AG-P,REPO-TRI_AR_AG-P
8/22/2014,,,0.07
8/25/2014,,,0.06
8/26/2014,,,0.06
8/27/2014,,,0.06
8/28/2014,,,0.06
8/29/2014,,,0.06
9/2/2014,,,0.06
9/3/2014,,,0.06
9/4/2014,,,0.07
9/5/2014,,,0.07
9/8/2014,,,0.06
9/9/2014,,,0.06
9/10/2014,,,0.06
9/11/2014,,,0.06
9/12/2014,,,0.06
9/15/2014,,,0.07
9/16/2014,,,0.06
9/17/2014,,,0.06
9/18/2014,,,0.06
9/19/2014,,,0.06
9/22/2014,,,0.06
9/23/2014,,,0.05
9/24/2014,,,0.05
9/25/2014,,,0.05
9/26/2014,,,0.05
9/29/2014,,,0.06
9/30/2014,,,0.02
10/1/2014,,,0.05
10/2/2014,,,0.05
10/3/2014,,,0.06
10/6/2014,,,0.06
10/7/2014,,,0.07
10/8/2014,,,0.06
10/9/2014,,,0.07
10/10/2014,,,0.07
10/14/2014,,,0.08
10/15/2014,,,0.1
10/16/2014,,,0.11
10/17/2014,,,0.11
10/20/2014,,,0.09
10/21/2014,,,0.09
10/22/2014,,,0.08
10/23/2014,,,0.08
10/24/2014,,,0.09
10/27/2014,,,0.1
10/28/2014,,,0.08
10/29/2014,,,0.08
10/30/2014,,,0.1
10/31/2014,,,0.11
11/3/2014,,,0.1
11/4/2014,,,0.08
11/5/2014,,,0.08
11/6/2014,,,0.08
11/7/2014,,,0.07
11/10/2014,,,0.07
11/12/2014,,,0.08
11/13/2014,,,0.09
11/14/2014,,,0.09
11/17/2014,,,0.1
11/18/2014,,,0.09
11/19/2014,,,0.08
11/20/2014,,,0.09
11/21/2014,,,0.09
11/24/2014,,,0.09
11/25/2014,,,0.08
11/26/2014,,,0.09
11/28/2014,,,0.1
12/1/2014,,,0.12
12/2/2014,,,0.13
12/3/2014,,,0.12
12/4/2014,,,0.12
12/5/2014,,,0.12
12/8/2014,,,0.12
12/9/2014,,,0.11
12/10/2014,,,0.11
12/11/2014,,,0.12
12/12/2014,,,0.12
12/15/2014,,,0.11
12/16/2014,,,0.11
12/17/2014,,,0.11
12/18/2014,,,0.12
12/19/2014,,,0.12
12/22/2014,,,0.11
12/23/2014,,,0.09
12/24/2014,,,0.1
12/29/2014,,,0.1
12/30/2014,,,0.09
12/31/2014,,,0.11
1/2/2015,,,0.11
1/5/2015,,,0.09
1/6/2015,,,0.08
1/7/2015,,,0.08
1/8/2015,,,0.08
1/9/2015,,,0.09
1/12/2015,,,0.08
1/21/2015,,,0.08
1/22/2015,,,0.07
1/23/2015,,,0.09
1/26/2015,,,0.09
1/27/2015,,,0.08
1/28/2015,,,0.07
1/29/2015,,,0.07
1/30/2015,,,0.08
2/2/2015,,,0.09
2/3/2015,,,0.09
2/4/2015,,,0.08
2/5/2015,,,0.09
2/6/2015,,,0.11
2/9/2015,,,0.1
2/10/2015,,,0.1
2/11/2015,,,0.09
2/12/2015,,,0.1
2/13/2015,,,0.09
2/17/2015,,,0.09
2/18/2015,,,0.08
2/19/2015,,,0.07
2/20/2015,,,0.07
2/23/2015,,,0.07
2/24/2015,,,0.06
2/25/2015,,,0.06
2/26/2015,,,0.07
2/27/2015,,,0.09
3/2/2015,,,0.09
3/3/2015,,,0.08
3/4/2015,,,0.09
3/5/2015,,,0.1
3/6/2015,,,0.1
3/9/2015,,,0.09
3/10/2015,,,0.09
3/11/2015,,,0.09
3/12/2015,,,0.09
3/13/2015,,,0.09
3/16/2015,,,0.11
3/17/2015,,,0.12
3/18/2015,,,0.11
3/19/2015,,,0.09
3/23/2015,,,0.08
3/24/2015,,,0.1
3/25/2015,,,0.12
3/26/2015,,,0.12
3/27/2015,,,0.12
3/30/2015,,,0.12
3/31/2015,,,0.17
4/1/2015,,,0.17
4/2/2015,,,0.13
4/6/2015,,,0.12
4/7/2015,,,0.12
4/8/2015,,,0.12
4/9/2015,,,0.12
4/10/2015,,,0.13
4/13/2015,,,0.12
4/15/2015,,,0.14
4/17/2015,,,0.13
4/20/2015,,,0.11
4/21/2015,,,0.09
4/22/2015,,,0.08
4/23/2015,,,0.07
4/24/2015,,,0.09
4/27/2015,,,0.1
4/28/2015,,,0.09
4/29/2015,,,0.09
4/30/2015,,,0.13
5/1/2015,,,0.12
5/4/2015,,,0.09
5/5/2015,,,0.09
5/6/2015,,,0.09
5/7/2015,,,0.08
5/8/2015,,,0.08
5/11/2015,,,0.08
5/12/2015,,,0.1
5/13/2015,,,0.1
5/14/2015,,,0.1
5/15/2015,,,0.11
5/18/2015,,,0.08
5/19/2015,,,0.07
5/20/2015,,,0.07
5/21/2015,,,0.08
5/22/2015,,,0.1
5/26/2015,,,0.09
5/27/2015,,,0.08
5/28/2015,,,0.09
5/29/2015,,,0.11
6/1/2015,,,0.11
6/2/2015,,,0.11
6/3/2015,,,0.12
6/4/2015,,,0.12
6/5/2015,,,0.11
6/8/2015,,,0.1
6/9/2015,,,0.09
6/10/2015,,,0.1
6/11/2015,,,0.11
6/12/2015,,,0.11
6/15/2015,,,0.12
6/16/2015,,,0.11
6/17/2015,,,0.1
6/18/2015,,,0.09
6/19/2015,,,0.08
6/22/2015,,,0.08
6/23/2015,,,0.08
6/24/2015,,,0.1
6/25/2015,,,0.11
6/26/2015,,,0.13
6/29/2015,,,0.11
6/30/2015,,,0.14
7/1/2015,,,0.11
7/2/2015,,,0.11
7/6/2015,,,0.1
7/7/2015,,,0.1
7/8/2015,,,0.11
7/9/2015,,,0.11
7/10/2015,,,0.12
7/13/2015,,,0.12
7/14/2015,,,0.12
7/15/2015,,,0.14
7/16/2015,,,0.12
7/17/2015,,,0.11
7/20/2015,,,0.1
7/21/2015,,,0.09
7/22/2015,,,0.08
7/24/2015,,,0.13
7/27/2015,,,0.13
7/28/2015,,,0.13
7/29/2015,,,0.13
7/30/2015,,,0.15
7/31/2015,,,0.16
8/3/2015,,,0.14
8/4/2015,,,0.14
8/5/2015,,,0.14
8/6/2015,,,0.14
8/7/2015,,,0.15
8/10/2015,,,0.14
8/11/2015,,,0.15
8/12/2015,,,0.16
8/13/2015,,,0.16
8/14/2015,,,0.15
8/17/2015,,,0.15
8/18/2015,,,0.14
8/19/2015,,,0.13
8/20/2015,,,0.12
8/21/2015,,,0.11
8/24/2015,,,0.13
8/25/2015,,,0.13
8/26/2015,,,0.12
8/27/2015,,,0.11
8/28/2015,,,0.11
8/31/2015,,,0.15
9/1/2015,,,0.15
9/2/2015,,,0.13
9/3/2015,,,0.12
9/4/2015,,,0.11
9/8/2015,,,0.1
9/9/2015,,,0.1
9/10/2015,,,0.12
9/11/2015,,,0.12
9/14/2015,,,0.12
9/15/2015,,,0.13
9/16/2015,,,0.11
9/17/2015,,,0.11
9/18/2015,,,0.1
9/21/2015,,,0.09
9/22/2015,,,0.1
9/23/2015,,,0.09
9/24/2015,,,0.13
9/25/2015,,,0.1
9/28/2015,,,0.1
9/29/2015,,,0.09
9/30/2015,,,0.14
10/1/2015,,,0.11
10/2/2015,,,0.11
10/5/2015,,,0.1
10/6/2015,,,0.1
10/7/2015,,,0.1
10/8/2015,,,0.1
10/9/2015,,,0.11
10/13/2015,,,0.11
10/14/2015,,,0.13
10/15/2015,,,0.14
10/16/2015,,,0.13
10/19/2015,,,0.12
10/20/2015,,,0.11
10/21/2015,,,0.1
10/22/2015,,,0.09
10/23/2015,,,0.11
10/26/2015,,,0.1
10/27/2015,,,0.09
10/28/2015,,,0.08
10/29/2015,,,0.09
10/30/2015,,,0.1
11/3/2015,,,0.09
11/4/2015,,,0.09
11/5/2015,,,0.12
11/6/2015,,,0.1
11/9/2015,,,0.09
11/10/2015,,,0.08
11/12/2015,,,0.1
11/13/2015,,,0.1
11/16/2015,,,0.1
11/17/2015,,,0.09
11/18/2015,,,0.08
11/19/2015,,,0.08
11/20/2015,,,0.08
11/23/2015,,,0.07
11/24/2015,,,0.09
11/25/2015,,,0.1
11/27/2015,,,0.12
11/30/2015,,,0.13
12/1/2015,,,0.11
12/2/2015,,,0.11
12/3/2015,,,0.12
12/4/2015,,,0.13
12/7/2015,,,0.14
12/8/2015,,,0.15
12/9/2015,,,0.17
12/10/2015,,,0.16
12/11/2015,,,0.13
12/14/2015,,,0.13
12/15/2015,,,0.17
12/16/2015,,,0.21
12/17/2015,,,0.31
12/18/2015,,,0.31
12/21/2015,,,0.3
12/22/2015,,,0.28
12/23/2015,,,0.29
12/24/2015,,,0.33
12/28/2015,,,0.34
12/29/2015,,,0.34
12/30/2015,,,0.33
12/31/2015,,,0.34
1/4/2016,,,0.32
1/5/2016,,,0.32
1/6/2016,,,0.32
1/7/2016,,,0.32
1/8/2016,,,0.32
1/11/2016,,,0.32
1/12/2016,,,0.32
1/13/2016,,,0.32
1/14/2016,,,0.31
1/15/2016,,,0.32
1/19/2016,,,0.31
1/20/2016,,,0.33
1/21/2016,,,0.33
1/22/2016,,,0.37
1/25/2016,,,0.34
1/26/2016,,,0.33
1/27/2016,,,0.33
1/28/2016,,,0.34
1/29/2016,,,0.36
2/1/2016,,,0.33
2/2/2016,,,0.33
2/3/2016,,,0.33
2/5/2016,,,0.34
2/8/2016,,,0.33
2/9/2016,,,0.33
2/10/2016,,,0.33
2/11/2016,,,0.35
2/12/2016,,,0.33
2/16/2016,,,0.34
2/17/2016,,,0.33
2/18/2016,,,0.33
2/19/2016,,,0.33
2/22/2016,,,0.32
2/23/2016,,,0.31
2/24/2016,,,0.33
2/25/2016,,,0.33
2/26/2016,,,0.31
2/29/2016,,,0.32
3/1/2016,,,0.31
3/2/2016,,,0.31
3/3/2016,,,0.32
3/4/2016,,,0.31
3/7/2016,,,0.31
3/8/2016,,,0.31
3/10/2016,,,0.32
3/11/2016,,,0.32
3/14/2016,,,0.32
3/15/2016,,,0.33
3/16/2016,,,0.32
3/17/2016,,,0.32
3/18/2016,,,0.3
3/21/2016,,,0.29
3/22/2016,,,0.28
3/23/2016,,,0.29
3/24/2016,,,0.33
3/28/2016,,,0.33
3/29/2016,,,0.33
3/30/2016,,,0.31
3/31/2016,,,0.33
4/1/2016,,,0.33
4/4/2016,,,0.33
4/5/2016,,,0.31
4/6/2016,,,0.31
4/7/2016,,,0.32
4/8/2016,,,0.32
4/11/2016,,,0.32
4/12/2016,,,0.32
4/13/2016,,,0.32
4/14/2016,,,0.32
4/15/2016,,,0.33
4/18/2016,,,0.32
4/19/2016,,,0.3
4/20/2016,,,0.3
4/21/2016,,,0.29
4/22/2016,,,0.32
4/25/2016,,,0.31
4/26/2016,,,0.3
4/27/2016,,,0.3
4/28/2016,,,0.29
4/29/2016,,,0.31
5/2/2016,,,0.3
5/3/2016,,,0.3
5/4/2016,,,0.3
5/5/2016,,,0.31
5/6/2016,,,0.32
5/9/2016,,,0.31
5/10/2016,,,0.32
5/11/2016,,,0.31
5/12/2016,,,0.32
5/13/2016,,,0.31
5/16/2016,,,0.33
5/17/2016,,,0.31
5/18/2016,,,0.3
5/19/2016,,,0.29
5/20/2016,,,0.29
5/23/2016,,,0.28
5/24/2016,,,0.31
5/25/2016,,,0.29
5/26/2016,,,0.27
5/31/2016,,,0.31
6/1/2016,,,0.31
6/2/2016,,,0.31
6/3/2016,,,0.31
6/6/2016,,,0.31
6/7/2016,,,0.32
6/8/2016,,,0.33
6/9/2016,,,0.33
6/10/2016,,,0.35
6/13/2016,,,0.34
6/14/2016,,,0.34
6/15/2016,,,0.36
6/16/2016,,,0.43
6/17/2016,,,0.34
6/20/2016,,,0.34
6/22/2016,,,0.36
6/23/2016,,,0.38
6/24/2016,,,0.5
6/27/2016,,,0.47
6/28/2016,,,0.44
6/29/2016,,,0.41
6/30/2016,,,0.45
7/1/2016,,,0.4
7/5/2016,,,0.35
7/6/2016,,,0.35
7/7/2016,,,0.35
7/8/2016,,,0.35
7/11/2016,,,0.35
7/12/2016,,,0.34
7/13/2016,,,0.34
7/14/2016,,,0.35
7/15/2016,,,0.35
7/18/2016,,,0.34
7/19/2016,,,0.31
7/20/2016,,,0.31
7/21/2016,,,0.32
7/22/2016,,,0.34
7/25/2016,,,0.33
7/26/2016,,,0.33
7/27/2016,,,0.33
7/28/2016,,,0.34
7/29/2016,,,0.36
8/1/2016,,,0.35
8/2/2016,,,0.35
8/3/2016,,,0.35
8/4/2016,,,0.45
8/5/2016,,,0.36
8/8/2016,,,0.35
8/9/2016,,,0.34
8/10/2016,,,0.33
8/11/2016,,,0.35
8/12/2016,,,0.35
8/15/2016,,,0.36
8/16/2016,,,0.36
8/17/2016,,,0.35
8/18/2016,,,0.35
8/19/2016,,,0.34
8/22/2016,,,0.33
8/23/2016,,,0.31
8/24/2016,,,0.34
8/25/2016,,,0.34
8/26/2016,,,0.34
8/29/2016,,,0.34
8/30/2016,,,0.33
8/31/2016,,,0.36
9/1/2016,,,0.35
9/2/2016,,,0.34
9/6/2016,,,0.34
9/7/2016,,,0.34
9/8/2016,,,0.35
9/9/2016,,,0.36
9/12/2016,,,0.35
9/13/2016,,,0.35
9/14/2016,,,0.35
9/15/2016,,,0.37
9/16/2016,,,0.34
9/19/2016,,,0.32
9/20/2016,,,0.32
9/21/2016,,,0.32
9/22/2016,,,0.33
9/23/2016,,,0.35
9/26/2016,,,0.35
9/27/2016,,,0.43
9/28/2016,,,0.45
9/29/2016,,,0.5
9/30/2016,,,0.62
10/3/2016,,,0.41
10/4/2016,,,0.43
10/5/2016,,,0.41
10/6/2016,,,0.42
10/7/2016,,,0.36
10/11/2016,,,0.35
10/12/2016,,,0.37
10/13/2016,,,0.38
10/14/2016,,,0.35
10/17/2016,,,0.36
10/18/2016,,,0.33
10/19/2016,,,0.31
10/20/2016,,,0.33
10/21/2016,,,0.3
10/24/2016,,,0.34
10/25/2016,,,0.32
10/26/2016,,,0.34
10/27/2016,,,0.36
10/28/2016,,,0.33
10/31/2016,,,0.37
11/1/2016,,,0.33
11/2/2016,,,0.32
11/3/2016,,,0.35
11/4/2016,,,0.34
11/7/2016,,,0.33
11/8/2016,,,0.33
11/9/2016,,,0.34
11/10/2016,,,0.36
11/14/2016,,,0.34
11/15/2016,,,0.33
11/16/2016,,,0.32
11/17/2016,,,0.31
11/18/2016,,,0.3
11/21/2016,,,0.29
11/22/2016,,,0.27
11/23/2016,,,0.29
11/25/2016,,,0.29
11/28/2016,,,0.28
11/29/2016,,,0.28
11/30/2016,,,0.3
12/1/2016,,,0.28
12/2/2016,,,0.28
12/5/2016,,,0.29
12/6/2016,,,0.28
12/7/2016,,,0.28
12/8/2016,,,0.28
12/9/2016,,,0.32
12/12/2016,,,0.33
12/13/2016,,,0.32
12/14/2016,,,0.29
12/15/2016,,,0.51
12/16/2016,,,0.53
12/19/2016,,,0.52
12/20/2016,,,0.51
12/21/2016,,,0.5
12/22/2016,,,0.5
12/23/2016,,,0.52
12/27/2016,,,0.54
12/28/2016,,,0.57
12/29/2016,,,0.54
12/30/2016,,,0.59
1/3/2017,,,0.52
1/4/2017,,,0.57
1/5/2017,,,0.54
1/6/2017,,,0.54
1/9/2017,,,0.54
1/10/2017,,,0.52
1/11/2017,,,0.52
1/12/2017,,,0.54
1/13/2017,,,0.56
1/17/2017,,,0.57
1/18/2017,,,0.59
1/19/2017,,,0.54
1/20/2017,,,0.52
1/23/2017,,,0.52
1/24/2017,,,0.54
1/25/2017,,,0.54
1/26/2017,,,0.54
1/27/2017,,,0.54
1/30/2017,,,0.54
1/31/2017,,,0.57
2/1/2017,,,0.55
2/2/2017,,,0.54
2/3/2017,,,0.54
2/6/2017,,,0.54
2/7/2017,,,0.53
2/8/2017,,,0.53
2/9/2017,,,0.56
2/10/2017,,,0.54
2/13/2017,,,0.54
2/14/2017,,,0.53
2/15/2017,,,0.56
2/16/2017,,,0.54
2/17/2017,,,0.52
2/21/2017,,,0.51
2/22/2017,,,0.51
2/23/2017,,,0.51
2/24/2017,,,0.53
2/27/2017,,,0.52
2/28/2017,,,0.54
3/1/2017,,,0.52
3/2/2017,,,0.51
3/3/2017,,,0.52
3/6/2017,,,0.52
3/7/2017,,,0.52
3/8/2017,,,0.52
3/9/2017,,,0.51
3/10/2017,,,0.52
3/13/2017,,,0.52
3/14/2017,,,0.55
3/15/2017,,,0.55
3/16/2017,,,0.77
3/17/2017,,,0.76
3/20/2017,,,0.75
3/21/2017,,,0.75
3/22/2017,,,0.75
3/23/2017,,,0.76
3/24/2017,,,0.78
3/27/2017,,,0.77
3/28/2017,,,0.77
3/29/2017,,,0.77
3/30/2017,,,0.78
3/31/2017,,,0.83
4/3/2017,,,0.77
4/4/2017,,,0.77
4/5/2017,,,0.78
4/6/2017,,,0.8
4/7/2017,,,0.8
4/10/2017,,,0.79
4/11/2017,,,0.78
4/12/2017,,,0.79
4/13/2017,,,0.82
4/17/2017,,,0.83
4/18/2017,,,0.82
4/19/2017,,,0.78
4/20/2017,,,0.77
4/21/2017,,,0.76
4/24/2017,,,0.79
4/25/2017,,,0.78
4/26/2017,,,0.78
4/27/2017,,,0.8
4/28/2017,,,0.84
5/1/2017,,,0.8
5/2/2017,,,0.78
5/3/2017,,,0.78
5/4/2017,,,0.78
5/5/2017,,,0.79
5/8/2017,,,0.78
5/9/2017,,,0.77
5/10/2017,,,0.77
5/11/2017,,,0.78
5/12/2017,,,0.77
5/15/2017,,,0.77
5/16/2017,,,0.77
5/17/2017,,,0.77
5/18/2017,,,0.78
5/19/2017,,,0.77
5/22/2017,,,0.76
5/23/2017,,,0.76
5/24/2017,,,0.78
5/25/2017,,,0.8
5/26/2017,,,0.81
5/30/2017,,,0.79
5/31/2017,,,0.81
6/1/2017,,,0.81
6/2/2017,,,0.8
6/5/2017,,,0.8
6/6/2017,,,0.8
6/7/2017,,,0.8
6/8/2017,,,0.82
6/9/2017,,,0.82
6/12/2017,,,0.83
6/13/2017,,,0.85
6/14/2017,,,0.86
6/15/2017,,,1.08
6/16/2017,,,1.09
6/19/2017,,,1.06
6/20/2017,,,1.04
6/21/2017,,,1.02
6/22/2017,,,1.02
6/23/2017,,,1.05
6/26/2017,,,1.04
6/27/2017,,,1.03
6/28/2017,,,1.05
6/29/2017,,,1.06
6/30/2017,,,1.14
7/3/2017,,,1.06
7/5/2017,,,1.04
7/6/2017,,,1.04
7/7/2017,,,1.02
7/10/2017,,,1.01
7/11/2017,,,1.01
7/12/2017,,,1.01
7/13/2017,,,1.02
7/14/2017,,,1.02
7/17/2017,,,1.03
7/18/2017,,,1.02
7/19/2017,,,1.01
7/20/2017,,,1.02
7/21/2017,,,1.01
7/24/2017,,,1.04
7/25/2017,,,1.04
7/26/2017,,,1.04
7/27/2017,,,1.04
7/28/2017,,,1.03
7/31/2017,,,1.05
8/1/2017,,,1.03
8/2/2017,,,1.01
8/3/2017,,,1.01
8/4/2017,,,1.01
8/7/2017,,,1.01
8/8/2017,,,1.01
8/9/2017,,,1.01
8/10/2017,,,1.03
8/11/2017,,,1.04
8/14/2017,,,1.04
8/15/2017,,,1.06
8/16/2017,,,1.04
8/17/2017,,,1.04
8/18/2017,,,1.04
8/21/2017,,,1.03
8/22/2017,,,1.02
8/23/2017,,,1.02
8/24/2017,,,1.05
8/25/2017,,,1.04
8/28/2017,,,1.04
8/29/2017,,,1.03
8/30/2017,,,1.03
8/31/2017,,,1.08
9/1/2017,,,1.05
9/5/2017,,,1.03
9/6/2017,,,1.03
9/7/2017,,,1.03
9/8/2017,,,1.03
9/11/2017,,,1.03
9/12/2017,,,1.04
9/13/2017,,,1.04
9/14/2017,,,1.05
9/15/2017,,,1.05
9/18/2017,,,1.03
9/19/2017,,,1.01
9/20/2017,,,1.01
9/21/2017,,,1.01
9/22/2017,,,1.02
9/25/2017,,,1.01
9/26/2017,,,1.01
9/27/2017,,,1.01
9/28/2017,,,1.01
9/29/2017,,,1.07
10/2/2017,,,1.02
10/3/2017,,,1.02
10/4/2017,,,1.02
10/5/2017,,,1.04
10/6/2017,,,1.04
10/10/2017,,,1.03
10/11/2017,,,1.04
10/12/2017,,,1.03
10/13/2017,,,1.03
10/16/2017,,,1.04
10/17/2017,,,1.04
10/18/2017,,,1.04
10/19/2017,,,1.04
10/20/2017,,,1.06
10/23/2017,,,1.05
10/24/2017,,,1.05
10/25/2017,,,1.04
10/26/2017,,,1.05
10/27/2017,,,1.04
10/30/2017,,,1.03
10/31/2017,,,1.06
11/1/2017,,,1.04
11/2/2017,,,1.05
11/3/2017,,,1.05
11/6/2017,,,1.05
11/7/2017,,,1.04
11/8/2017,,,1.05
11/9/2017,,,1.06
11/13/2017,,,1.06
11/14/2017,,,1.06
11/15/2017,,,1.09
11/16/2017,,,1.09
11/17/2017,,,1.08
11/20/2017,,,1.07
11/21/2017,,,1.04
11/22/2017,,,1.04
11/24/2017,,,1.06
11/27/2017,,,1.06
11/28/2017,,,1.04
11/29/2017,,,1.02
11/30/2017,,,1.05
12/1/2017,,,1.03
12/4/2017,,,1.02
12/5/2017,,,1.04
12/6/2017,,,1.05
12/8/2017,,,1.04
12/11/2017,,,1.04
12/12/2017,,,1.04
12/13/2017,,,1.06
12/14/2017,,,1.28
12/15/2017,,,1.31
12/18/2017,,,1.31
12/19/2017,,,1.31
12/20/2017,,,1.31
12/21/2017,,,1.32
12/22/2017,,,1.34
12/26/2017,,,1.34
12/27/2017,,,1.34
12/28/2017,,,1.34
12/29/2017,,,1.41
1/2/2018,,,1.34
1/3/2018,,,1.35
1/4/2018,,,1.35
1/5/2018,,,1.31
1/8/2018,,,1.3
1/9/2018,,,1.28
1/10/2018,,,1.27
1/11/2018,,,1.29
1/12/2018,,,1.31
1/16/2018,,,1.33
1/17/2018,,,1.32
1/18/2018,,,1.3
1/19/2018,,,1.29
1/22/2018,,,1.28
1/23/2018,,,1.28
1/24/2018,,,1.31
1/25/2018,,,1.31
1/26/2018,,,1.3
1/29/2018,,,1.3
1/30/2018,,,1.3
1/31/2018,,,1.34
2/1/2018,,,1.3
2/2/2018,,,1.3
2/5/2018,,,1.29
2/6/2018,,,1.28
2/7/2018,,,1.28
2/8/2018,,,1.3
2/9/2018,,,1.3
2/12/2018,,,1.29
2/13/2018,,,1.3
2/14/2018,,,1.29
2/15/2018,,,1.35
2/16/2018,,,1.35
2/20/2018,,,1.33
2/21/2018,,,1.32
2/22/2018,,,1.32
2/23/2018,,,1.34
2/26/2018,,,1.33
2/27/2018,,,1.34
2/28/2018,,,1.37
3/1/2018,,,1.38
3/2/2018,,,1.39
3/5/2018,,,1.39
3/6/2018,,,1.39
3/7/2018,,,1.39
3/8/2018,,,1.42
3/9/2018,,,1.41
3/12/2018,,,1.41
3/13/2018,,,1.41
3/14/2018,,,1.42
3/15/2018,,,1.5
3/16/2018,,,1.47
3/19/2018,,,1.46
3/20/2018,,,1.48
3/21/2018,,,1.48
3/22/2018,,,1.64
3/23/2018,,,1.67
3/26/2018,,,1.69
3/27/2018,,,1.7
3/28/2018,,,1.7
3/29/2018,,,1.78
4/2/2018,,,1.76
4/3/2018,,,1.8
4/4/2018,,,1.69
4/5/2018,,,1.7
4/6/2018,,,1.69
4/9/2018,,,1.7
4/10/2018,,,1.7
4/11/2018,,,1.7
4/12/2018,,,1.68
4/13/2018,,,1.68
4/16/2018,,,1.7
4/17/2018,,,1.7
4/18/2018,,,1.69
4/19/2018,,,1.67
4/20/2018,,,1.67
4/23/2018,,,1.67
4/24/2018,,,1.68
4/25/2018,,,1.67
4/26/2018,,,1.67
4/27/2018,,,1.67
4/30/2018,,,1.71
5/1/2018,,,1.7
5/2/2018,,,1.69
5/3/2018,,,1.7
5/4/2018,,,1.68
5/7/2018,,,1.67
5/8/2018,,,1.68
5/9/2018,,,1.68
5/10/2018,,,1.68
5/11/2018,,,1.7
5/14/2018,,,1.69
5/15/2018,,,1.73
5/16/2018,,,1.69
5/17/2018,,,1.71
5/18/2018,,,1.69
5/21/2018,,,1.66
5/22/2018,,,1.62
5/23/2018,,,1.63
5/24/2018,,,1.71
5/25/2018,,,1.7
5/29/2018,,,1.7
5/30/2018,,,1.7
5/31/2018,,,1.77
6/1/2018,,,1.77
6/4/2018,,,1.76
6/5/2018,,,1.72
6/6/2018,,,1.7
6/7/2018,,,1.69
6/8/2018,,,1.67
6/11/2018,,,1.66
6/12/2018,,,1.66
6/13/2018,,,1.69
6/14/2018,,,1.87
6/15/2018,,,1.87
6/18/2018,,,1.85
6/19/2018,,,1.84
6/20/2018,,,1.84
6/21/2018,,,1.83
6/22/2018,,,1.9
6/25/2018,,,1.88
6/26/2018,,,1.89
6/27/2018,,,1.88
6/28/2018,,,1.9
6/29/2018,,,2.1
7/2/2018,,,2
7/3/2018,,,1.97
7/5/2018,,,1.95
7/6/2018,,,1.9
7/9/2018,,,1.87
7/10/2018,,,1.87
7/11/2018,,,1.86
7/12/2018,,,1.86
7/13/2018,,,1.87
7/16/2018,,,1.91
7/17/2018,,,1.9
7/18/2018,,,1.86
7/19/2018,,,1.87
7/20/2018,,,1.85
7/23/2018,,,1.85
7/24/2018,,,1.89
7/25/2018,,,1.86
7/26/2018,,,1.89
7/27/2018,,,1.86
7/30/2018,,,1.85
7/31/2018,,,1.91
8/1/2018,,,1.85
8/2/2018,,,1.89
8/3/2018,,,1.83
8/6/2018,,,1.84
8/7/2018,,,1.86
8/8/2018,,,1.86
8/9/2018,,,1.89
8/10/2018,,,1.87
8/13/2018,,,1.88
8/14/2018,,,1.9
8/15/2018,,,1.95
8/16/2018,,,1.96
8/17/2018,,,1.89
8/20/2018,,,1.89
8/21/2018,,,1.89
8/22/2018,,,1.89
8/23/2018,,,1.91
8/24/2018,,,1.93
8/27/2018,,,1.93
8/28/2018,,,1.94
8/29/2018,,,1.91
8/30/2018,,,1.91
8/31/2018,,,1.94
9/4/2018,,,1.92
9/5/2018,,,1.92
9/6/2018,,,1.9
9/7/2018,,,1.91
9/10/2018,,,1.91
9/11/2018,,,1.91
9/12/2018,,,1.91
9/13/2018,,,1.91
9/14/2018,,,1.91
9/17/2018,,,1.95
9/18/2018,,,1.91
9/19/2018,,,1.9
9/20/2018,,,1.9
9/21/2018,,,1.9
9/24/2018,,,1.93
9/25/2018,,,1.92
9/26/2018,,,1.91
9/27/2018,,,2.13
9/28/2018,,,2.22
10/1/2018,,,2.18
10/2/2018,,,2.17
10/3/2018,,,2.16
10/4/2018,,,2.15
10/5/2018,,,2.13
10/9/2018,,,2.12
10/10/2018,,,2.13
10/11/2018,,,2.15
10/12/2018,,,2.15
10/15/2018,,,2.18
10/16/2018,,,2.17
10/17/2018,,,2.16
10/18/2018,,,2.17
10/19/2018,,,2.16
10/22/2018,,,2.16
10/23/2018,,,2.15
10/24/2018,,,2.16
10/25/2018,,,2.16
10/26/2018,,,2.16
10/29/2018,,,2.16
10/30/2018,,,2.16
10/31/2018,,,2.18
11/1/2018,,,2.19
11/2/2018,,,2.23
11/5/2018,,,2.22
11/6/2018,,,2.21
11/7/2018,,,2.16
11/8/2018,,,2.19
11/9/2018,,,2.18
11/13/2018,,,2.17
11/14/2018,,,2.17
11/15/2018,,,2.24
11/16/2018,,,2.24
11/19/2018,,,2.21
11/20/2018,,,2.18
11/21/2018,,,2.17
11/23/2018,,,2.21
11/26/2018,,,2.18
11/27/2018,,,2.17
11/28/2018,,,2.18
11/29/2018,,,2.22
11/30/2018,,,2.26
12/3/2018,,,2.21
12/4/2018,,,2.22
12/6/2018,,,2.3
12/7/2018,,,2.27
12/10/2018,,,2.19
12/11/2018,,,2.16
12/12/2018,,,2.16
12/13/2018,,,2.17
12/14/2018,,,2.18
12/17/2018,,,2.27
12/18/2018,,,2.3
12/19/2018,,,2.28
12/20/2018,,,2.38
