Source,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release,OFR U.S. Repo Markets Data Release
Terms of Use,,,
Last Update,1/26/2024 15:16,1/26/2024 15:18,1/26/2024 15:24
date,REPO-DVP_AR_LE30-P,REPO-GCF_AR_AG-P,REPO-TRI_AR_AG-P
10/16/2023,5.38,5.42,5.25
10/17/2023,5.37,5.41,5.25
10/18/2023,5.37,5.39,5.24
10/19/2023,5.36,5.38,5.24
10/20/2023,5.37,5.36,5.24
10/23/2023,5.37,5.36,5.24
10/24/2023,5.39,5.37,5.24
10/25/2023,5.4,5.37,5.24
10/26/2023,5.38,5.38,5.24
10/27/2023,5.39,5.38,5.25
10/30/2023,5.39,5.39,5.24
10/31/2023,5.39,5.4,5.25
11/1/2023,5.38,5.42,5.25
11/2/2023,5.39,5.42,5.27
11/3/2023,5.39,5.42,5.24
11/6/2023,5.38,5.42,5.25
11/7/2023,5.39,5.41,5.25
11/8/2023,5.39,5.41,5.25
11/9/2023,5.38,5.42,5.25
11/10/2023,5.4,5.41,5.25
11/13/2023,5.39,5.41,5.25
11/14/2023,null,5.41,5.25
11/15/2023,5.2,5.42,5.25
11/16/2023,5.38,5.41,5.25
11/17/2023,5.38,5.41,5.25
11/20/2023,5.37,5.42,5.25
11/21/2023,5.31,5.39,5.25
11/22/2023,5.38,5.39,5.25
11/24/2023,5.39,5.38,5.25
11/27/2023,5.37,5.4,5.25
11/28/2023,5.34,5.43,5.25
11/29/2023,5.22,5.42,5.25
11/30/2023,5.37,5.43,5.26
12/1/2023,5.35,5.44,5.26
12/4/2023,5.41,5.44,5.26
12/5/2023,5.41,5.44,5.25
12/6/2023,5.4,5.43,5.26
12/7/2023,5.35,5.42,5.25
12/8/2023,5.36,5.41,5.25
12/11/2023,5.36,5.4,5.25
12/12/2023,5.37,5.4,5.25
12/13/2023,5.35,5.42,5.25
12/14/2023,5.4,5.41,5.26
12/15/2023,5.37,5.43,5.25
12/18/2023,5.35,5.42,5.25
12/19/2023,5.38,5.41,5.25
12/20/2023,5.41,5.42,5.25
12/21/2023,5.35,5.42,5.25
12/22/2023,5.44,5.44,5.25
12/26/2023,5.34,5.48,5.26
12/27/2023,null,5.54,5.28
12/28/2023,5.62,5.64,5.3
12/29/2023,5.54,5.71,5.3
1/2/2024,5.46,5.55,5.29
1/3/2024,5.51,5.53,5.29
1/4/2024,5.44,5.49,5.27
1/5/2024,5.4,5.43,5.25
1/8/2024,5.37,5.4,5.23
1/9/2024,5.39,5.41,5.25
1/10/2024,5.39,5.41,5.25
1/11/2024,5.35,5.41,5.25
1/12/2024,5.36,5.41,5.25
1/16/2024,5.39,5.42,5.25
1/17/2024,5.38,5.4,5.26
1/18/2024,5.37,5.39,5.25
1/19/2024,5.36,5.36,5.24
1/22/2024,5.36,5.34,5.24
1/23/2024,null,5.34,5.25
1/24/2024,null,5.37,5.26
1/25/2024,5.4,5.41,
