Date,Reference,Rate,Percentile01,Percentile25,Percentile75,Percentile99,Volume,TargetDe,TargetUe
1/19/2018,EFFR,1.42,1.4,1.42,1.43,1.5,86,1.25,1.5
1/19/2018,OBFR,1.42,1.3,1.41,1.43,1.52,196,,
1/22/2018,EFFR,1.42,1.4,1.42,1.43,1.55,87,1.25,1.5
1/22/2018,OBFR,1.42,1.3,1.41,1.43,1.52,204,,
1/23/2018,EFFR,1.42,1.4,1.42,1.43,1.55,91,1.25,1.5
1/23/2018,OBFR,1.42,1.3,1.41,1.43,1.52,204,,
1/24/2018,EFFR,1.42,1.4,1.42,1.44,1.55,90,1.25,1.5
1/24/2018,OBFR,1.42,0.95,1.41,1.43,1.52,212,,
1/25/2018,EFFR,1.42,1.4,1.42,1.44,1.5,88,1.25,1.5
1/25/2018,OBFR,1.42,1.3,1.41,1.43,1.52,198,,
1/26/2018,EFFR,1.42,1.4,1.42,1.44,1.5,90,1.25,1.5
1/26/2018,OBFR,1.42,1.3,1.41,1.43,1.52,201,,
1/29/2018,EFFR,1.42,1.4,1.42,1.44,1.5,91,1.25,1.5
1/29/2018,OBFR,1.42,1.3,1.41,1.43,1.52,210,,
1/30/2018,EFFR,1.42,1.4,1.42,1.43,1.48,102,1.25,1.5
1/30/2018,OBFR,1.42,1.32,1.41,1.43,1.52,218,,
1/31/2018,EFFR,1.34,1.3,1.33,1.34,1.5,104,1.25,1.5
1/31/2018,OBFR,1.34,1.25,1.33,1.35,1.52,204,,
2/1/2018,EFFR,1.42,1.4,1.42,1.43,1.5,109,1.25,1.5
2/1/2018,OBFR,1.42,1.3,1.41,1.43,1.52,224,,
2/2/2018,EFFR,1.42,1.4,1.42,1.43,1.5,108,1.25,1.5
2/2/2018,OBFR,1.42,1.3,1.41,1.43,1.52,218,,
2/5/2018,EFFR,1.42,1.4,1.42,1.43,1.5,103,1.25,1.5
2/5/2018,OBFR,1.42,1.31,1.41,1.43,1.52,217,,
2/6/2018,EFFR,1.42,1.4,1.42,1.43,1.5,103,1.25,1.5
2/6/2018,OBFR,1.42,1.28,1.41,1.43,1.52,209,,
2/7/2018,EFFR,1.42,1.4,1.42,1.43,1.5,104,1.25,1.5
2/7/2018,OBFR,1.42,1.28,1.41,1.43,1.52,220,,
2/8/2018,EFFR,1.42,1.4,1.42,1.43,1.5,106,1.25,1.5
2/8/2018,OBFR,1.42,1.3,1.41,1.43,1.52,218,,
2/9/2018,EFFR,1.42,1.4,1.42,1.43,1.5,107,1.25,1.5
2/9/2018,OBFR,1.42,0.48,1.41,1.43,1.52,219,,
2/12/2018,EFFR,1.42,1.4,1.42,1.44,1.5,97,1.25,1.5
2/12/2018,OBFR,1.42,1.35,1.41,1.43,1.52,221,,
2/13/2018,EFFR,1.42,1.4,1.42,1.43,1.5,99,1.25,1.5
2/13/2018,OBFR,1.42,1.35,1.41,1.43,1.52,222,,
2/14/2018,EFFR,1.42,1.4,1.42,1.42,1.5,105,1.25,1.5
2/14/2018,OBFR,1.42,1.25,1.41,1.42,1.52,218,,
2/15/2018,EFFR,1.42,1.4,1.42,1.42,1.5,101,1.25,1.5
2/15/2018,OBFR,1.42,1.3,1.42,1.43,1.52,214,,
2/16/2018,EFFR,1.42,1.4,1.42,1.43,1.55,95,1.25,1.5
2/16/2018,OBFR,1.42,1.3,1.41,1.42,1.52,210,,
2/20/2018,EFFR,1.42,1.4,1.42,1.43,1.55,84,1.25,1.5
2/20/2018,OBFR,1.42,1.35,1.41,1.43,1.52,196,,
2/21/2018,EFFR,1.42,1.4,1.42,1.43,1.55,88,1.25,1.5
2/21/2018,OBFR,1.42,1.3,1.41,1.42,1.52,200,,
2/22/2018,EFFR,1.42,1.4,1.42,1.43,1.5,98,1.25,1.5
2/22/2018,OBFR,1.42,1.3,1.41,1.42,1.52,205,,
2/23/2018,EFFR,1.42,1.4,1.42,1.43,1.56,101,1.25,1.5
2/23/2018,OBFR,1.42,0.65,1.41,1.43,1.54,216,,
2/26/2018,EFFR,1.42,1.4,1.42,1.43,1.55,97,1.25,1.5
2/26/2018,OBFR,1.42,1.3,1.41,1.43,1.52,208,,
2/27/2018,EFFR,1.42,1.4,1.42,1.43,1.55,104,1.25,1.5
2/27/2018,OBFR,1.42,1.3,1.41,1.43,1.52,214,,
2/28/2018,EFFR,1.35,1.3,1.34,1.35,1.53,104,1.25,1.5
2/28/2018,OBFR,1.35,1.29,1.34,1.35,1.52,204,,
3/1/2018,EFFR,1.42,1.36,1.42,1.43,1.53,115,1.25,1.5
3/1/2018,OBFR,1.42,1.3,1.41,1.43,1.52,210,,
3/2/2018,EFFR,1.42,1.4,1.42,1.43,1.5,114,1.25,1.5
3/2/2018,OBFR,1.42,1.3,1.41,1.43,1.52,214,,
3/5/2018,EFFR,1.42,1.4,1.42,1.43,1.53,110,1.25,1.5
3/5/2018,OBFR,1.42,1.3,1.41,1.43,1.52,214,,
3/6/2018,EFFR,1.42,1.39,1.42,1.43,1.55,112,1.25,1.5
3/6/2018,OBFR,1.42,1.3,1.41,1.43,1.52,212,,
3/7/2018,EFFR,1.42,1.39,1.42,1.43,1.53,105,1.25,1.5
3/7/2018,OBFR,1.42,1.25,1.41,1.43,1.52,212,,
3/8/2018,EFFR,1.42,1.4,1.42,1.43,1.55,106,1.25,1.5
3/8/2018,OBFR,1.42,1.3,1.41,1.43,1.52,209,,
3/9/2018,EFFR,1.42,1.4,1.42,1.43,1.53,104,1.25,1.5
3/9/2018,OBFR,1.42,1.3,1.42,1.43,1.52,192,,
3/12/2018,EFFR,1.42,1.4,1.42,1.44,1.55,100,1.25,1.5
3/12/2018,OBFR,1.42,1.3,1.42,1.43,1.52,204,,
3/13/2018,EFFR,1.42,1.4,1.42,1.44,1.53,98,1.25,1.5
3/13/2018,OBFR,1.42,1.3,1.42,1.43,1.52,188,,
3/14/2018,EFFR,1.42,1.4,1.42,1.44,1.5,103,1.25,1.5
3/14/2018,OBFR,1.42,1.35,1.42,1.43,1.52,198,,
3/15/2018,EFFR,1.43,1.4,1.42,1.44,1.56,95,1.25,1.5
3/15/2018,OBFR,1.42,1.3,1.42,1.44,1.55,171,,
3/16/2018,EFFR,1.43,1.4,1.42,1.44,1.62,104,1.25,1.5
3/16/2018,OBFR,1.43,1.32,1.42,1.44,1.56,188,,
3/19/2018,EFFR,1.43,1.4,1.42,1.44,1.62,92,1.25,1.5
3/19/2018,OBFR,1.43,1.35,1.42,1.44,1.56,174,,
3/20/2018,EFFR,1.44,1.4,1.43,1.47,1.62,91,1.25,1.5
3/20/2018,OBFR,1.43,1.35,1.42,1.45,1.56,178,,
3/21/2018,EFFR,1.44,1.4,1.43,1.46,1.55,93,1.25,1.5
3/21/2018,OBFR,1.43,1.35,1.43,1.45,1.52,184,,
3/22/2018,EFFR,1.68,1.65,1.68,1.69,1.81,78,1.5,1.75
3/22/2018,OBFR,1.68,1.55,1.67,1.69,2.05,163,,
3/23/2018,EFFR,1.68,1.65,1.68,1.7,1.81,78,1.5,1.75
3/23/2018,OBFR,1.68,0.7,1.67,1.69,1.8,158,,
3/26/2018,EFFR,1.68,1.65,1.68,1.69,1.81,83,1.5,1.75
3/26/2018,OBFR,1.68,1.4,1.67,1.69,1.8,162,,
3/27/2018,EFFR,1.68,1.65,1.68,1.69,1.81,81,1.5,1.75
3/27/2018,OBFR,1.68,1.58,1.68,1.69,1.8,168,,
3/28/2018,EFFR,1.68,1.65,1.68,1.69,1.81,87,1.5,1.75
3/28/2018,OBFR,1.68,1.56,1.67,1.69,1.77,169,,
3/29/2018,EFFR,1.68,1.64,1.68,1.69,1.81,74,1.5,1.75
3/29/2018,OBFR,1.68,1.4,1.68,1.69,1.8,102,,
3/30/2018,EFFR,1.67,1.64,1.67,1.68,1.81,88,1.5,1.75
3/30/2018,OBFR,1.67,1.4,1.67,1.69,1.81,104,,
