Date,Reference,Rate,Percentile01,Percentile25,Percentile75,Percentile99,Volume,TargetDe,TargetUe
4/26/2017,EFFR,0.91,0.89,0.91,0.92,1,74,0.75,1
4/26/2017,OBFR,0.91,0.78,0.91,0.92,1.02,188,,
4/27/2017,EFFR,0.91,0.82,0.91,0.92,1.05,72,0.75,1
4/27/2017,OBFR,0.91,0.55,0.91,0.92,1.02,186,,
4/28/2017,EFFR,0.83,0.8,0.82,0.84,1.06,65,0.75,1
4/28/2017,OBFR,0.83,0.79,0.82,0.83,1.06,169,,
5/1/2017,EFFR,0.91,0.89,0.91,0.92,1.05,70,0.75,1
5/1/2017,OBFR,0.91,0.75,0.91,0.92,1.02,174,,
5/2/2017,EFFR,0.91,0.9,0.91,0.92,1.03,71,0.75,1
5/2/2017,OBFR,0.91,0.8,0.91,0.92,1.02,195,,
5/3/2017,EFFR,0.91,0.89,0.91,0.92,1,75,0.75,1
5/3/2017,OBFR,0.91,0.75,0.91,0.92,1.02,197,,
5/4/2017,EFFR,0.91,0.9,0.91,0.92,1.03,74,0.75,1
5/4/2017,OBFR,0.91,0.78,0.91,0.92,1.02,199,,
5/5/2017,EFFR,0.91,0.9,0.91,0.92,1,79,0.75,1
5/5/2017,OBFR,0.91,0.77,0.91,0.92,1.02,196,,
5/8/2017,EFFR,0.91,0.89,0.91,0.92,1,78,0.75,1
5/8/2017,OBFR,0.91,0.8,0.91,0.92,1.02,197,,
5/9/2017,EFFR,0.91,0.89,0.91,0.92,1,74,0.75,1
5/9/2017,OBFR,0.91,0.8,0.91,0.92,1.02,196,,
5/10/2017,EFFR,0.91,0.89,0.91,0.92,1,73,0.75,1
5/10/2017,OBFR,0.91,0.8,0.91,0.92,1.02,198,,
5/11/2017,EFFR,0.91,0.89,0.91,0.92,0.97,73,0.75,1
5/11/2017,OBFR,0.91,0.8,0.91,0.92,1.02,198,,
5/12/2017,EFFR,0.91,0.89,0.91,0.92,0.97,78,0.75,1
5/12/2017,OBFR,0.91,0.78,0.91,0.92,1.02,199,,
5/15/2017,EFFR,0.91,0.89,0.91,0.92,0.97,83,0.75,1
5/15/2017,OBFR,0.91,0.78,0.91,0.92,1.03,213,,
5/16/2017,EFFR,0.91,0.85,0.91,0.92,1,79,0.75,1
5/16/2017,OBFR,0.91,0.75,0.91,0.93,1.03,209,,
5/17/2017,EFFR,0.91,0.89,0.91,0.92,1,80,0.75,1
5/17/2017,OBFR,0.91,0.8,0.91,0.92,1.03,204,,
5/18/2017,EFFR,0.91,0.9,0.91,0.92,1,73,0.75,1
5/18/2017,OBFR,0.91,0.8,0.91,0.92,1.03,196,,
5/19/2017,EFFR,0.91,0.9,0.91,0.92,1,82,0.75,1
5/19/2017,OBFR,0.91,0.8,0.91,0.92,1.03,206,,
5/22/2017,EFFR,0.91,0.9,0.91,0.92,1.05,80,0.75,1
5/22/2017,OBFR,0.91,0.78,0.91,0.92,1.03,207,,
5/23/2017,EFFR,0.91,0.9,0.91,0.92,1.05,79,0.75,1
5/23/2017,OBFR,0.91,0.8,0.91,0.92,1.03,203,,
5/24/2017,EFFR,0.91,0.9,0.91,0.92,1,79,0.75,1
5/24/2017,OBFR,0.91,0.15,0.91,0.92,1.03,202,,
5/25/2017,EFFR,0.91,0.9,0.91,0.92,1.05,86,0.75,1
5/25/2017,OBFR,0.91,0.78,0.91,0.92,1.03,210,,
5/26/2017,EFFR,0.91,0.9,0.91,0.92,1,85,0.75,1
5/26/2017,OBFR,0.91,0.8,0.91,0.92,1.03,198,,
5/30/2017,EFFR,0.91,0.9,0.91,0.92,1,86,0.75,1
5/30/2017,OBFR,0.91,0.8,0.91,0.92,1.03,206,,
5/31/2017,EFFR,0.83,0.81,0.82,0.83,1.05,79,0.75,1
5/31/2017,OBFR,0.83,0.75,0.82,0.83,1.03,197,,
6/1/2017,EFFR,0.91,0.8,0.91,0.92,1.05,84,0.75,1
6/1/2017,OBFR,0.91,0.8,0.91,0.92,1.03,201,,
6/2/2017,EFFR,0.91,0.9,0.91,0.92,1,92,0.75,1
6/2/2017,OBFR,0.91,0.8,0.91,0.92,1.03,215,,
6/5/2017,EFFR,0.91,0.9,0.91,0.92,1.05,88,0.75,1
6/5/2017,OBFR,0.91,0.78,0.91,0.92,1.03,218,,
6/6/2017,EFFR,0.91,0.9,0.91,0.92,1,86,0.75,1
6/6/2017,OBFR,0.91,0.78,0.91,0.92,1.03,211,,
6/7/2017,EFFR,0.91,0.9,0.91,0.92,1,86,0.75,1
6/7/2017,OBFR,0.91,0.8,0.91,0.92,1.03,205,,
6/8/2017,EFFR,0.91,0.9,0.91,0.92,1,87,0.75,1
6/8/2017,OBFR,0.91,0.8,0.91,0.92,1.03,205,,
6/9/2017,EFFR,0.91,0.9,0.91,0.92,1,84,0.75,1
6/9/2017,OBFR,0.91,0.82,0.91,0.92,1.02,203,,
6/12/2017,EFFR,0.91,0.89,0.91,0.92,1.03,80,0.75,1
6/12/2017,OBFR,0.91,0.7,0.91,0.92,1.02,201,,
6/13/2017,EFFR,0.91,0.9,0.91,0.92,1.05,79,0.75,1
6/13/2017,OBFR,0.91,0.7,0.91,0.92,1.03,202,,
6/14/2017,EFFR,0.91,0.89,0.91,0.92,1,75,0.75,1
6/14/2017,OBFR,0.91,0.8,0.91,0.92,1.03,197,,
6/15/2017,EFFR,1.16,1.15,1.16,1.17,1.22,73,1,1.25
6/15/2017,OBFR,1.16,1.05,1.16,1.17,1.28,199,,
6/16/2017,EFFR,1.16,1.15,1.16,1.17,1.25,72,1,1.25
6/16/2017,OBFR,1.16,1.05,1.16,1.17,1.28,197,,
6/19/2017,EFFR,1.16,1.15,1.16,1.17,1.25,74,1,1.25
6/19/2017,OBFR,1.16,1,1.16,1.17,1.28,202,,
6/20/2017,EFFR,1.16,1.14,1.16,1.17,1.28,79,1,1.25
6/20/2017,OBFR,1.16,1,1.16,1.17,1.28,212,,
6/21/2017,EFFR,1.16,1.15,1.16,1.17,1.28,79,1,1.25
6/21/2017,OBFR,1.16,1,1.16,1.17,1.28,206,,
6/22/2017,EFFR,1.16,1.15,1.16,1.17,1.31,78,1,1.25
6/22/2017,OBFR,1.16,1,1.16,1.17,1.28,201,,
6/23/2017,EFFR,1.16,1.15,1.16,1.17,1.31,83,1,1.25
6/23/2017,OBFR,1.16,0.15,1.16,1.17,1.28,205,,
6/26/2017,EFFR,1.16,1.15,1.16,1.17,1.31,81,1,1.25
6/26/2017,OBFR,1.16,1,1.16,1.17,1.28,201,,
6/27/2017,EFFR,1.16,1.15,1.16,1.17,1.31,82,1,1.25
6/27/2017,OBFR,1.16,1,1.16,1.17,1.28,206,,
6/28/2017,EFFR,1.16,1.15,1.16,1.17,1.3,86,1,1.25
6/28/2017,OBFR,1.16,1,1.16,1.17,1.28,194,,
6/29/2017,EFFR,1.16,1.15,1.16,1.17,1.3,88,1,1.25
6/29/2017,OBFR,1.16,1,1.16,1.17,1.28,192,,
6/30/2017,EFFR,1.06,1.02,1.05,1.06,1.31,72,1,1.25
6/30/2017,OBFR,1.06,0.9,1.05,1.06,1.31,152,,
7/3/2017,EFFR,1.16,1.14,1.16,1.17,1.31,85,1,1.25
7/3/2017,OBFR,1.16,1,1.16,1.17,1.28,186,,
7/5/2017,EFFR,1.16,1.05,1.16,1.17,1.3,83,1,1.25
7/5/2017,OBFR,1.16,1,1.16,1.17,1.28,208,,
7/6/2017,EFFR,1.16,1.15,1.16,1.17,1.3,82,1,1.25
7/6/2017,OBFR,1.16,1.05,1.16,1.17,1.28,210,,
7/7/2017,EFFR,1.16,1.15,1.16,1.17,1.28,89,1,1.25
7/7/2017,OBFR,1.16,1.05,1.16,1.17,1.28,206,,
7/10/2017,EFFR,1.16,1.15,1.16,1.17,1.3,89,1,1.25
7/10/2017,OBFR,1.16,1,1.16,1.17,1.28,208,,
7/11/2017,EFFR,1.16,1.14,1.16,1.17,1.25,92,1,1.25
7/11/2017,OBFR,1.16,1.03,1.16,1.17,1.28,214,,
7/12/2017,EFFR,1.16,1.15,1.16,1.17,1.25,92,1,1.25
7/12/2017,OBFR,1.16,1.03,1.16,1.17,1.28,209,,
7/13/2017,EFFR,1.16,1.15,1.16,1.17,1.25,89,1,1.25
7/13/2017,OBFR,1.16,1.04,1.16,1.17,1.28,202,,
7/14/2017,EFFR,1.16,1.14,1.16,1.17,1.25,91,1,1.25
7/14/2017,OBFR,1.16,1.04,1.16,1.17,1.28,211,,
7/17/2017,EFFR,1.16,1.12,1.16,1.17,1.3,92,1,1.25
7/17/2017,OBFR,1.16,1.05,1.16,1.17,1.28,212,,
7/18/2017,EFFR,1.16,1.12,1.16,1.17,1.25,87,1,1.25
7/18/2017,OBFR,1.16,1.05,1.16,1.17,1.27,189,,
7/19/2017,EFFR,1.16,1.15,1.16,1.17,1.25,85,1,1.25
7/19/2017,OBFR,1.16,1.02,1.16,1.17,1.27,203,,
7/20/2017,EFFR,1.16,1.15,1.16,1.17,1.3,88,1,1.25
7/20/2017,OBFR,1.16,1.05,1.16,1.17,1.28,214,,
7/21/2017,EFFR,1.16,1.15,1.16,1.17,1.31,90,1,1.25
7/21/2017,OBFR,1.16,1.02,1.16,1.17,1.28,213,,
7/24/2017,EFFR,1.16,1.15,1.16,1.17,1.3,88,1,1.25
7/24/2017,OBFR,1.16,0.4,1.16,1.17,1.28,211,,
7/25/2017,EFFR,1.16,1.15,1.16,1.17,1.25,92,1,1.25
7/25/2017,OBFR,1.16,1,1.16,1.17,1.28,219,,
7/26/2017,EFFR,1.16,1.14,1.16,1.17,1.28,89,1,1.25
7/26/2017,OBFR,1.16,1.02,1.16,1.17,1.28,217,,
7/27/2017,EFFR,1.16,1.15,1.16,1.17,1.25,99,1,1.25
7/27/2017,OBFR,1.16,1.02,1.16,1.17,1.28,219,,
7/28/2017,EFFR,1.16,1.14,1.16,1.17,1.25,100,1,1.25
7/28/2017,OBFR,1.16,1,1.16,1.17,1.28,221,,
7/31/2017,EFFR,1.07,1.04,1.07,1.07,1.25,94,1,1.25
7/31/2017,OBFR,1.07,1,1.07,1.08,1.28,212,,
8/1/2017,EFFR,1.16,1.1,1.16,1.17,1.22,100,1,1.25
8/1/2017,OBFR,1.16,1.05,1.16,1.17,1.28,220,,
8/2/2017,EFFR,1.16,1.15,1.16,1.17,1.25,106,1,1.25
8/2/2017,OBFR,1.16,1.04,1.16,1.17,1.28,229,,
8/3/2017,EFFR,1.16,1.15,1.16,1.17,1.25,106,1,1.25
8/3/2017,OBFR,1.16,1.02,1.16,1.17,1.28,233,,
8/4/2017,EFFR,1.16,1.15,1.16,1.17,1.25,102,1,1.25
8/4/2017,OBFR,1.16,1.05,1.16,1.17,1.28,225,,
8/7/2017,EFFR,1.16,1.14,1.16,1.17,1.25,102,1,1.25
8/7/2017,OBFR,1.16,1.03,1.16,1.17,1.28,224,,
8/8/2017,EFFR,1.16,1.14,1.16,1.17,1.25,102,1,1.25
8/8/2017,OBFR,1.16,1.03,1.16,1.17,1.28,223,,
8/9/2017,EFFR,1.16,1.15,1.16,1.17,1.25,96,1,1.25
8/9/2017,OBFR,1.16,1.05,1.16,1.17,1.28,220,,
8/10/2017,EFFR,1.16,1.14,1.16,1.17,1.25,98,1,1.25
8/10/2017,OBFR,1.16,1.05,1.16,1.17,1.27,221,,
8/11/2017,EFFR,1.16,1.1,1.16,1.17,1.25,97,1,1.25
8/11/2017,OBFR,1.16,1.05,1.16,1.17,1.27,220,,
8/14/2017,EFFR,1.16,1.14,1.16,1.17,1.25,95,1,1.25
8/14/2017,OBFR,1.16,1,1.16,1.17,1.3,220,,
8/15/2017,EFFR,1.16,1.14,1.16,1.17,1.25,93,1,1.25
8/15/2017,OBFR,1.16,1.05,1.16,1.17,1.27,216,,
8/16/2017,EFFR,1.16,1.14,1.16,1.17,1.22,101,1,1.25
8/16/2017,OBFR,1.16,1.05,1.16,1.17,1.27,226,,
8/17/2017,EFFR,1.16,1.15,1.16,1.17,1.25,95,1,1.25
8/17/2017,OBFR,1.16,1,1.16,1.17,1.27,224,,
8/18/2017,EFFR,1.16,1.15,1.16,1.17,1.25,94,1,1.25
8/18/2017,OBFR,1.16,1.02,1.16,1.17,1.27,212,,
8/21/2017,EFFR,1.16,1.14,1.16,1.17,1.25,92,1,1.25
8/21/2017,OBFR,1.16,1.05,1.16,1.17,1.27,216,,
8/22/2017,EFFR,1.16,1.1,1.16,1.17,1.25,93,1,1.25
8/22/2017,OBFR,1.16,1,1.16,1.17,1.27,212,,
8/23/2017,EFFR,1.16,1.14,1.16,1.17,1.25,93,1,1.25
8/23/2017,OBFR,1.16,1.05,1.16,1.17,1.27,215,,
8/24/2017,EFFR,1.16,1.14,1.16,1.17,1.25,90,1,1.25
8/24/2017,OBFR,1.16,0.75,1.16,1.17,1.27,215,,
8/25/2017,EFFR,1.16,1.14,1.16,1.17,1.25,97,1,1.25
8/25/2017,OBFR,1.16,1.02,1.16,1.17,1.27,216,,
8/28/2017,EFFR,1.16,1.14,1.16,1.17,1.25,92,1,1.25
8/28/2017,OBFR,1.16,1.05,1.16,1.17,1.27,209,,
8/29/2017,EFFR,1.16,1.1,1.16,1.17,1.25,92,1,1.25
8/29/2017,OBFR,1.16,1.05,1.16,1.17,1.27,207,,
8/30/2017,EFFR,1.16,1.15,1.16,1.17,1.25,95,1,1.25
8/30/2017,OBFR,1.16,1.05,1.16,1.17,1.27,215,,
8/31/2017,EFFR,1.07,1.05,1.07,1.08,1.28,91,1,1.25
8/31/2017,OBFR,1.07,1,1.07,1.08,1.31,213,,
9/1/2017,EFFR,1.16,1.15,1.16,1.17,1.25,97,1,1.25
9/1/2017,OBFR,1.16,1.05,1.16,1.17,1.27,213,,
9/5/2017,EFFR,1.16,1.14,1.16,1.17,1.25,93,1,1.25
9/5/2017,OBFR,1.16,1.05,1.16,1.17,1.27,217,,
9/6/2017,EFFR,1.16,1.13,1.16,1.17,1.22,93,1,1.25
9/6/2017,OBFR,1.16,1.05,1.16,1.17,1.27,215,,
9/7/2017,EFFR,1.16,1.15,1.16,1.17,1.25,89,1,1.25
9/7/2017,OBFR,1.16,1.05,1.16,1.17,1.27,208,,
9/8/2017,EFFR,1.16,1.15,1.16,1.17,1.25,92,1,1.25
9/8/2017,OBFR,1.16,1.05,1.16,1.17,1.27,210,,
9/11/2017,EFFR,1.16,1.15,1.16,1.17,1.25,90,1,1.25
9/11/2017,OBFR,1.16,1,1.16,1.17,1.27,216,,
9/12/2017,EFFR,1.16,1.15,1.16,1.17,1.25,93,1,1.25
9/12/2017,OBFR,1.16,1.05,1.16,1.17,1.27,212,,
9/13/2017,EFFR,1.16,1.13,1.16,1.17,1.22,95,1,1.25
9/13/2017,OBFR,1.16,1.05,1.16,1.17,1.27,214,,
9/14/2017,EFFR,1.16,1.13,1.16,1.17,1.25,84,1,1.25
9/14/2017,OBFR,1.16,1.04,1.16,1.17,1.27,196,,
9/15/2017,EFFR,1.16,1.1,1.16,1.17,1.25,92,1,1.25
9/15/2017,OBFR,1.16,1,1.16,1.17,1.27,205,,
9/18/2017,EFFR,1.16,1.15,1.16,1.17,1.3,83,1,1.25
9/18/2017,OBFR,1.16,1.1,1.16,1.17,1.27,213,,
9/19/2017,EFFR,1.16,1.15,1.16,1.17,1.25,81,1,1.25
9/19/2017,OBFR,1.16,1.04,1.16,1.17,1.27,210,,
9/20/2017,EFFR,1.16,1.15,1.16,1.17,1.3,81,1,1.25
9/20/2017,OBFR,1.16,1,1.16,1.17,1.27,212,,
9/21/2017,EFFR,1.16,1.15,1.16,1.17,1.3,83,1,1.25
9/21/2017,OBFR,1.17,1,1.16,1.17,1.27,199,,
9/22/2017,EFFR,1.16,1.13,1.16,1.17,1.25,96,1,1.25
9/22/2017,OBFR,1.16,0.3,1.16,1.17,1.27,217,,
9/25/2017,EFFR,1.16,1.15,1.16,1.17,1.25,96,1,1.25
9/25/2017,OBFR,1.16,1,1.16,1.17,1.27,209,,
9/26/2017,EFFR,1.16,1.05,1.16,1.17,1.25,93,1,1.25
9/26/2017,OBFR,1.16,1.03,1.16,1.17,1.27,203,,
9/27/2017,EFFR,1.16,1.13,1.16,1.17,1.25,98,1,1.25
9/27/2017,OBFR,1.16,1.01,1.16,1.17,1.27,200,,
9/28/2017,EFFR,1.16,1.11,1.16,1.17,1.25,98,1,1.25
9/28/2017,OBFR,1.16,1.01,1.16,1.17,1.27,211,,
9/29/2017,EFFR,1.06,1.03,1.05,1.07,1.3,84,1,1.25
9/29/2017,OBFR,1.06,1,1.05,1.07,1.27,200,,
10/2/2017,EFFR,1.16,1.05,1.16,1.17,1.25,93,1,1.25
10/2/2017,OBFR,1.16,1,1.16,1.17,1.27,205,,
10/3/2017,EFFR,1.16,1.14,1.16,1.17,1.25,91,1,1.25
10/3/2017,OBFR,1.16,1.03,1.16,1.17,1.27,209,,
10/4/2017,EFFR,1.16,1.05,1.16,1.17,1.22,93,1,1.25
10/4/2017,OBFR,1.16,1.03,1.16,1.17,1.27,208,,
10/5/2017,EFFR,1.16,1.11,1.16,1.17,1.25,94,1,1.25
10/5/2017,OBFR,1.16,1.03,1.16,1.17,1.27,208,,
10/6/2017,EFFR,1.16,1.14,1.16,1.17,1.25,95,1,1.25
10/6/2017,OBFR,1.16,1,1.16,1.17,1.27,210,,
10/10/2017,EFFR,1.16,1.15,1.16,1.17,1.25,91,1,1.25
10/10/2017,OBFR,1.16,1.05,1.16,1.17,1.27,209,,
10/11/2017,EFFR,1.16,1.14,1.16,1.17,1.25,90,1,1.25
10/11/2017,OBFR,1.16,1.05,1.16,1.17,1.27,207,,
10/12/2017,EFFR,1.16,1.15,1.16,1.17,1.25,87,1,1.25
10/12/2017,OBFR,1.16,1.05,1.16,1.17,1.27,204,,
10/13/2017,EFFR,1.16,1.15,1.16,1.17,1.25,92,1,1.25
10/13/2017,OBFR,1.16,1.05,1.16,1.17,1.27,205,,
10/16/2017,EFFR,1.16,1.15,1.16,1.17,1.28,91,1,1.25
10/16/2017,OBFR,1.16,1.05,1.16,1.17,1.27,212,,
10/17/2017,EFFR,1.16,1.15,1.16,1.17,1.25,86,1,1.25
10/17/2017,OBFR,1.16,1.05,1.16,1.17,1.27,210,,
10/18/2017,EFFR,1.16,1.15,1.16,1.17,1.25,87,1,1.25
10/18/2017,OBFR,1.16,1.05,1.16,1.17,1.27,208,,
10/19/2017,EFFR,1.16,1.14,1.16,1.17,1.25,86,1,1.25
10/19/2017,OBFR,1.16,1.05,1.16,1.17,1.27,204,,
10/20/2017,EFFR,1.16,1.15,1.16,1.17,1.25,86,1,1.25
10/20/2017,OBFR,1.16,1.05,1.16,1.17,1.27,209,,
10/23/2017,EFFR,1.16,1.14,1.16,1.17,1.25,85,1,1.25
10/23/2017,OBFR,1.16,1.03,1.16,1.17,1.27,212,,
10/24/2017,EFFR,1.16,1.15,1.16,1.17,1.25,90,1,1.25
10/24/2017,OBFR,1.16,0.3,1.16,1.17,1.27,217,,
10/25/2017,EFFR,1.16,1.15,1.16,1.17,1.25,93,1,1.25
10/25/2017,OBFR,1.16,1.05,1.16,1.17,1.27,219,,
10/26/2017,EFFR,1.16,1.15,1.16,1.17,1.25,97,1,1.25
10/26/2017,OBFR,1.16,1.07,1.16,1.17,1.27,221,,
10/27/2017,EFFR,1.16,1.15,1.16,1.17,1.25,97,1,1.25
10/27/2017,OBFR,1.16,1.02,1.16,1.17,1.27,216,,
10/30/2017,EFFR,1.16,1.15,1.16,1.17,1.25,92,1,1.25
10/30/2017,OBFR,1.16,1.02,1.16,1.17,1.27,221,,
10/31/2017,EFFR,1.07,1.05,1.07,1.08,1.28,93,1,1.25
10/31/2017,OBFR,1.07,1,1.06,1.08,1.27,215,,
11/1/2017,EFFR,1.16,1.12,1.16,1.17,1.25,99,1,1.25
11/1/2017,OBFR,1.16,1.05,1.16,1.17,1.27,209,,
11/2/2017,EFFR,1.16,1.15,1.16,1.17,1.25,96,1,1.25
11/2/2017,OBFR,1.16,1.05,1.16,1.17,1.27,217,,
11/3/2017,EFFR,1.16,1.14,1.16,1.17,1.25,98,1,1.25
11/3/2017,OBFR,1.16,1.05,1.16,1.17,1.27,221,,
11/6/2017,EFFR,1.16,1.14,1.16,1.17,1.25,94,1,1.25
11/6/2017,OBFR,1.16,1.04,1.16,1.17,1.27,220,,
11/7/2017,EFFR,1.16,1.14,1.16,1.17,1.25,98,1,1.25
11/7/2017,OBFR,1.16,1.03,1.16,1.17,1.27,225,,
11/8/2017,EFFR,1.16,1.15,1.16,1.17,1.25,97,1,1.25
11/8/2017,OBFR,1.16,1.05,1.16,1.17,1.27,228,,
11/9/2017,EFFR,1.16,1.14,1.16,1.17,1.22,97,1,1.25
11/9/2017,OBFR,1.16,1.07,1.16,1.17,1.27,221,,
11/10/2017,EFFR,1.16,1.14,1.16,1.17,1.25,98,1,1.25
11/10/2017,OBFR,1.16,1.05,1.16,1.17,1.28,210,,
11/13/2017,EFFR,1.16,1.14,1.16,1.17,1.25,93,1,1.25
11/13/2017,OBFR,1.16,1.05,1.16,1.17,1.27,217,,
11/14/2017,EFFR,1.16,1.14,1.16,1.17,1.25,86,1,1.25
11/14/2017,OBFR,1.16,1.09,1.16,1.17,1.27,212,,
11/15/2017,EFFR,1.16,1.14,1.16,1.17,1.28,89,1,1.25
11/15/2017,OBFR,1.16,1.06,1.16,1.17,1.27,211,,
11/16/2017,EFFR,1.16,1.13,1.16,1.17,1.28,84,1,1.25
11/16/2017,OBFR,1.16,1.05,1.16,1.17,1.27,208,,
11/17/2017,EFFR,1.16,1.14,1.16,1.17,1.3,84,1,1.25
11/17/2017,OBFR,1.16,1.1,1.16,1.17,1.28,203,,
11/20/2017,EFFR,1.16,1.14,1.16,1.17,1.28,90,1,1.25
11/20/2017,OBFR,1.16,1.1,1.16,1.17,1.27,209,,
11/21/2017,EFFR,1.16,1.05,1.16,1.17,1.28,90,1,1.25
11/21/2017,OBFR,1.16,1.05,1.16,1.17,1.27,213,,
11/22/2017,EFFR,1.16,1.14,1.16,1.17,1.28,86,1,1.25
11/22/2017,OBFR,1.16,1.05,1.16,1.17,1.27,201,,
11/24/2017,EFFR,1.16,1.13,1.16,1.17,1.3,84,1,1.25
11/24/2017,OBFR,1.16,0.3,1.16,1.17,1.27,193,,
11/27/2017,EFFR,1.16,1.14,1.16,1.17,1.3,88,1,1.25
11/27/2017,OBFR,1.16,1.1,1.16,1.17,1.27,211,,
11/28/2017,EFFR,1.16,1.14,1.16,1.17,1.3,87,1,1.25
11/28/2017,OBFR,1.16,1.1,1.16,1.17,1.27,207,,
11/29/2017,EFFR,1.16,1.14,1.16,1.17,1.25,89,1,1.25
11/29/2017,OBFR,1.16,1.1,1.16,1.17,1.27,211,,
11/30/2017,EFFR,1.07,1.05,1.07,1.08,1.3,81,1,1.25
11/30/2017,OBFR,1.08,1.04,1.07,1.08,1.27,198,,
12/1/2017,EFFR,1.16,1.05,1.16,1.17,1.28,101,1,1.25
12/1/2017,OBFR,1.16,1.05,1.16,1.17,1.28,216,,
12/4/2017,EFFR,1.16,1.15,1.16,1.17,1.25,94,1,1.25
12/4/2017,OBFR,1.16,1.07,1.16,1.17,1.27,215,,
12/5/2017,EFFR,1.16,1.14,1.16,1.17,1.28,93,1,1.25
12/5/2017,OBFR,1.16,1.07,1.16,1.17,1.27,215,,
12/6/2017,EFFR,1.16,1.15,1.16,1.17,1.3,90,1,1.25
12/6/2017,OBFR,1.16,1.06,1.16,1.17,1.27,205,,
12/7/2017,EFFR,1.16,1.15,1.16,1.17,1.3,93,1,1.25
12/7/2017,OBFR,1.16,1.06,1.16,1.17,1.27,201,,
12/8/2017,EFFR,1.16,1.1,1.16,1.17,1.25,94,1,1.25
12/8/2017,OBFR,1.16,1.09,1.16,1.17,1.27,203,,
12/11/2017,EFFR,1.16,1.15,1.16,1.17,1.3,92,1,1.25
12/11/2017,OBFR,1.16,1.09,1.16,1.17,1.35,211,,
12/12/2017,EFFR,1.17,1.15,1.16,1.17,1.3,94,1,1.25
12/12/2017,OBFR,1.16,1.09,1.16,1.17,1.35,211,,
12/13/2017,EFFR,1.17,1.15,1.16,1.17,1.3,97,1,1.25
12/13/2017,OBFR,1.16,1.09,1.16,1.18,1.35,214,,
12/14/2017,EFFR,1.41,1.39,1.41,1.42,1.5,85,1.25,1.5
12/14/2017,OBFR,1.41,1.3,1.41,1.42,1.52,199,,
12/15/2017,EFFR,1.41,1.39,1.41,1.42,1.5,91,1.25,1.5
12/15/2017,OBFR,1.41,1.25,1.41,1.42,1.52,204,,
12/18/2017,EFFR,1.42,1.39,1.41,1.42,1.55,84,1.25,1.5
12/18/2017,OBFR,1.41,1.28,1.41,1.42,1.52,190,,
12/19/2017,EFFR,1.42,1.39,1.41,1.43,1.53,89,1.25,1.5
12/19/2017,OBFR,1.42,1.28,1.41,1.43,1.52,202,,
12/20/2017,EFFR,1.42,1.35,1.41,1.42,1.55,91,1.25,1.5
12/20/2017,OBFR,1.42,1.25,1.41,1.43,1.52,194,,
12/21/2017,EFFR,1.42,1.35,1.41,1.42,1.55,89,1.25,1.5
12/21/2017,OBFR,1.42,1.25,1.41,1.43,1.52,202,,
12/22/2017,EFFR,1.42,1.35,1.41,1.42,1.5,89,1.25,1.5
12/22/2017,OBFR,1.42,0.5,1.41,1.43,1.52,198,,
12/26/2017,EFFR,1.42,1.39,1.41,1.42,1.55,91,1.25,1.5
12/26/2017,OBFR,1.42,1.3,1.41,1.43,1.52,210,,
12/27/2017,EFFR,1.42,1.4,1.41,1.42,1.55,95,1.25,1.5
12/27/2017,OBFR,1.42,1.3,1.41,1.43,1.52,213,,
12/28/2017,EFFR,1.42,1.4,1.41,1.42,1.56,93,1.25,1.5
12/28/2017,OBFR,1.42,1.3,1.41,1.43,1.52,198,,
12/29/2017,EFFR,1.33,1.28,1.3,1.33,1.56,62,1.25,1.5
12/29/2017,OBFR,1.33,1.2,1.3,1.34,1.56,129,,
1/2/2018,EFFR,1.42,1.35,1.41,1.42,1.56,84,1.25,1.5
1/2/2018,OBFR,1.42,1.3,1.41,1.43,1.52,189,,
1/3/2018,EFFR,1.42,1.4,1.41,1.42,1.53,93,1.25,1.5
1/3/2018,OBFR,1.42,1.3,1.41,1.43,1.52,208,,
1/4/2018,EFFR,1.42,1.35,1.41,1.43,1.5,92,1.25,1.5
1/4/2018,OBFR,1.42,1.3,1.41,1.43,1.52,204,,
1/5/2018,EFFR,1.42,1.3,1.41,1.43,1.5,98,1.25,1.5
1/5/2018,OBFR,1.42,1.3,1.41,1.43,1.52,214,,
1/8/2018,EFFR,1.42,1.4,1.41,1.43,1.5,93,1.25,1.5
1/8/2018,OBFR,1.42,1.3,1.41,1.43,1.52,206,,
1/9/2018,EFFR,1.42,1.4,1.41,1.43,1.5,94,1.25,1.5
1/9/2018,OBFR,1.42,1.3,1.41,1.43,1.52,212,,
1/10/2018,EFFR,1.42,1.4,1.41,1.43,1.5,97,1.25,1.5
1/10/2018,OBFR,1.42,1.3,1.41,1.43,1.52,211,,
1/11/2018,EFFR,1.42,1.4,1.41,1.43,1.5,95,1.25,1.5
1/11/2018,OBFR,1.42,1.3,1.41,1.43,1.52,205,,
1/12/2018,EFFR,1.42,1.4,1.41,1.43,1.5,95,1.25,1.5
1/12/2018,OBFR,1.42,1.3,1.41,1.43,1.52,197,,
1/16/2018,EFFR,1.42,1.4,1.41,1.43,1.5,88,1.25,1.5
1/16/2018,OBFR,1.42,1.3,1.41,1.43,1.52,205,,
1/17/2018,EFFR,1.42,1.4,1.42,1.43,1.65,93,1.25,1.5
1/17/2018,OBFR,1.42,1.3,1.41,1.43,1.54,210,,
1/18/2018,EFFR,1.42,1.4,1.42,1.43,1.5,86,1.25,1.5
1/18/2018,OBFR,1.42,1.3,1.41,1.43,1.52,200,,
