Date,Reference,Rate,,,,,,dontknow,
8/26/2002,EFFR,1.81,,,,,,1.75,
8/27/2002,EFFR,1.79,,,,,,1.75,
8/28/2002,EFFR,1.8,,,,,,1.75,
8/29/2002,EFFR,1.82,,,,,,1.75,
8/30/2002,EFFR,1.81,,,,,,1.75,
9/3/2002,EFFR,1.87,,,,,,1.75,
9/4/2002,EFFR,1.74,,,,,,1.75,
9/5/2002,EFFR,1.75,,,,,,1.75,
9/6/2002,EFFR,1.71,,,,,,1.75,
9/9/2002,EFFR,1.76,,,,,,1.75,
9/10/2002,EFFR,1.74,,,,,,1.75,
9/11/2002,EFFR,1.72,,,,,,1.75,
9/12/2002,EFFR,1.74,,,,,,1.75,
9/13/2002,EFFR,1.72,,,,,,1.75,
9/16/2002,EFFR,1.83,,,,,,1.75,
9/17/2002,EFFR,1.72,,,,,,1.75,
9/18/2002,EFFR,1.68,,,,,,1.75,
9/19/2002,EFFR,1.69,,,,,,1.75,
9/20/2002,EFFR,1.7,,,,,,1.75,
9/23/2002,EFFR,1.74,,,,,,1.75,
9/24/2002,EFFR,1.75,,,,,,1.75,
9/25/2002,EFFR,1.79,,,,,,1.75,
9/26/2002,EFFR,1.8,,,,,,1.75,
9/27/2002,EFFR,1.78,,,,,,1.75,
9/30/2002,EFFR,1.85,,,,,,1.75,
10/1/2002,EFFR,1.85,,,,,,1.75,
10/2/2002,EFFR,1.75,,,,,,1.75,
10/3/2002,EFFR,1.76,,,,,,1.75,
10/4/2002,EFFR,1.72,,,,,,1.75,
10/7/2002,EFFR,1.74,,,,,,1.75,
10/8/2002,EFFR,1.72,,,,,,1.75,
10/9/2002,EFFR,1.73,,,,,,1.75,
10/10/2002,EFFR,1.75,,,,,,1.75,
10/11/2002,EFFR,1.73,,,,,,1.75,
10/15/2002,EFFR,1.88,,,,,,1.75,
10/16/2002,EFFR,1.73,,,,,,1.75,
10/17/2002,EFFR,1.74,,,,,,1.75,
10/18/2002,EFFR,1.71,,,,,,1.75,
10/21/2002,EFFR,1.73,,,,,,1.75,
10/22/2002,EFFR,1.71,,,,,,1.75,
10/23/2002,EFFR,1.76,,,,,,1.75,
10/24/2002,EFFR,1.8,,,,,,1.75,
10/25/2002,EFFR,1.82,,,,,,1.75,
10/28/2002,EFFR,1.79,,,,,,1.75,
10/29/2002,EFFR,1.75,,,,,,1.75,
10/30/2002,EFFR,1.72,,,,,,1.75,
10/31/2002,EFFR,1.82,,,,,,1.75,
11/1/2002,EFFR,1.74,,,,,,1.75,
11/4/2002,EFFR,1.71,,,,,,1.75,
11/5/2002,EFFR,1.64,,,,,,1.75,
11/6/2002,EFFR,1.48,,,,,,1.25,
11/7/2002,EFFR,1.27,,,,,,1.25,
11/8/2002,EFFR,1.18,,,,,,1.25,
11/12/2002,EFFR,1.29,,,,,,1.25,
11/13/2002,EFFR,1.17,,,,,,1.25,
11/14/2002,EFFR,1.29,,,,,,1.25,
11/15/2002,EFFR,1.35,,,,,,1.25,
11/18/2002,EFFR,1.21,,,,,,1.25,
11/19/2002,EFFR,1.2,,,,,,1.25,
11/20/2002,EFFR,1.23,,,,,,1.25,
11/21/2002,EFFR,1.27,,,,,,1.25,
11/22/2002,EFFR,1.25,,,,,,1.25,
11/25/2002,EFFR,1.32,,,,,,1.25,
11/26/2002,EFFR,1.26,,,,,,1.25,
11/27/2002,EFFR,1.27,,,,,,1.25,
11/29/2002,EFFR,1.23,,,,,,1.25,
12/2/2002,EFFR,1.27,,,,,,1.25,
12/3/2002,EFFR,1.24,,,,,,1.25,
12/4/2002,EFFR,1.23,,,,,,1.25,
12/5/2002,EFFR,1.24,,,,,,1.25,
12/6/2002,EFFR,1.21,,,,,,1.25,
12/9/2002,EFFR,1.22,,,,,,1.25,
12/10/2002,EFFR,1.22,,,,,,1.25,
12/11/2002,EFFR,1.29,,,,,,1.25,
12/12/2002,EFFR,1.29,,,,,,1.25,
12/13/2002,EFFR,1.25,,,,,,1.25,
12/16/2002,EFFR,1.36,,,,,,1.25,
12/17/2002,EFFR,1.26,,,,,,1.25,
12/18/2002,EFFR,1.25,,,,,,1.25,
12/19/2002,EFFR,1.28,,,,,,1.25,
12/20/2002,EFFR,1.26,,,,,,1.25,
12/23/2002,EFFR,1.28,,,,,,1.25,
12/24/2002,EFFR,1.15,,,,,,1.25,
12/26/2002,EFFR,1.28,,,,,,1.25,
12/27/2002,EFFR,1.2,,,,,,1.25,
12/30/2002,EFFR,1.23,,,,,,1.25,
12/31/2002,EFFR,1.16,,,,,,1.25,
1/2/2003,EFFR,1.3,,,,,,1.25,
1/3/2003,EFFR,1.12,,,,,,1.25,
1/6/2003,EFFR,1.22,,,,,,1.25,
1/7/2003,EFFR,1.2,,,,,,1.25,
1/8/2003,EFFR,1.29,,,,,,1.25,
1/9/2003,EFFR,1.29,,,,,,1.25,
1/10/2003,EFFR,1.25,,,,,,1.25,
1/13/2003,EFFR,1.26,,,,,,1.25,
1/14/2003,EFFR,1.24,,,,,,1.25,
1/15/2003,EFFR,1.3,,,,,,1.25,
1/16/2003,EFFR,1.24,,,,,,1.25,
1/17/2003,EFFR,1.2,,,,,,1.25,
1/21/2003,EFFR,1.31,,,,,,1.25,
1/22/2003,EFFR,1.26,,,,,,1.25,
1/23/2003,EFFR,1.27,,,,,,1.25,
1/24/2003,EFFR,1.21,,,,,,1.25,
1/27/2003,EFFR,1.3,,,,,,1.25,
1/28/2003,EFFR,1.23,,,,,,1.25,
1/29/2003,EFFR,1.26,,,,,,1.25,
1/30/2003,EFFR,1.29,,,,,,1.25,
1/31/2003,EFFR,1.33,,,,,,1.25,
2/3/2003,EFFR,1.3,,,,,,1.25,
2/4/2003,EFFR,1.21,,,,,,1.25,
2/5/2003,EFFR,1.21,,,,,,1.25,
2/6/2003,EFFR,1.23,,,,,,1.25,
2/7/2003,EFFR,1.21,,,,,,1.25,
2/10/2003,EFFR,1.25,,,,,,1.25,
2/11/2003,EFFR,1.22,,,,,,1.25,
2/12/2003,EFFR,1.23,,,,,,1.25,
2/13/2003,EFFR,1.28,,,,,,1.25,
2/14/2003,EFFR,1.3,,,,,,1.25,
2/18/2003,EFFR,1.35,,,,,,1.25,
2/19/2003,EFFR,1.24,,,,,,1.25,
2/20/2003,EFFR,1.25,,,,,,1.25,
2/21/2003,EFFR,1.21,,,,,,1.25,
2/24/2003,EFFR,1.25,,,,,,1.25,
2/25/2003,EFFR,1.28,,,,,,1.25,
2/26/2003,EFFR,1.28,,,,,,1.25,
2/27/2003,EFFR,1.31,,,,,,1.25,
2/28/2003,EFFR,1.33,,,,,,1.25,
3/3/2003,EFFR,1.33,,,,,,1.25,
3/4/2003,EFFR,1.2,,,,,,1.25,
3/5/2003,EFFR,1.22,,,,,,1.25,
3/6/2003,EFFR,1.23,,,,,,1.25,
3/7/2003,EFFR,1.2,,,,,,1.25,
3/10/2003,EFFR,1.23,,,,,,1.25,
3/11/2003,EFFR,1.21,,,,,,1.25,
3/12/2003,EFFR,1.23,,,,,,1.25,
3/13/2003,EFFR,1.31,,,,,,1.25,
3/14/2003,EFFR,1.3,,,,,,1.25,
3/17/2003,EFFR,1.31,,,,,,1.25,
3/18/2003,EFFR,1.2,,,,,,1.25,
3/19/2003,EFFR,1.2,,,,,,1.25,
3/20/2003,EFFR,1.23,,,,,,1.25,
3/21/2003,EFFR,1.2,,,,,,1.25,
3/24/2003,EFFR,1.23,,,,,,1.25,
3/25/2003,EFFR,1.24,,,,,,1.25,
3/26/2003,EFFR,1.26,,,,,,1.25,
3/27/2003,EFFR,1.29,,,,,,1.25,
3/28/2003,EFFR,1.26,,,,,,1.25,
3/31/2003,EFFR,1.38,,,,,,1.25,
4/1/2003,EFFR,1.29,,,,,,1.25,
4/2/2003,EFFR,1.19,,,,,,1.25,
4/3/2003,EFFR,1.24,,,,,,1.25,
4/4/2003,EFFR,1.22,,,,,,1.25,
4/7/2003,EFFR,1.25,,,,,,1.25,
4/8/2003,EFFR,1.22,,,,,,1.25,
4/9/2003,EFFR,1.24,,,,,,1.25,
4/10/2003,EFFR,1.27,,,,,,1.25,
4/11/2003,EFFR,1.24,,,,,,1.25,
4/14/2003,EFFR,1.32,,,,,,1.25,
4/15/2003,EFFR,1.34,,,,,,1.25,
4/16/2003,EFFR,1.26,,,,,,1.25,
4/17/2003,EFFR,1.28,,,,,,1.25,
4/18/2003,EFFR,1.24,,,,,,1.25,
4/21/2003,EFFR,1.29,,,,,,1.25,
4/22/2003,EFFR,1.26,,,,,,1.25,
4/23/2003,EFFR,1.24,,,,,,1.25,
4/24/2003,EFFR,1.24,,,,,,1.25,
4/25/2003,EFFR,1.28,,,,,,1.25,
4/28/2003,EFFR,1.29,,,,,,1.25,
4/29/2003,EFFR,1.27,,,,,,1.25,
4/30/2003,EFFR,1.31,,,,,,1.25,
5/1/2003,EFFR,1.3,,,,,,1.25,
5/2/2003,EFFR,1.24,,,,,,1.25,
5/5/2003,EFFR,1.27,,,,,,1.25,
5/6/2003,EFFR,1.28,,,,,,1.25,
5/7/2003,EFFR,1.28,,,,,,1.25,
5/8/2003,EFFR,1.27,,,,,,1.25,
5/9/2003,EFFR,1.24,,,,,,1.25,
5/12/2003,EFFR,1.25,,,,,,1.25,
5/13/2003,EFFR,1.23,,,,,,1.25,
5/14/2003,EFFR,1.3,,,,,,1.25,
5/15/2003,EFFR,1.36,,,,,,1.25,
5/16/2003,EFFR,1.26,,,,,,1.25,
5/19/2003,EFFR,1.26,,,,,,1.25,
5/20/2003,EFFR,1.23,,,,,,1.25,
5/21/2003,EFFR,1.23,,,,,,1.25,
5/22/2003,EFFR,1.25,,,,,,1.25,
5/23/2003,EFFR,1.21,,,,,,1.25,
5/27/2003,EFFR,1.32,,,,,,1.25,
5/28/2003,EFFR,1.29,,,,,,1.25,
5/29/2003,EFFR,1.29,,,,,,1.25,
5/30/2003,EFFR,1.28,,,,,,1.25,
6/2/2003,EFFR,1.27,,,,,,1.25,
6/3/2003,EFFR,1.21,,,,,,1.25,
6/4/2003,EFFR,1.22,,,,,,1.25,
6/5/2003,EFFR,1.26,,,,,,1.25,
6/6/2003,EFFR,1.24,,,,,,1.25,
6/9/2003,EFFR,1.25,,,,,,1.25,
6/10/2003,EFFR,1.22,,,,,,1.25,
6/11/2003,EFFR,1.25,,,,,,1.25,
6/12/2003,EFFR,1.25,,,,,,1.25,
6/13/2003,EFFR,1.24,,,,,,1.25,
6/16/2003,EFFR,1.33,,,,,,1.25,
6/17/2003,EFFR,1.24,,,,,,1.25,
6/18/2003,EFFR,1.22,,,,,,1.25,
6/19/2003,EFFR,1.22,,,,,,1.25,
6/20/2003,EFFR,1.23,,,,,,1.25,
6/23/2003,EFFR,1.21,,,,,,1.25,
6/24/2003,EFFR,1.15,,,,,,1.25,
6/25/2003,EFFR,1.18,,,,,,1,
6/26/2003,EFFR,1.1,,,,,,1,
6/27/2003,EFFR,1.08,,,,,,1,
6/30/2003,EFFR,1.45,,,,,,1,
7/1/2003,EFFR,1.11,,,,,,1,
7/2/2003,EFFR,1.01,,,,,,1,
7/3/2003,EFFR,0.96,,,,,,1,
7/7/2003,EFFR,1,,,,,,1,
7/8/2003,EFFR,0.93,,,,,,1,
7/9/2003,EFFR,0.96,,,,,,1,
7/10/2003,EFFR,1,,,,,,1,
7/11/2003,EFFR,0.98,,,,,,1,
7/14/2003,EFFR,1.07,,,,,,1,
7/15/2003,EFFR,1.13,,,,,,1,
7/16/2003,EFFR,1.01,,,,,,1,
7/17/2003,EFFR,1.02,,,,,,1,
7/18/2003,EFFR,0.99,,,,,,1,
7/20/2003,EFFR,1.02,,,,,,1,
7/21/2003,EFFR,1.02,,,,,,1,
7/22/2003,EFFR,1,,,,,,1,
7/23/2003,EFFR,1.05,,,,,,1,
7/24/2003,EFFR,1.04,,,,,,1,
7/25/2003,EFFR,1.03,,,,,,1,
7/28/2003,EFFR,1.05,,,,,,1,
7/29/2003,EFFR,1.04,,,,,,1,
7/30/2003,EFFR,1.03,,,,,,1,
7/31/2003,EFFR,1.04,,,,,,1,
8/1/2003,EFFR,1,,,,,,1,
8/4/2003,EFFR,1,,,,,,1,
8/5/2003,EFFR,0.86,,,,,,1,
8/6/2003,EFFR,0.88,,,,,,1,
8/7/2003,EFFR,0.95,,,,,,1,
8/8/2003,EFFR,0.96,,,,,,1,
8/11/2003,EFFR,1.02,,,,,,1,
8/12/2003,EFFR,0.99,,,,,,1,
8/13/2003,EFFR,1.01,,,,,,1,
8/14/2003,EFFR,1.22,,,,,,1,
8/15/2003,EFFR,1.39,,,,,,1,
8/18/2003,EFFR,1.03,,,,,,1,
8/19/2003,EFFR,0.93,,,,,,1,
8/20/2003,EFFR,0.89,,,,,,1,
8/21/2003,EFFR,1.01,,,,,,1,
8/22/2003,EFFR,0.99,,,,,,1,
8/25/2003,EFFR,1.04,,,,,,1,
8/26/2003,EFFR,1,,,,,,1,
8/27/2003,EFFR,0.98,,,,,,1,
8/28/2003,EFFR,1.04,,,,,,1,
8/29/2003,EFFR,1.01,,,,,,1,
9/2/2003,EFFR,1.06,,,,,,1,
9/3/2003,EFFR,0.96,,,,,,1,
9/4/2003,EFFR,0.98,,,,,,1,
9/5/2003,EFFR,0.96,,,,,,1,
9/8/2003,EFFR,0.99,,,,,,1,
9/9/2003,EFFR,0.95,,,,,,1,
9/10/2003,EFFR,0.95,,,,,,1,
9/11/2003,EFFR,1,,,,,,1,
9/12/2003,EFFR,1.02,,,,,,1,
9/15/2003,EFFR,1.11,,,,,,1,
9/16/2003,EFFR,0.97,,,,,,1,
9/17/2003,EFFR,0.97,,,,,,1,
9/18/2003,EFFR,1,,,,,,1,
9/19/2003,EFFR,0.99,,,,,,1,
9/22/2003,EFFR,1.02,,,,,,1,
9/23/2003,EFFR,1.01,,,,,,1,
9/24/2003,EFFR,1.03,,,,,,1,
9/25/2003,EFFR,1.08,,,,,,1,
9/26/2003,EFFR,1.03,,,,,,1,
9/29/2003,EFFR,1.04,,,,,,1,
9/30/2003,EFFR,1.17,,,,,,1,
10/1/2003,EFFR,1.11,,,,,,1,
10/2/2003,EFFR,1.02,,,,,,1,
10/3/2003,EFFR,0.99,,,,,,1,
10/6/2003,EFFR,0.99,,,,,,1,
10/7/2003,EFFR,0.98,,,,,,1,
10/8/2003,EFFR,0.99,,,,,,1,
10/9/2003,EFFR,1.02,,,,,,1,
10/10/2003,EFFR,1,,,,,,1,
10/14/2003,EFFR,1.08,,,,,,1,
10/15/2003,EFFR,1.09,,,,,,1,
10/16/2003,EFFR,1.04,,,,,,1,
10/17/2003,EFFR,0.98,,,,,,1,
10/20/2003,EFFR,1.02,,,,,,1,
10/21/2003,EFFR,0.99,,,,,,1,
10/22/2003,EFFR,0.99,,,,,,1,
10/23/2003,EFFR,1.02,,,,,,1,
10/24/2003,EFFR,1.01,,,,,,1,
10/27/2003,EFFR,1.03,,,,,,1,
10/28/2003,EFFR,0.98,,,,,,1,
10/29/2003,EFFR,0.97,,,,,,1,
10/30/2003,EFFR,1.02,,,,,,1,
10/31/2003,EFFR,1.03,,,,,,1,
11/3/2003,EFFR,1.02,,,,,,1,
11/4/2003,EFFR,0.98,,,,,,1,
11/5/2003,EFFR,0.98,,,,,,1,
11/6/2003,EFFR,1,,,,,,1,
11/7/2003,EFFR,0.98,,,,,,1,
11/10/2003,EFFR,0.99,,,,,,1,
11/12/2003,EFFR,1,,,,,,1,
11/13/2003,EFFR,0.99,,,,,,1,
11/14/2003,EFFR,0.98,,,,,,1,
11/17/2003,EFFR,1.04,,,,,,1,
11/18/2003,EFFR,0.98,,,,,,1,
11/19/2003,EFFR,0.98,,,,,,1,
11/20/2003,EFFR,1,,,,,,1,
11/21/2003,EFFR,0.98,,,,,,1,
11/24/2003,EFFR,0.98,,,,,,1,
11/25/2003,EFFR,1.02,,,,,,1,
11/26/2003,EFFR,1.01,,,,,,1,
11/28/2003,EFFR,1.01,,,,,,1,
12/1/2003,EFFR,1.03,,,,,,1,
12/2/2003,EFFR,0.97,,,,,,1,
12/3/2003,EFFR,0.98,,,,,,1,
12/4/2003,EFFR,0.99,,,,,,1,
12/5/2003,EFFR,0.98,,,,,,1,
12/8/2003,EFFR,0.99,,,,,,1,
12/9/2003,EFFR,0.97,,,,,,1,
12/10/2003,EFFR,0.99,,,,,,1,
12/11/2003,EFFR,0.99,,,,,,1,
12/12/2003,EFFR,0.99,,,,,,1,
12/15/2003,EFFR,1.04,,,,,,1,
12/16/2003,EFFR,0.99,,,,,,1,
12/17/2003,EFFR,0.99,,,,,,1,
12/18/2003,EFFR,1.01,,,,,,1,
12/19/2003,EFFR,0.98,,,,,,1,
12/22/2003,EFFR,1.02,,,,,,1,
12/23/2003,EFFR,1,,,,,,1,
12/24/2003,EFFR,0.97,,,,,,1,
12/26/2003,EFFR,0.97,,,,,,1,
12/29/2003,EFFR,0.98,,,,,,1,
12/30/2003,EFFR,0.93,,,,,,1,
12/31/2003,EFFR,0.94,,,,,,1,
1/2/2004,EFFR,1.01,,,,,,1,
1/5/2004,EFFR,0.97,,,,,,1,
1/6/2004,EFFR,0.92,,,,,,1,
1/7/2004,EFFR,0.94,,,,,,1,
1/8/2004,EFFR,0.99,,,,,,1,
1/9/2004,EFFR,0.99,,,,,,1,
1/12/2004,EFFR,1,,,,,,1,
1/13/2004,EFFR,0.99,,,,,,1,
1/14/2004,EFFR,1.01,,,,,,1,
1/15/2004,EFFR,1.04,,,,,,1,
1/16/2004,EFFR,0.98,,,,,,1,
1/20/2004,EFFR,1.02,,,,,,1,
1/21/2004,EFFR,1,,,,,,1,
1/22/2004,EFFR,1.02,,,,,,1,
1/23/2004,EFFR,1,,,,,,1,
1/26/2004,EFFR,1.08,,,,,,1,
1/27/2004,EFFR,1.02,,,,,,1,
1/28/2004,EFFR,0.99,,,,,,1,
1/29/2004,EFFR,1,,,,,,1,
1/30/2004,EFFR,1.03,,,,,,1,
2/2/2004,EFFR,1.01,,,,,,1,
2/3/2004,EFFR,0.97,,,,,,1,
2/4/2004,EFFR,1,,,,,,1,
2/5/2004,EFFR,1.01,,,,,,1,
2/6/2004,EFFR,0.99,,,,,,1,
2/9/2004,EFFR,1.01,,,,,,1,
2/10/2004,EFFR,1,,,,,,1,
2/11/2004,EFFR,1,,,,,,1,
2/12/2004,EFFR,1.02,,,,,,1,
2/13/2004,EFFR,1.01,,,,,,1,
2/17/2004,EFFR,1.02,,,,,,1,
2/18/2004,EFFR,1,,,,,,1,
2/19/2004,EFFR,1,,,,,,1,
2/20/2004,EFFR,0.99,,,,,,1,
2/23/2004,EFFR,1,,,,,,1,
2/24/2004,EFFR,0.99,,,,,,1,
2/25/2004,EFFR,1.02,,,,,,1,
2/26/2004,EFFR,1.03,,,,,,1,
2/27/2004,EFFR,1.04,,,,,,1,
3/1/2004,EFFR,1.04,,,,,,1,
3/2/2004,EFFR,1,,,,,,1,
3/3/2004,EFFR,1,,,,,,1,
3/4/2004,EFFR,0.99,,,,,,1,
3/5/2004,EFFR,1,,,,,,1,
3/8/2004,EFFR,1,,,,,,1,
3/9/2004,EFFR,0.99,,,,,,1,
3/10/2004,EFFR,1,,,,,,1,
3/11/2004,EFFR,1.01,,,,,,1,
3/12/2004,EFFR,0.99,,,,,,1,
3/15/2004,EFFR,1.05,,,,,,1,
3/16/2004,EFFR,0.99,,,,,,1,
3/17/2004,EFFR,1,,,,,,1,
3/18/2004,EFFR,1,,,,,,1,
3/19/2004,EFFR,0.99,,,,,,1,
3/22/2004,EFFR,1.01,,,,,,1,
3/23/2004,EFFR,0.99,,,,,,1,
3/24/2004,EFFR,0.99,,,,,,1,
3/25/2004,EFFR,1.02,,,,,,1,
3/26/2004,EFFR,1,,,,,,1,
3/29/2004,EFFR,1,,,,,,1,
3/30/2004,EFFR,0.98,,,,,,1,
3/31/2004,EFFR,1.05,,,,,,1,
4/1/2004,EFFR,1.03,,,,,,1,
4/2/2004,EFFR,1,,,,,,1,
4/5/2004,EFFR,1.01,,,,,,1,
4/6/2004,EFFR,1,,,,,,1,
4/7/2004,EFFR,1,,,,,,1,
4/8/2004,EFFR,1.02,,,,,,1,
4/9/2004,EFFR,1.01,,,,,,1,
4/12/2004,EFFR,1,,,,,,1,
4/13/2004,EFFR,1,,,,,,1,
4/14/2004,EFFR,1.01,,,,,,1,
4/15/2004,EFFR,1.03,,,,,,1,
4/16/2004,EFFR,0.99,,,,,,1,
4/19/2004,EFFR,1,,,,,,1,
4/20/2004,EFFR,0.99,,,,,,1,
4/21/2004,EFFR,0.99,,,,,,1,
4/22/2004,EFFR,1,,,,,,1,
4/23/2004,EFFR,0.99,,,,,,1,
4/26/2004,EFFR,1.01,,,,,,1,
4/27/2004,EFFR,0.99,,,,,,1,
4/28/2004,EFFR,1.01,,,,,,1,
4/29/2004,EFFR,1.03,,,,,,1,
4/30/2004,EFFR,1.03,,,,,,1,
5/3/2004,EFFR,1.03,,,,,,1,
5/4/2004,EFFR,1,,,,,,1,
5/5/2004,EFFR,0.99,,,,,,1,
5/6/2004,EFFR,1,,,,,,1,
5/7/2004,EFFR,0.99,,,,,,1,
5/10/2004,EFFR,1,,,,,,1,
5/11/2004,EFFR,0.96,,,,,,1,
5/12/2004,EFFR,0.98,,,,,,1,
5/13/2004,EFFR,1,,,,,,1,
5/14/2004,EFFR,1.02,,,,,,1,
5/17/2004,EFFR,1.05,,,,,,1,
5/18/2004,EFFR,1,,,,,,1,
5/19/2004,EFFR,1,,,,,,1,
5/20/2004,EFFR,1,,,,,,1,
5/21/2004,EFFR,0.99,,,,,,1,
5/24/2004,EFFR,1,,,,,,1,
5/25/2004,EFFR,1,,,,,,1,
5/26/2004,EFFR,0.99,,,,,,1,
5/27/2004,EFFR,1,,,,,,1,
5/28/2004,EFFR,1.02,,,,,,1,
6/1/2004,EFFR,1.02,,,,,,1,
6/2/2004,EFFR,0.98,,,,,,1,
6/3/2004,EFFR,0.99,,,,,,1,
6/4/2004,EFFR,0.99,,,,,,1,
6/7/2004,EFFR,0.99,,,,,,1,
6/8/2004,EFFR,0.97,,,,,,1,
6/9/2004,EFFR,0.99,,,,,,1,
6/10/2004,EFFR,1,,,,,,1,
6/11/2004,EFFR,1,,,,,,1,
6/14/2004,EFFR,1.02,,,,,,1,
6/15/2004,EFFR,1.03,,,,,,1,
6/16/2004,EFFR,1,,,,,,1,
6/17/2004,EFFR,1.01,,,,,,1,
6/18/2004,EFFR,1,,,,,,1,
6/21/2004,EFFR,1,,,,,,1,
6/22/2004,EFFR,1,,,,,,1,
6/23/2004,EFFR,1.02,,,,,,1,
6/24/2004,EFFR,1.03,,,,,,1,
6/25/2004,EFFR,1.05,,,,,,1,
6/28/2004,EFFR,1.09,,,,,,1,
6/29/2004,EFFR,1.13,,,,,,1,
6/30/2004,EFFR,1.38,,,,,,1.25,
7/1/2004,EFFR,1.4,,,,,,1.25,
7/2/2004,EFFR,1.25,,,,,,1.25,
7/6/2004,EFFR,1.3,,,,,,1.25,
7/7/2004,EFFR,1.26,,,,,,1.25,
7/8/2004,EFFR,1.26,,,,,,1.25,
7/9/2004,EFFR,1.24,,,,,,1.25,
7/12/2004,EFFR,1.26,,,,,,1.25,
7/13/2004,EFFR,1.24,,,,,,1.25,
7/14/2004,EFFR,1.24,,,,,,1.25,
7/15/2004,EFFR,1.3,,,,,,1.25,
7/16/2004,EFFR,1.24,,,,,,1.25,
7/19/2004,EFFR,1.25,,,,,,1.25,
7/20/2004,EFFR,1.25,,,,,,1.25,
7/21/2004,EFFR,1.25,,,,,,1.25,
7/22/2004,EFFR,1.26,,,,,,1.25,
7/23/2004,EFFR,1.25,,,,,,1.25,
7/26/2004,EFFR,1.27,,,,,,1.25,
7/27/2004,EFFR,1.27,,,,,,1.25,
7/28/2004,EFFR,1.29,,,,,,1.25,
7/29/2004,EFFR,1.3,,,,,,1.25,
7/30/2004,EFFR,1.29,,,,,,1.25,
8/2/2004,EFFR,1.28,,,,,,1.25,
8/3/2004,EFFR,1.24,,,,,,1.25,
8/4/2004,EFFR,1.22,,,,,,1.25,
8/5/2004,EFFR,1.3,,,,,,1.25,
8/6/2004,EFFR,1.32,,,,,,1.25,
8/9/2004,EFFR,1.35,,,,,,1.25,
8/10/2004,EFFR,1.43,,,,,,1.5,
8/11/2004,EFFR,1.5,,,,,,1.5,
8/12/2004,EFFR,1.51,,,,,,1.5,
8/13/2004,EFFR,1.48,,,,,,1.5,
8/16/2004,EFFR,1.43,,,,,,1.5,
8/17/2004,EFFR,1.2,,,,,,1.5,
8/18/2004,EFFR,1.39,,,,,,1.5,
8/19/2004,EFFR,1.5,,,,,,1.5,
8/20/2004,EFFR,1.5,,,,,,1.5,
8/23/2004,EFFR,1.51,,,,,,1.5,
8/24/2004,EFFR,1.51,,,,,,1.5,
8/25/2004,EFFR,1.55,,,,,,1.5,
8/26/2004,EFFR,1.55,,,,,,1.5,
8/27/2004,EFFR,1.52,,,,,,1.5,
8/30/2004,EFFR,1.54,,,,,,1.5,
8/31/2004,EFFR,1.55,,,,,,1.5,
9/1/2004,EFFR,1.53,,,,,,1.5,
9/2/2004,EFFR,1.51,,,,,,1.5,
9/3/2004,EFFR,1.48,,,,,,1.5,
9/7/2004,EFFR,1.54,,,,,,1.5,
9/8/2004,EFFR,1.51,,,,,,1.5,
9/9/2004,EFFR,1.49,,,,,,1.5,
9/10/2004,EFFR,1.48,,,,,,1.5,
9/13/2004,EFFR,1.51,,,,,,1.5,
9/14/2004,EFFR,1.4,,,,,,1.5,
9/15/2004,EFFR,1.57,,,,,,1.5,
9/16/2004,EFFR,1.61,,,,,,1.5,
9/17/2004,EFFR,1.58,,,,,,1.5,
9/20/2004,EFFR,1.64,,,,,,1.5,
9/21/2004,EFFR,1.7,,,,,,1.75,
9/22/2004,EFFR,1.78,,,,,,1.75,
9/23/2004,EFFR,1.8,,,,,,1.75,
9/24/2004,EFFR,1.76,,,,,,1.75,
9/27/2004,EFFR,1.76,,,,,,1.75,
9/28/2004,EFFR,1.72,,,,,,1.75,
9/29/2004,EFFR,1.76,,,,,,1.75,
9/30/2004,EFFR,1.94,,,,,,1.75,
10/1/2004,EFFR,1.86,,,,,,1.75,
10/4/2004,EFFR,1.77,,,,,,1.75,
10/5/2004,EFFR,1.73,,,,,,1.75,
10/6/2004,EFFR,1.74,,,,,,1.75,
10/7/2004,EFFR,1.76,,,,,,1.75,
10/8/2004,EFFR,1.71,,,,,,1.75,
10/12/2004,EFFR,1.78,,,,,,1.75,
10/13/2004,EFFR,1.73,,,,,,1.75,
10/14/2004,EFFR,1.77,,,,,,1.75,
10/15/2004,EFFR,1.79,,,,,,1.75,
10/18/2004,EFFR,1.73,,,,,,1.75,
10/19/2004,EFFR,1.72,,,,,,1.75,
10/20/2004,EFFR,1.74,,,,,,1.75,
10/21/2004,EFFR,1.76,,,,,,1.75,
10/22/2004,EFFR,1.72,,,,,,1.75,
10/25/2004,EFFR,1.76,,,,,,1.75,
10/26/2004,EFFR,1.72,,,,,,1.75,
10/27/2004,EFFR,1.77,,,,,,1.75,
10/28/2004,EFFR,1.79,,,,,,1.75,
10/29/2004,EFFR,1.79,,,,,,1.75,
11/1/2004,EFFR,1.83,,,,,,1.75,
11/2/2004,EFFR,1.74,,,,,,1.75,
11/3/2004,EFFR,1.73,,,,,,1.75,
11/4/2004,EFFR,1.77,,,,,,1.75,
11/5/2004,EFFR,1.76,,,,,,1.75,
11/8/2004,EFFR,1.8,,,,,,1.75,
11/9/2004,EFFR,1.79,,,,,,1.75,
11/10/2004,EFFR,1.92,,,,,,2,
11/12/2004,EFFR,2.02,,,,,,2,
11/15/2004,EFFR,2.06,,,,,,2,
11/16/2004,EFFR,1.98,,,,,,2,
11/17/2004,EFFR,1.99,,,,,,2,
11/18/2004,EFFR,1.99,,,,,,2,
