Date,weekday,DFEDTARL,DFEDTARU,IORR,sdate,Dater,SOFR,EFFR,RRPONTSYAWARD,,,,,,,,
1/25/2019,Friday,25,50,50,1/25/2019,3/6/2019,2.38,2.4,2.25,,,,,,,,
1/28/2019,Monday,25,50,50,1/28/2019,3/7/2019,2.38,2.4,2.25,,,,,,,,
1/29/2019,Tuesday,25,50,50,1/29/2019,3/8/2019,2.39,2.4,2.25,,,,,,,,
1/30/2019,Wednesday,25,50,50,1/30/2019,3/11/2019,2.38,2.4,2.25,,,,,,,,
1/31/2019,Thursday,25,50,50,1/31/2019,3/12/2019,2.39,2.4,2.25,,,,,,,,
2/1/2019,Friday,25,50,50,2/1/2019,3/13/2019,2.4,2.4,2.25,,,,,,,,
2/4/2019,Monday,25,50,50,2/4/2019,3/14/2019,2.42,2.4,2.25,,,,,,,,
2/5/2019,Tuesday,25,50,50,2/5/2019,3/15/2019,2.46,2.4,2.25,,,,,,,,
2/6/2019,Wednesday,25,50,50,2/6/2019,3/18/2019,2.41,2.4,2.25,,,,,,,,
2/7/2019,Thursday,25,50,50,2/7/2019,3/19/2019,2.42,2.4,2.25,,,,,,,,
2/8/2019,Friday,25,50,50,2/8/2019,3/20/2019,2.47,2.41,2.25,,,,,,,,
2/11/2019,Monday,25,50,50,2/11/2019,3/21/2019,2.44,2.41,2.25,,,,,,,,
2/12/2019,Tuesday,25,50,50,2/12/2019,3/22/2019,2.4,2.41,2.25,,,,,,,,
2/13/2019,Wednesday,25,50,50,2/13/2019,3/25/2019,2.4,2.4,2.25,,,,,,,,
2/14/2019,Thursday,25,50,50,2/14/2019,3/26/2019,2.4,2.4,2.25,,,,,,,,
2/15/2019,Friday,25,50,50,2/15/2019,3/27/2019,2.4,2.41,2.25,,,,,,,,
2/18/2019,Monday,25,50,50,2/18/2019,3/28/2019,2.43,2.41,2.25,,,,,,,,
2/19/2019,Tuesday,25,50,50,2/19/2019,3/29/2019,2.65,2.43,2.25,,,,,,,,
2/20/2019,Wednesday,25,50,50,2/20/2019,4/1/2019,2.46,2.41,2.25,,,,,,,,
2/21/2019,Thursday,25,50,50,2/21/2019,4/2/2019,2.46,2.41,2.25,,,,,,,,
2/22/2019,Friday,25,50,50,2/22/2019,4/3/2019,2.47,2.41,2.25,,,,,,,,
2/25/2019,Monday,25,50,50,2/25/2019,4/4/2019,2.46,2.41,2.25,,,,,,,,
2/26/2019,Tuesday,25,50,50,2/26/2019,4/5/2019,2.46,2.41,2.25,,,,,,,,
2/27/2019,Wednesday,25,50,50,2/27/2019,4/8/2019,2.46,2.41,2.25,,,,,,,,
2/28/2019,Thursday,25,50,50,2/28/2019,4/9/2019,2.45,2.41,2.25,,,,,,,,
3/1/2019,Friday,25,50,50,3/1/2019,4/10/2019,2.45,2.41,2.25,,,,,,,,
3/4/2019,Monday,25,50,50,3/4/2019,4/11/2019,2.44,2.41,2.25,,,,,,,,
3/5/2019,Tuesday,25,50,50,3/5/2019,4/12/2019,2.44,2.41,2.25,,,,,,,,
3/6/2019,Wednesday,25,50,50,3/6/2019,4/15/2019,2.47,2.41,2.25,,,,,,,,
3/7/2019,Thursday,25,50,50,3/7/2019,4/16/2019,2.47,2.41,2.25,,,,,,,,
3/8/2019,Friday,25,50,50,3/8/2019,4/17/2019,2.5,2.42,2.25,,,,,,,,
3/11/2019,Monday,25,50,50,3/11/2019,4/18/2019,2.5,2.43,#N/A,,,,,,,,
3/12/2019,Tuesday,25,50,50,3/12/2019,4/19/2019,NA,2.44,#N/A,,,,,,,,
3/13/2019,Wednesday,25,50,50,3/13/2019,4/22/2019,2.46,2.44,2.25,,,,,,,,
3/14/2019,Thursday,25,50,50,3/14/2019,4/23/2019,2.46,2.44,2.25,,,,,,,,
3/15/2019,Friday,25,50,50,3/15/2019,4/24/2019,2.44,2.44,2.25,,,,,,,,
3/18/2019,Monday,25,50,50,3/18/2019,4/25/2019,2.45,2.44,2.25,,,,,,,,
3/19/2019,Tuesday,25,50,50,3/19/2019,4/26/2019,2.46,2.44,2.25,,,,,,,,
3/20/2019,Wednesday,25,50,50,3/20/2019,4/29/2019,2.48,2.45,2.25,,,,,,,,
3/21/2019,Thursday,25,50,50,3/21/2019,4/30/2019,2.76,2.45,2.25,,,,,,,,
3/22/2019,Friday,25,50,50,3/22/2019,5/1/2019,2.54,2.45,2.25,,,,,,,,
3/25/2019,Monday,25,50,50,3/25/2019,5/2/2019,2.5,2.41,2.25,,,,,,,,
3/26/2019,Tuesday,25,50,50,3/26/2019,5/3/2019,2.43,2.4,2.25,,,,,,,,
3/27/2019,Wednesday,25,50,50,3/27/2019,5/6/2019,2.42,2.4,2.25,,,,,,,,
3/28/2019,Thursday,25,50,50,3/28/2019,5/7/2019,2.44,2.4,2.25,,,,,,,,
3/29/2019,Friday,25,50,50,3/29/2019,5/8/2019,2.43,2.39,2.25,,,,,,,,
4/1/2019,Monday,25,50,50,4/1/2019,5/9/2019,2.41,2.38,2.25,,,,,,,,
4/2/2019,Tuesday,25,50,50,4/2/2019,5/10/2019,2.4,2.38,2.25,,,,,,,,
4/3/2019,Wednesday,25,50,50,4/3/2019,5/13/2019,2.38,2.38,2.25,,,,,,,,
4/4/2019,Thursday,25,50,50,4/4/2019,5/14/2019,2.39,2.38,2.25,,,,,,,,
4/5/2019,Friday,25,50,50,4/5/2019,5/15/2019,2.48,2.4,2.25,,,,,,,,
4/8/2019,Monday,25,50,50,4/8/2019,5/16/2019,2.43,2.39,2.25,,,,,,,,
4/9/2019,Tuesday,25,50,50,4/9/2019,5/17/2019,2.42,2.39,2.25,,,,,,,,
4/10/2019,Wednesday,25,50,50,4/10/2019,5/20/2019,2.39,2.39,2.25,,,,,,,,
4/11/2019,Thursday,25,50,50,4/11/2019,5/21/2019,2.38,2.39,2.25,,,,,,,,
4/12/2019,Friday,25,50,50,4/12/2019,5/22/2019,2.37,2.38,2.25,,,,,,,,
4/15/2019,Monday,25,50,50,4/15/2019,5/23/2019,2.37,2.38,2.25,,,,,,,,
4/16/2019,Tuesday,25,50,50,4/16/2019,5/24/2019,2.37,2.38,2.25,,,,,,,,
4/17/2019,Wednesday,25,50,50,4/17/2019,5/28/2019,2.41,2.39,2.25,,,,,,,,
4/18/2019,Thursday,25,50,50,4/18/2019,5/29/2019,2.4,2.39,2.25,,,,,,,,
4/19/2019,Friday,25,50,50,4/19/2019,5/30/2019,2.4,2.39,2.25,,,,,,,,
4/22/2019,Monday,25,50,50,4/22/2019,5/31/2019,2.49,2.4,2.25,,,,,,,,
4/23/2019,Tuesday,25,50,50,4/23/2019,6/3/2019,2.4,2.38,2.25,,,,,,,,
4/24/2019,Wednesday,25,50,50,4/24/2019,6/4/2019,2.39,2.38,2.25,,,,,,,,
4/25/2019,Thursday,25,50,50,4/25/2019,6/5/2019,2.4,2.38,2.25,,,,,,,,
4/26/2019,Friday,25,50,50,4/26/2019,6/6/2019,2.4,2.37,2.25,,,,,,,,
4/29/2019,Monday,25,50,50,4/29/2019,6/7/2019,2.39,2.37,2.25,,,,,,,,
4/30/2019,Tuesday,25,50,50,4/30/2019,6/10/2019,2.39,2.37,2.25,,,,,,,,
5/1/2019,Wednesday,25,50,50,5/1/2019,6/11/2019,2.38,2.37,2.25,,,,,,,,
5/2/2019,Thursday,25,50,50,5/2/2019,6/12/2019,2.37,2.37,2.25,,,,,,,,
5/3/2019,Friday,25,50,50,5/3/2019,6/13/2019,2.35,2.37,2.25,,,,,,,,
5/6/2019,Monday,25,50,50,5/6/2019,6/14/2019,2.35,2.36,2.25,,,,,,,,
5/7/2019,Tuesday,25,50,50,5/7/2019,6/17/2019,2.41,2.38,2.25,,,,,,,,
5/8/2019,Wednesday,25,50,50,5/8/2019,6/18/2019,2.39,2.37,2.25,,,,,,,,
5/9/2019,Thursday,25,50,50,5/9/2019,6/19/2019,2.36,2.37,2.25,,,,,,,,
5/10/2019,Friday,25,50,50,5/10/2019,6/20/2019,2.36,2.37,2.25,,,,,,,,
5/13/2019,Monday,25,50,50,5/13/2019,6/21/2019,2.37,2.38,2.25,,,,,,,,
5/14/2019,Tuesday,25,50,50,5/14/2019,6/24/2019,2.39,2.38,2.25,,,,,,,,
5/15/2019,Wednesday,25,50,50,5/15/2019,6/25/2019,2.41,2.38,2.25,,,,,,,,
5/16/2019,Thursday,25,50,50,5/16/2019,6/26/2019,2.43,2.38,2.25,,,,,,,,
5/17/2019,Friday,25,50,50,5/17/2019,6/27/2019,2.42,2.38,2.25,,,,,,,,
5/20/2019,Monday,25,50,50,5/20/2019,6/28/2019,2.5,2.4,2.25,,,,,,,,
5/21/2019,Tuesday,25,50,50,5/21/2019,7/1/2019,2.42,2.39,2.25,,,,,,,,
5/22/2019,Wednesday,25,50,50,5/22/2019,7/2/2019,2.51,2.4,2.25,,,,,,,,
5/23/2019,Thursday,25,50,50,5/23/2019,7/3/2019,2.56,2.41,2.25,,,,,,,,
5/24/2019,Friday,25,50,50,5/24/2019,7/5/2019,2.59,2.42,2.25,,,,,,,,
5/27/2019,Monday,25,50,50,5/27/2019,7/8/2019,2.48,2.41,2.25,,,,,,,,
5/28/2019,Tuesday,25,50,50,5/28/2019,7/9/2019,2.45,2.41,2.25,,,,,,,,
5/29/2019,Wednesday,25,50,50,5/29/2019,7/10/2019,2.46,2.41,2.25,,,,,,,,
5/30/2019,Thursday,25,50,50,5/30/2019,7/11/2019,2.41,2.4,2.25,,,,,,,,
5/31/2019,Friday,25,50,50,5/31/2019,7/12/2019,2.36,2.38,2.25,,,,,,,,
6/3/2019,Monday,25,50,50,6/3/2019,7/15/2019,2.46,2.4,2.25,,,,,,,,
6/4/2019,Tuesday,25,50,50,6/4/2019,7/16/2019,2.47,2.41,2.25,,,,,,,,
6/5/2019,Wednesday,25,50,50,6/5/2019,7/17/2019,2.47,2.41,2.25,,,,,,,,
6/6/2019,Thursday,25,50,50,6/6/2019,7/18/2019,2.46,2.41,2.25,,,,,,,,
6/7/2019,Friday,25,50,50,6/7/2019,7/19/2019,2.41,2.41,2.25,,,,,,,,
6/10/2019,Monday,25,50,50,6/10/2019,7/22/2019,2.4,2.4,2.25,,,,,,,,
6/11/2019,Tuesday,25,50,50,6/11/2019,7/23/2019,2.4,2.4,2.25,,,,,,,,
6/12/2019,Wednesday,25,50,50,6/12/2019,7/24/2019,2.41,2.4,2.25,,,,,,,,
6/13/2019,Thursday,25,50,50,6/13/2019,7/25/2019,2.42,2.4,2.25,,,,,,,,
6/14/2019,Friday,25,50,50,6/14/2019,7/26/2019,2.41,2.4,2.25,,,,,,,,
6/17/2019,Monday,25,50,50,6/17/2019,7/29/2019,2.4,2.4,2.25,,,,,,,,
6/18/2019,Tuesday,25,50,50,6/18/2019,7/30/2019,2.39,2.39,2.25,,,,,,,,
6/19/2019,Wednesday,25,50,50,6/19/2019,7/31/2019,2.55,2.4,2.25,,,,,,,,
6/20/2019,Thursday,25,50,50,6/20/2019,8/1/2019,2.19,2.14,2,,,,,,,,
6/21/2019,Friday,25,50,50,6/21/2019,8/2/2019,2.19,2.14,2,,,,,,,,
6/24/2019,Monday,25,50,50,6/24/2019,8/5/2019,2.13,2.13,2,,,,,,,,
6/25/2019,Tuesday,25,50,50,6/25/2019,8/6/2019,2.11,2.13,2,,,,,,,,
6/26/2019,Wednesday,25,50,50,6/26/2019,8/7/2019,2.1,2.12,2,,,,,,,,
6/27/2019,Thursday,25,50,50,6/27/2019,8/8/2019,2.09,2.12,2,,,,,,,,
6/28/2019,Friday,25,50,50,6/28/2019,8/9/2019,2.11,2.12,2,,,,,,,,
7/1/2019,Monday,25,50,50,7/1/2019,8/12/2019,2.12,2.12,2,,,,,,,,
7/2/2019,Tuesday,25,50,50,7/2/2019,8/13/2019,2.16,2.12,2,,,,,,,,
7/3/2019,Wednesday,25,50,50,7/3/2019,8/14/2019,2.13,2.12,2,,,,,,,,
7/4/2019,Thursday,25,50,50,7/4/2019,8/15/2019,2.18,2.13,2,,,,,,,,
7/5/2019,Friday,25,50,50,7/5/2019,8/16/2019,2.13,2.13,2,,,,,,,,
7/8/2019,Monday,25,50,50,7/8/2019,8/19/2019,2.11,2.13,2,,,,,,,,
7/9/2019,Tuesday,25,50,50,7/9/2019,8/20/2019,2.13,2.13,2,,,,,,,,
7/10/2019,Wednesday,25,50,50,7/10/2019,8/21/2019,2.1,2.12,2,,,,,,,,
7/11/2019,Thursday,25,50,50,7/11/2019,8/22/2019,2.09,2.12,2,,,,,,,,
7/12/2019,Friday,25,50,50,7/12/2019,8/23/2019,2.1,2.12,2,,,,,,,,
7/15/2019,Monday,25,50,50,7/15/2019,8/26/2019,2.1,2.12,2,,,,,,,,
7/16/2019,Tuesday,25,50,50,7/16/2019,8/27/2019,2.15,2.12,2,,,,,,,,
7/17/2019,Wednesday,25,50,50,7/17/2019,8/28/2019,2.12,2.12,2,,,,,,,,
7/18/2019,Thursday,25,50,50,7/18/2019,8/29/2019,2.12,2.12,2,,,,,,,,
7/19/2019,Friday,25,50,50,7/19/2019,8/30/2019,2.16,2.13,2,,,,,,,,
7/22/2019,Monday,25,50,50,7/22/2019,9/3/2019,2.17,2.13,2,,,,,,,,
7/23/2019,Tuesday,25,50,50,7/23/2019,9/4/2019,2.21,2.13,2,,,,,,,,
7/24/2019,Wednesday,25,50,50,7/24/2019,9/5/2019,2.21,2.13,2,,,,,,,,
7/25/2019,Thursday,25,50,50,7/25/2019,9/6/2019,2.15,2.12,2,,,,,,,,
7/26/2019,Friday,25,50,50,7/26/2019,9/9/2019,2.12,2.13,2,,,,,,,,
7/29/2019,Monday,25,50,50,7/29/2019,9/10/2019,2.14,2.13,2,,,,,,,,
7/30/2019,Tuesday,25,50,50,7/30/2019,9/11/2019,2.15,2.13,2,,,,,,,,
7/31/2019,Wednesday,25,50,50,7/31/2019,9/12/2019,2.2,2.13,2,,,,,,,,
8/1/2019,Thursday,25,50,50,8/1/2019,9/13/2019,2.2,2.14,2,,,,,,,,
8/2/2019,Friday,25,50,50,8/2/2019,9/16/2019,2.43,2.25,2,,,,,,,,
8/5/2019,Monday,25,50,50,8/5/2019,9/17/2019,5.25,2.3,2,,,,,,,,
8/6/2019,Tuesday,25,50,50,8/6/2019,9/18/2019,2.55,2.25,2,,,,,,,,
8/7/2019,Wednesday,25,50,50,8/7/2019,9/19/2019,1.95,1.9,1.7,,,,,,,,
8/8/2019,Thursday,25,50,50,8/8/2019,9/20/2019,1.86,1.9,1.7,,,,,,,,
8/9/2019,Friday,25,50,50,8/9/2019,9/23/2019,1.85,1.9,1.7,,,,,,,,
8/12/2019,Monday,25,50,50,8/12/2019,9/24/2019,1.96,1.9,1.7,,,,,,,,
8/13/2019,Tuesday,25,50,50,8/13/2019,9/25/2019,2.01,1.9,1.7,,,,,,,,
8/14/2019,Wednesday,25,50,50,8/14/2019,9/26/2019,1.85,1.85,1.7,,,,,,,,
8/15/2019,Thursday,25,50,50,8/15/2019,9/27/2019,1.82,1.83,1.7,,,,,,,,
8/16/2019,Friday,25,50,50,8/16/2019,9/30/2019,2.35,1.9,1.7,,,,,,,,
8/19/2019,Monday,25,50,50,8/19/2019,10/1/2019,1.88,1.88,1.7,,,,,,,,
8/20/2019,Tuesday,25,50,50,8/20/2019,10/2/2019,1.85,1.85,1.7,,,,,,,,
8/21/2019,Wednesday,25,50,50,8/21/2019,10/3/2019,1.84,1.83,1.7,,,,,,,,
8/22/2019,Thursday,25,50,50,8/22/2019,10/4/2019,1.82,1.82,1.7,,,,,,,,
8/23/2019,Friday,25,50,50,8/23/2019,10/7/2019,1.83,1.82,1.7,,,,,,,,
8/26/2019,Monday,25,50,50,8/26/2019,10/8/2019,1.85,1.82,1.7,,,,,,,,
8/27/2019,Tuesday,25,50,50,8/27/2019,10/9/2019,1.85,1.82,1.7,,,,,,,,
8/28/2019,Wednesday,25,50,50,8/28/2019,10/10/2019,1.85,1.82,1.7,,,,,,,,
8/29/2019,Thursday,25,50,50,8/29/2019,10/11/2019,1.85,1.82,1.7,,,,,,,,
8/30/2019,Friday,25,50,50,8/30/2019,10/15/2019,2,1.9,1.7,,,,,,,,
9/2/2019,Monday,25,50,50,9/2/2019,10/16/2019,2.05,1.9,1.7,,,,,,,,
9/3/2019,Tuesday,25,50,50,9/3/2019,10/17/2019,1.95,1.85,1.7,,,,,,,,
9/4/2019,Wednesday,25,50,50,9/4/2019,10/18/2019,1.88,1.85,1.7,,,,,,,,
9/5/2019,Thursday,25,50,50,9/5/2019,10/21/2019,1.86,1.85,1.7,,,,,,,,
9/6/2019,Friday,25,50,50,9/6/2019,10/22/2019,1.87,1.85,1.7,,,,,,,,
9/9/2019,Monday,25,50,50,9/9/2019,10/23/2019,1.87,1.85,1.7,,,,,,,,
9/10/2019,Tuesday,25,50,50,9/10/2019,10/24/2019,1.86,1.85,1.7,,,,,,,,
9/11/2019,Wednesday,25,50,50,9/11/2019,10/25/2019,1.84,1.83,1.7,,,,,,,,
9/12/2019,Thursday,25,50,50,9/12/2019,10/28/2019,1.82,1.83,1.7,,,,,,,,
9/13/2019,Friday,25,50,50,9/13/2019,10/29/2019,1.81,1.82,1.7,,,,,,,,
9/16/2019,Monday,25,50,50,9/16/2019,10/30/2019,1.82,1.82,1.7,,,,,,,,
9/17/2019,Tuesday,25,50,50,9/17/2019,10/31/2019,1.76,1.58,1.45,,,,,,,,
9/18/2019,Wednesday,25,50,50,9/18/2019,11/1/2019,1.58,1.57,1.45,,,,,,,,
9/19/2019,Thursday,25,50,50,9/19/2019,11/4/2019,1.56,1.56,1.45,,,,,,,,
9/20/2019,Friday,25,50,50,9/20/2019,11/5/2019,1.58,1.56,1.45,,,,,,,,
9/23/2019,Monday,25,50,50,9/23/2019,11/6/2019,1.57,1.55,1.45,,,,,,,,
9/24/2019,Tuesday,25,50,50,9/24/2019,11/7/2019,1.56,1.55,1.45,,,,,,,,
9/25/2019,Wednesday,25,50,50,9/25/2019,11/8/2019,1.56,1.55,1.45,,,,,,,,
9/26/2019,Thursday,25,50,50,9/26/2019,11/12/2019,1.57,1.55,1.45,,,,,,,,
9/27/2019,Friday,25,50,50,9/27/2019,11/13/2019,1.57,1.55,1.45,,,,,,,,
9/30/2019,Monday,25,50,50,9/30/2019,11/14/2019,1.58,1.55,1.45,,,,,,,,
10/1/2019,Tuesday,25,50,50,10/1/2019,11/15/2019,1.59,1.55,1.45,,,,,,,,
10/2/2019,Wednesday,25,50,50,10/2/2019,11/18/2019,1.56,1.55,1.45,,,,,,,,
10/3/2019,Thursday,25,50,50,10/3/2019,11/19/2019,1.57,1.55,1.45,,,,,,,,
10/4/2019,Friday,25,50,50,10/4/2019,11/20/2019,1.57,1.55,1.45,,,,,,,,
10/7/2019,Monday,25,50,50,10/7/2019,11/21/2019,1.58,1.55,1.45,,,,,,,,
10/8/2019,Tuesday,25,50,50,10/8/2019,11/22/2019,1.58,1.55,1.45,,,,,,,,
10/9/2019,Wednesday,25,50,50,10/9/2019,11/25/2019,1.56,1.55,#N/A,,,,,,,,
10/10/2019,Thursday,25,50,50,10/10/2019,11/26/2019,1.54,1.55,1.45,,,,,,,,
10/11/2019,Friday,25,50,50,10/11/2019,11/27/2019,1.55,1.55,1.45,,,,,,,,
10/14/2019,Monday,25,50,50,10/14/2019,11/29/2019,1.65,1.56,1.45,,,,,,,,
10/15/2019,Tuesday,25,50,50,10/15/2019,12/2/2019,1.63,1.56,1.45,,,,,,,,
10/16/2019,Wednesday,25,50,50,10/16/2019,12/3/2019,1.55,1.55,1.45,,,,,,,,
10/17/2019,Thursday,25,50,50,10/17/2019,12/4/2019,1.54,1.55,#N/A,,,,,,,,
10/18/2019,Friday,25,50,50,10/18/2019,12/5/2019,1.55,1.55,1.45,,,,,,,,
10/21/2019,Monday,25,50,50,10/21/2019,12/6/2019,1.55,1.55,1.45,,,,,,,,
10/22/2019,Tuesday,25,50,50,10/22/2019,12/9/2019,1.56,1.55,1.45,,,,,,,,
10/23/2019,Wednesday,25,50,50,10/23/2019,12/10/2019,1.55,1.55,1.45,,,,,,,,
10/24/2019,Thursday,25,50,50,10/24/2019,12/11/2019,1.54,1.55,1.45,,,,,,,,
10/25/2019,Friday,25,50,50,10/25/2019,12/12/2019,1.53,1.55,1.45,,,,,,,,
10/28/2019,Monday,25,50,50,10/28/2019,12/13/2019,1.54,1.55,#N/A,,,,,,,,
10/29/2019,Tuesday,25,50,50,10/29/2019,12/16/2019,1.62,1.56,1.45,,,,,,,,
10/30/2019,Wednesday,25,50,50,10/30/2019,12/17/2019,1.54,1.55,1.45,,,,,,,,
10/31/2019,Thursday,25,50,50,10/31/2019,12/18/2019,1.53,1.55,1.45,,,,,,,,
11/1/2019,Friday,25,50,50,11/1/2019,12/19/2019,1.53,1.55,1.45,,,,,,,,
11/4/2019,Monday,25,50,50,11/4/2019,12/20/2019,1.53,1.55,1.45,,,,,,,,
11/5/2019,Tuesday,25,50,50,11/5/2019,12/23/2019,1.52,1.55,1.45,,,,,,,,
11/6/2019,Wednesday,25,50,50,11/6/2019,12/24/2019,1.52,1.55,1.45,,,,,,,,
11/7/2019,Thursday,25,50,50,11/7/2019,12/26/2019,1.52,1.55,1.45,,,,,,,,
11/8/2019,Friday,25,50,50,11/8/2019,12/27/2019,1.53,1.55,1.45,,,,,,,,
11/11/2019,Monday,25,50,50,11/11/2019,12/30/2019,1.54,1.55,1.45,,,,,,,,
11/12/2019,Tuesday,25,50,50,11/12/2019,12/31/2019,1.55,1.55,1.45,,,,,,,,
11/13/2019,Wednesday,25,50,50,11/13/2019,1/2/2020,1.54,1.55,1.45,,,,,,,,
11/14/2019,Thursday,25,50,50,11/14/2019,1/3/2020,1.55,1.55,1.45,,,,,,,,
11/15/2019,Friday,25,50,50,11/15/2019,1/6/2020,1.55,1.55,1.45,,,,,,,,
11/18/2019,Monday,25,50,50,11/18/2019,1/7/2020,1.56,1.55,1.45,,,,,,,,
11/19/2019,Tuesday,25,50,50,11/19/2019,1/8/2020,1.55,1.55,1.45,,,,,,,,
11/20/2019,Wednesday,25,50,50,11/20/2019,1/9/2020,1.55,1.55,1.45,,,,,,,,
11/21/2019,Thursday,25,50,50,11/21/2019,1/10/2020,1.55,1.54,1.45,,,,,,,,
11/22/2019,Friday,25,50,50,11/22/2019,1/13/2020,1.54,1.54,1.45,,,,,,,,
11/25/2019,Monday,25,50,50,11/25/2019,1/14/2020,1.55,1.54,1.45,,,,,,,,
11/26/2019,Tuesday,25,50,50,11/26/2019,1/15/2020,1.56,1.54,1.45,,,,,,,,
11/27/2019,Wednesday,25,50,50,11/27/2019,1/16/2020,1.55,1.54,1.45,,,,,,,,
11/28/2019,Thursday,25,50,50,11/28/2019,1/17/2020,1.54,1.55,1.45,,,,,,,,
11/29/2019,Friday,25,50,50,11/29/2019,1/21/2020,1.54,1.55,1.45,,,,,,,,
12/2/2019,Monday,25,50,50,12/2/2019,1/22/2020,1.54,1.55,1.45,,,,,,,,
12/3/2019,Tuesday,25,50,50,12/3/2019,1/23/2020,1.54,1.55,1.45,,,,,,,,
12/4/2019,Wednesday,25,50,50,12/4/2019,1/24/2020,1.53,1.55,#N/A,,,,,,,,
12/5/2019,Thursday,25,50,50,12/5/2019,1/27/2020,1.53,1.55,1.45,,,,,,,,
12/6/2019,Friday,25,50,50,12/6/2019,1/28/2020,1.53,1.55,1.45,,,,,,,,
12/9/2019,Monday,25,50,50,12/9/2019,1/29/2020,1.53,1.55,1.45,,,,,,,,
12/10/2019,Tuesday,25,50,50,12/10/2019,1/30/2020,1.58,1.6,1.5,,,,,,,,
12/11/2019,Wednesday,25,50,50,12/11/2019,1/31/2020,1.6,1.59,1.5,,,,,,,,
12/12/2019,Thursday,25,50,50,12/12/2019,2/3/2020,1.59,1.59,1.5,,,,,,,,
12/13/2019,Friday,25,50,50,12/13/2019,2/4/2020,1.6,1.59,1.5,,,,,,,,
12/16/2019,Monday,25,50,50,12/16/2019,2/5/2020,1.59,1.59,1.5,,,,,,,,
12/17/2019,Tuesday,25,50,50,12/17/2019,2/6/2020,1.59,1.59,1.5,,,,,,,,
12/18/2019,Wednesday,25,50,50,12/18/2019,2/7/2020,1.58,1.58,1.5,,,,,,,,
12/19/2019,Thursday,25,50,50,12/19/2019,2/10/2020,1.58,1.58,1.5,,,,,,,,
12/20/2019,Friday,25,50,50,12/20/2019,2/11/2020,1.58,1.58,1.5,,,,,,,,
12/23/2019,Monday,25,50,50,12/23/2019,2/12/2020,1.57,1.58,1.5,,,,,,,,
12/24/2019,Tuesday,25,50,50,12/24/2019,2/13/2020,1.57,1.58,1.5,,,,,,,,
12/25/2019,Wednesday,25,50,50,12/25/2019,2/14/2020,1.58,1.58,#N/A,,,,,,,,
12/26/2019,Thursday,25,50,50,12/26/2019,2/18/2020,1.6,1.59,1.5,,,,,,,,
12/27/2019,Friday,25,50,50,12/27/2019,2/19/2020,1.59,1.59,1.5,,,,,,,,
12/30/2019,Monday,25,50,50,12/30/2019,2/20/2020,1.6,1.59,1.5,,,,,,,,
12/31/2019,Tuesday,25,50,50,12/31/2019,2/21/2020,1.58,1.58,1.5,,,,,,,,
1/1/2020,Wednesday,25,50,50,1/1/2020,2/24/2020,1.58,1.58,1.5,,,,,,,,
1/2/2020,Thursday,25,50,50,1/2/2020,2/25/2020,1.59,1.58,1.5,,,,,,,,
1/3/2020,Friday,25,50,50,1/3/2020,2/26/2020,1.58,1.58,1.5,,,,,,,,
1/6/2020,Monday,25,50,50,1/6/2020,2/27/2020,1.58,1.58,1.5,,,,,,,,
1/7/2020,Tuesday,25,50,50,1/7/2020,2/28/2020,1.6,1.58,1.5,,,,,,,,
1/8/2020,Wednesday,25,50,50,1/8/2020,3/2/2020,1.59,1.59,1.5,,,,,,,,
1/9/2020,Thursday,25,50,50,1/9/2020,3/3/2020,1.64,1.59,1.5,,,,,,,,
1/10/2020,Friday,25,50,50,1/10/2020,3/4/2020,1.23,1.09,1,,,,,,,,
1/13/2020,Monday,25,50,50,1/13/2020,3/5/2020,1.12,1.09,1,,,,,,,,
1/14/2020,Tuesday,25,50,50,1/14/2020,3/6/2020,1.1,1.09,1,,,,,,,,
1/15/2020,Wednesday,25,50,50,1/15/2020,3/9/2020,1.09,1.09,1,,,,,,,,
1/16/2020,Thursday,25,50,50,1/16/2020,3/10/2020,1.11,1.09,1,,,,,,,,
1/17/2020,Friday,25,50,50,1/17/2020,3/11/2020,1.15,1.09,1,,,,,,,,
1/20/2020,Monday,25,50,50,1/20/2020,3/12/2020,1.2,1.1,1,,,,,,,,
1/21/2020,Tuesday,25,50,50,1/21/2020,3/13/2020,1.1,1.1,1,,,,,,,,
1/22/2020,Wednesday,25,50,50,1/22/2020,3/16/2020,0.26,0.25,0,,,,,,,,
1/23/2020,Thursday,25,50,50,1/23/2020,3/17/2020,0.54,0.25,0,,,,,,,,
1/24/2020,Friday,25,50,50,1/24/2020,3/18/2020,0.1,0.25,0,,,,,,,,
1/27/2020,Monday,25,50,50,1/27/2020,3/19/2020,0.06,0.2,0,,,,,,,,
1/28/2020,Tuesday,25,50,50,1/28/2020,3/20/2020,0.04,0.15,0,,,,,,,,
1/29/2020,Wednesday,25,50,50,1/29/2020,3/23/2020,0.02,0.15,0,,,,,,,,
1/30/2020,Thursday,25,50,50,1/30/2020,3/24/2020,0.01,0.12,0,,,,,,,,
1/31/2020,Friday,25,50,50,1/31/2020,3/25/2020,0.01,0.1,0,,,,,,,,
2/3/2020,Monday,25,50,50,2/3/2020,3/26/2020,0.01,0.1,0,,,,,,,,
2/4/2020,Tuesday,25,50,50,2/4/2020,3/27/2020,0.01,0.1,0,,,,,,,,
2/5/2020,Wednesday,25,50,50,2/5/2020,3/30/2020,0.01,0.09,0,,,,,,,,
