Date,weekday,DFEDTARL,DFEDTARU,IORR,sdate,Dater,SOFR,EFFR,RRPONTSYAWARD,,,,,,,,
2/6/2020,Thursday,25,50,50,2/6/2020,3/31/2020,0.01,0.08,0,,,,,,,,
2/7/2020,Friday,25,50,50,2/7/2020,4/1/2020,0.01,0.06,0,,,,,,,,
2/10/2020,Monday,25,50,50,2/10/2020,4/2/2020,0.01,0.05,0,,,,,,,,
2/11/2020,Tuesday,25,50,50,2/11/2020,4/3/2020,0.01,0.05,0,,,,,,,,
2/12/2020,Wednesday,25,50,50,2/12/2020,4/6/2020,0.01,0.05,0,,,,,,,,
2/13/2020,Thursday,25,50,50,2/13/2020,4/7/2020,0.01,0.05,0,,,,,,,,
2/14/2020,Friday,25,50,50,2/14/2020,4/8/2020,0.01,0.05,0,,,,,,,,
2/17/2020,Monday,25,50,50,2/17/2020,4/9/2020,0.01,0.05,#N/A,,,,,,,,
2/18/2020,Tuesday,25,50,50,2/18/2020,4/10/2020,NA,0.05,#N/A,,,,,,,,
2/19/2020,Wednesday,25,50,50,2/19/2020,4/13/2020,0.02,0.05,0,,,,,,,,
2/20/2020,Thursday,25,50,50,2/20/2020,4/14/2020,0.06,0.05,0,,,,,,,,
2/21/2020,Friday,25,50,50,2/21/2020,4/15/2020,0.03,0.05,0,,,,,,,,
2/24/2020,Monday,25,50,50,2/24/2020,4/16/2020,0.03,0.05,0,,,,,,,,
2/25/2020,Tuesday,25,50,50,2/25/2020,4/17/2020,0.03,0.05,0,,,,,,,,
2/26/2020,Wednesday,25,50,50,2/26/2020,4/20/2020,0.02,0.05,0,,,,,,,,
2/27/2020,Thursday,25,50,50,2/27/2020,4/21/2020,0.01,0.05,0,,,,,,,,
2/28/2020,Friday,25,50,50,2/28/2020,4/22/2020,0.01,0.05,0,,,,,,,,
3/2/2020,Monday,25,50,50,3/2/2020,4/23/2020,0.01,0.04,0,,,,,,,,
3/3/2020,Tuesday,25,50,50,3/3/2020,4/24/2020,0.03,0.05,0,,,,,,,,
3/4/2020,Wednesday,25,50,50,3/4/2020,4/27/2020,0.03,0.04,0,,,,,,,,
3/5/2020,Thursday,25,50,50,3/5/2020,4/28/2020,0.01,0.04,0,,,,,,,,
3/6/2020,Friday,25,50,50,3/6/2020,4/29/2020,0.01,0.04,0,,,,,,,,
3/9/2020,Monday,25,50,50,3/9/2020,4/30/2020,0.04,0.05,0,,,,,,,,
3/10/2020,Tuesday,25,50,50,3/10/2020,5/1/2020,0.03,0.05,0,,,,,,,,
3/11/2020,Wednesday,25,50,50,3/11/2020,5/4/2020,0.05,0.05,0,,,,,,,,
3/12/2020,Thursday,25,50,50,3/12/2020,5/5/2020,0.05,0.05,0,,,,,,,,
3/13/2020,Friday,25,50,50,3/13/2020,5/6/2020,0.05,0.05,0,,,,,,,,
3/16/2020,Monday,25,50,50,3/16/2020,5/7/2020,0.05,0.05,0,,,,,,,,
3/17/2020,Tuesday,25,50,50,3/17/2020,5/8/2020,0.06,0.05,0,,,,,,,,
3/18/2020,Wednesday,25,50,50,3/18/2020,5/11/2020,0.06,0.05,0,,,,,,,,
3/19/2020,Thursday,25,50,50,3/19/2020,5/12/2020,0.06,0.05,0,,,,,,,,
3/20/2020,Friday,25,50,50,3/20/2020,5/13/2020,0.04,0.05,0,,,,,,,,
3/23/2020,Monday,25,50,50,3/23/2020,5/14/2020,0.02,0.05,0,,,,,,,,
3/24/2020,Tuesday,25,50,50,3/24/2020,5/15/2020,0.05,0.05,0,,,,,,,,
3/25/2020,Wednesday,25,50,50,3/25/2020,5/18/2020,0.04,0.05,0,,,,,,,,
3/26/2020,Thursday,25,50,50,3/26/2020,5/19/2020,0.04,0.05,0,,,,,,,,
3/27/2020,Friday,25,50,50,3/27/2020,5/20/2020,0.01,0.05,0,,,,,,,,
3/30/2020,Monday,25,50,50,3/30/2020,5/21/2020,0.02,0.05,0,,,,,,,,
3/31/2020,Tuesday,25,50,50,3/31/2020,5/22/2020,0.04,0.05,0,,,,,,,,
4/1/2020,Wednesday,25,50,50,4/1/2020,5/26/2020,0.06,0.05,0,,,,,,,,
4/2/2020,Thursday,25,50,50,4/2/2020,5/27/2020,0.06,0.05,0,,,,,,,,
4/3/2020,Friday,25,50,50,4/3/2020,5/28/2020,0.06,0.05,#N/A,,,,,,,,
4/6/2020,Monday,25,50,50,4/6/2020,5/29/2020,0.06,0.05,0,,,,,,,,
4/7/2020,Tuesday,25,50,50,4/7/2020,6/1/2020,0.06,0.05,#N/A,,,,,,,,
4/8/2020,Wednesday,25,50,50,4/8/2020,6/2/2020,0.07,0.06,0,,,,,,,,
4/9/2020,Thursday,25,50,50,4/9/2020,6/3/2020,0.06,0.06,0,,,,,,,,
4/10/2020,Friday,25,50,50,4/10/2020,6/4/2020,0.07,0.06,#N/A,,,,,,,,
4/13/2020,Monday,25,50,50,4/13/2020,6/5/2020,0.07,0.07,#N/A,,,,,,,,
4/14/2020,Tuesday,25,50,50,4/14/2020,6/8/2020,0.07,0.07,#N/A,,,,,,,,
4/15/2020,Wednesday,25,50,50,4/15/2020,6/9/2020,0.08,0.07,0,,,,,,,,
4/16/2020,Thursday,25,50,50,4/16/2020,6/10/2020,0.07,0.08,0,,,,,,,,
4/17/2020,Friday,25,50,50,4/17/2020,6/11/2020,0.08,0.08,0,,,,,,,,
4/20/2020,Monday,25,50,50,4/20/2020,6/12/2020,0.08,0.08,#N/A,,,,,,,,
4/21/2020,Tuesday,25,50,50,4/21/2020,6/15/2020,0.09,0.09,0,,,,,,,,
4/22/2020,Wednesday,25,50,50,4/22/2020,6/16/2020,0.09,0.09,0,,,,,,,,
4/23/2020,Thursday,25,50,50,4/23/2020,6/17/2020,0.09,0.09,0,,,,,,,,
4/24/2020,Friday,25,50,50,4/24/2020,6/18/2020,0.09,0.09,0,,,,,,,,
4/27/2020,Monday,25,50,50,4/27/2020,6/19/2020,0.09,0.09,0,,,,,,,,
4/28/2020,Tuesday,25,50,50,4/28/2020,6/22/2020,0.08,0.08,0,,,,,,,,
4/29/2020,Wednesday,25,50,50,4/29/2020,6/23/2020,0.07,0.08,0,,,,,,,,
4/30/2020,Thursday,25,50,50,4/30/2020,6/24/2020,0.08,0.08,0,,,,,,,,
5/1/2020,Friday,25,50,50,5/1/2020,6/25/2020,0.09,0.08,0,,,,,,,,
5/4/2020,Monday,25,50,50,5/4/2020,6/26/2020,0.08,0.08,0,,,,,,,,
5/5/2020,Tuesday,25,50,50,5/5/2020,6/29/2020,0.08,0.08,0,,,,,,,,
5/6/2020,Wednesday,25,50,50,5/6/2020,6/30/2020,0.1,0.08,0,,,,,,,,
5/7/2020,Thursday,25,50,50,5/7/2020,7/1/2020,0.11,0.08,0,,,,,,,,
5/8/2020,Friday,25,50,50,5/8/2020,7/2/2020,0.11,0.09,#N/A,,,,,,,,
5/11/2020,Monday,25,50,50,5/11/2020,7/3/2020,NA,0.09,#N/A,,,,,,,,
5/12/2020,Tuesday,25,50,50,5/12/2020,7/6/2020,0.1,0.09,#N/A,,,,,,,,
5/13/2020,Wednesday,25,50,50,5/13/2020,7/7/2020,0.1,0.09,0,,,,,,,,
5/14/2020,Thursday,25,50,50,5/14/2020,7/8/2020,0.1,0.09,0,,,,,,,,
5/15/2020,Friday,25,50,50,5/15/2020,7/9/2020,0.1,0.09,#N/A,,,,,,,,
5/18/2020,Monday,25,50,50,5/18/2020,7/10/2020,0.1,0.09,#N/A,,,,,,,,
5/19/2020,Tuesday,25,50,50,5/19/2020,7/13/2020,0.1,0.09,0,,,,,,,,
5/20/2020,Wednesday,25,50,50,5/20/2020,7/14/2020,0.11,0.09,0,,,,,,,,
5/21/2020,Thursday,25,50,50,5/21/2020,7/15/2020,0.13,0.1,0,,,,,,,,
5/22/2020,Friday,25,50,50,5/22/2020,7/16/2020,0.12,0.1,0,,,,,,,,
5/25/2020,Monday,25,50,50,5/25/2020,7/17/2020,0.12,0.09,#N/A,,,,,,,,
5/26/2020,Tuesday,25,50,50,5/26/2020,7/20/2020,0.12,0.1,0,,,,,,,,
5/27/2020,Wednesday,25,50,50,5/27/2020,7/21/2020,0.11,0.1,#N/A,,,,,,,,
5/28/2020,Thursday,25,50,50,5/28/2020,7/22/2020,0.1,0.09,#N/A,,,,,,,,
5/29/2020,Friday,25,50,50,5/29/2020,7/23/2020,0.1,0.09,#N/A,,,,,,,,
6/1/2020,Monday,25,50,50,6/1/2020,7/24/2020,0.1,0.09,#N/A,,,,,,,,
6/2/2020,Tuesday,25,50,50,6/2/2020,7/27/2020,0.1,0.1,#N/A,,,,,,,,
6/3/2020,Wednesday,25,50,50,6/3/2020,7/28/2020,0.1,0.1,#N/A,,,,,,,,
6/4/2020,Thursday,25,50,50,6/4/2020,7/29/2020,0.09,0.1,0,,,,,,,,
6/5/2020,Friday,25,50,50,6/5/2020,7/30/2020,0.1,0.1,0,,,,,,,,
6/8/2020,Monday,25,50,50,6/8/2020,7/31/2020,0.1,0.1,0,,,,,,,,
6/9/2020,Tuesday,25,50,50,6/9/2020,8/3/2020,0.1,0.1,#N/A,,,,,,,,
6/10/2020,Wednesday,25,50,50,6/10/2020,8/4/2020,0.09,0.1,0,,,,,,,,
6/11/2020,Thursday,25,50,50,6/11/2020,8/5/2020,0.09,0.1,#N/A,,,,,,,,
6/12/2020,Friday,25,50,50,6/12/2020,8/6/2020,0.09,0.1,#N/A,,,,,,,,
6/15/2020,Monday,25,50,50,6/15/2020,8/7/2020,0.09,0.1,#N/A,,,,,,,,
6/16/2020,Tuesday,25,50,50,6/16/2020,8/10/2020,0.09,0.1,0,,,,,,,,
6/17/2020,Wednesday,25,50,50,6/17/2020,8/11/2020,0.1,0.1,#N/A,,,,,,,,
6/18/2020,Thursday,25,50,50,6/18/2020,8/12/2020,0.09,0.1,0,,,,,,,,
6/19/2020,Friday,25,50,50,6/19/2020,8/13/2020,0.09,0.1,0,,,,,,,,
6/22/2020,Monday,25,50,50,6/22/2020,8/14/2020,0.09,0.1,0,,,,,,,,
6/23/2020,Tuesday,25,50,50,6/23/2020,8/17/2020,0.1,0.1,0,,,,,,,,
6/24/2020,Wednesday,25,50,50,6/24/2020,8/18/2020,0.09,0.09,0,,,,,,,,
6/25/2020,Thursday,25,50,50,6/25/2020,8/19/2020,0.09,0.09,0,,,,,,,,
6/26/2020,Friday,25,50,50,6/26/2020,8/20/2020,0.07,0.09,0,,,,,,,,
6/29/2020,Monday,25,50,50,6/29/2020,8/21/2020,0.07,0.09,#N/A,,,,,,,,
6/30/2020,Tuesday,25,50,50,6/30/2020,8/24/2020,0.08,0.09,#N/A,,,,,,,,
7/1/2020,Wednesday,25,50,50,7/1/2020,8/25/2020,0.08,0.09,0,,,,,,,,
7/2/2020,Thursday,25,50,50,7/2/2020,8/26/2020,0.07,0.09,0,,,,,,,,
7/3/2020,Friday,25,50,50,7/3/2020,8/27/2020,0.07,0.08,0,,,,,,,,
7/6/2020,Monday,25,50,50,7/6/2020,8/28/2020,0.07,0.09,#N/A,,,,,,,,
7/7/2020,Tuesday,25,50,50,7/7/2020,8/31/2020,0.09,0.09,0,,,,,,,,
7/8/2020,Wednesday,25,50,50,7/8/2020,9/1/2020,0.09,0.09,0,,,,,,,,
7/9/2020,Thursday,25,50,50,7/9/2020,9/2/2020,0.09,0.09,0,,,,,,,,
7/10/2020,Friday,25,50,50,7/10/2020,9/3/2020,0.1,0.09,#N/A,,,,,,,,
7/13/2020,Monday,25,50,50,7/13/2020,9/4/2020,0.09,0.09,#N/A,,,,,,,,
7/14/2020,Tuesday,25,50,50,7/14/2020,9/8/2020,0.09,0.09,#N/A,,,,,,,,
7/15/2020,Wednesday,25,50,50,7/15/2020,9/9/2020,0.09,0.09,0,,,,,,,,
7/16/2020,Thursday,25,50,50,7/16/2020,9/10/2020,0.09,0.09,0,,,,,,,,
7/17/2020,Friday,25,50,50,7/17/2020,9/11/2020,0.09,0.09,#N/A,,,,,,,,
7/20/2020,Monday,25,50,50,7/20/2020,9/14/2020,0.09,0.09,0,,,,,,,,
7/21/2020,Tuesday,25,50,50,7/21/2020,9/15/2020,0.1,0.09,0,,,,,,,,
7/22/2020,Wednesday,25,50,50,7/22/2020,9/16/2020,0.1,0.09,0,,,,,,,,
7/23/2020,Thursday,25,50,50,7/23/2020,9/17/2020,0.1,0.09,0,,,,,,,,
7/24/2020,Friday,25,50,50,7/24/2020,9/18/2020,0.09,0.09,#N/A,,,,,,,,
7/27/2020,Monday,25,50,50,7/27/2020,9/21/2020,0.08,0.09,0,,,,,,,,
7/28/2020,Tuesday,25,50,50,7/28/2020,9/22/2020,0.07,0.09,#N/A,,,,,,,,
7/29/2020,Wednesday,25,50,50,7/29/2020,9/23/2020,0.06,0.09,0,,,,,,,,
7/30/2020,Thursday,25,50,50,7/30/2020,9/24/2020,0.07,0.09,0,,,,,,,,
7/31/2020,Friday,25,50,50,7/31/2020,9/25/2020,0.08,0.09,#N/A,,,,,,,,
8/3/2020,Monday,25,50,50,8/3/2020,9/28/2020,0.08,0.09,#N/A,,,,,,,,
8/4/2020,Tuesday,25,50,50,8/4/2020,9/29/2020,0.07,0.09,0,,,,,,,,
8/5/2020,Wednesday,25,50,50,8/5/2020,9/30/2020,0.08,0.09,0,,,,,,,,
8/6/2020,Thursday,25,50,50,8/6/2020,10/1/2020,0.08,0.09,0,,,,,,,,
8/7/2020,Friday,25,50,50,8/7/2020,10/2/2020,0.1,0.09,#N/A,,,,,,,,
8/10/2020,Monday,25,50,50,8/10/2020,10/5/2020,0.09,0.09,#N/A,,,,,,,,
8/11/2020,Tuesday,25,50,50,8/11/2020,10/6/2020,0.1,0.09,#N/A,,,,,,,,
8/12/2020,Wednesday,25,50,50,8/12/2020,10/7/2020,0.09,0.09,0,,,,,,,,
8/13/2020,Thursday,25,50,50,8/13/2020,10/8/2020,0.08,0.09,0,,,,,,,,
8/14/2020,Friday,25,50,50,8/14/2020,10/9/2020,0.09,0.09,#N/A,,,,,,,,
8/17/2020,Monday,25,50,50,8/17/2020,10/13/2020,0.09,0.09,#N/A,,,,,,,,
8/18/2020,Tuesday,25,50,50,8/18/2020,10/14/2020,0.09,0.09,#N/A,,,,,,,,
8/19/2020,Wednesday,25,50,50,8/19/2020,10/15/2020,0.1,0.09,0,,,,,,,,
8/20/2020,Thursday,25,50,50,8/20/2020,10/16/2020,0.09,0.09,0,,,,,,,,
8/21/2020,Friday,25,50,50,8/21/2020,10/19/2020,0.09,0.09,0,,,,,,,,
8/24/2020,Monday,25,50,50,8/24/2020,10/20/2020,0.08,0.09,0,,,,,,,,
8/25/2020,Tuesday,25,50,50,8/25/2020,10/21/2020,0.07,0.09,#N/A,,,,,,,,
8/26/2020,Wednesday,25,50,50,8/26/2020,10/22/2020,0.07,0.09,0,,,,,,,,
8/27/2020,Thursday,25,50,50,8/27/2020,10/23/2020,0.08,0.09,#N/A,,,,,,,,
8/28/2020,Friday,25,50,50,8/28/2020,10/26/2020,0.09,0.09,0,,,,,,,,
8/31/2020,Monday,25,50,50,8/31/2020,10/27/2020,0.09,0.09,#N/A,,,,,,,,
9/1/2020,Tuesday,25,50,50,9/1/2020,10/28/2020,0.08,0.09,0,,,,,,,,
9/2/2020,Wednesday,25,50,50,9/2/2020,10/29/2020,0.09,0.09,0,,,,,,,,
9/3/2020,Thursday,25,50,50,9/3/2020,10/30/2020,0.09,0.09,0,,,,,,,,
9/4/2020,Friday,25,50,50,9/4/2020,11/2/2020,0.11,0.09,#N/A,,,,,,,,
9/7/2020,Monday,25,50,50,9/7/2020,11/3/2020,0.1,0.09,#N/A,,,,,,,,
9/8/2020,Tuesday,25,50,50,9/8/2020,11/4/2020,0.1,0.09,#N/A,,,,,,,,
9/9/2020,Wednesday,25,50,50,9/9/2020,11/5/2020,0.11,0.09,#N/A,,,,,,,,
9/10/2020,Thursday,25,50,50,9/10/2020,11/6/2020,0.1,0.09,#N/A,,,,,,,,
9/11/2020,Friday,25,50,50,9/11/2020,11/9/2020,0.1,0.09,#N/A,,,,,,,,
9/14/2020,Monday,25,50,50,9/14/2020,11/10/2020,0.1,0.09,#N/A,,,,,,,,
9/15/2020,Tuesday,25,50,50,9/15/2020,11/12/2020,0.09,0.09,#N/A,,,,,,,,
9/16/2020,Wednesday,25,50,50,9/16/2020,11/13/2020,0.09,0.09,0,,,,,,,,
9/17/2020,Thursday,25,50,50,9/17/2020,11/16/2020,0.1,0.09,0,,,,,,,,
9/18/2020,Friday,25,50,50,9/18/2020,11/17/2020,0.09,0.09,#N/A,,,,,,,,
9/21/2020,Monday,25,50,50,9/21/2020,11/18/2020,0.07,0.09,0,,,,,,,,
9/22/2020,Tuesday,25,50,50,9/22/2020,11/19/2020,0.06,0.08,0,,,,,,,,
9/23/2020,Wednesday,25,50,50,9/23/2020,11/20/2020,0.05,0.08,#N/A,,,,,,,,
9/24/2020,Thursday,25,50,50,9/24/2020,11/23/2020,0.05,0.08,0,,,,,,,,
9/25/2020,Friday,25,50,50,9/25/2020,11/24/2020,0.07,0.08,0,,,,,,,,
9/28/2020,Monday,25,50,50,9/28/2020,11/25/2020,0.08,0.08,#N/A,,,,,,,,
9/29/2020,Tuesday,25,50,50,9/29/2020,11/27/2020,0.08,0.08,#N/A,,,,,,,,
9/30/2020,Wednesday,25,50,50,9/30/2020,11/30/2020,0.09,0.09,0,,,,,,,,
10/1/2020,Thursday,25,50,50,10/1/2020,12/1/2020,0.08,0.09,0,,,,,,,,
10/2/2020,Friday,25,50,50,10/2/2020,12/2/2020,0.08,0.09,0,,,,,,,,
10/5/2020,Monday,25,50,50,10/5/2020,12/3/2020,0.08,0.09,#N/A,,,,,,,,
10/6/2020,Tuesday,25,50,50,10/6/2020,12/4/2020,0.09,0.09,#N/A,,,,,,,,
10/7/2020,Wednesday,25,50,50,10/7/2020,12/7/2020,0.08,0.09,0,,,,,,,,
10/8/2020,Thursday,25,50,50,10/8/2020,12/8/2020,0.07,0.09,0,,,,,,,,
10/9/2020,Friday,25,50,50,10/9/2020,12/9/2020,0.08,0.09,0,,,,,,,,
10/12/2020,Monday,25,50,50,10/12/2020,12/10/2020,0.08,0.09,0,,,,,,,,
10/13/2020,Tuesday,25,50,50,10/13/2020,12/11/2020,0.08,0.09,#N/A,,,,,,,,
10/14/2020,Wednesday,25,50,50,10/14/2020,12/14/2020,0.08,0.09,0,,,,,,,,
10/15/2020,Thursday,25,50,50,10/15/2020,12/15/2020,0.09,0.09,0,,,,,,,,
10/16/2020,Friday,25,50,50,10/16/2020,12/16/2020,0.09,0.09,0,,,,,,,,
10/19/2020,Monday,25,50,50,10/19/2020,12/17/2020,0.09,0.09,0,,,,,,,,
10/20/2020,Tuesday,25,50,50,10/20/2020,12/18/2020,0.09,0.09,0,,,,,,,,
10/21/2020,Wednesday,25,50,50,10/21/2020,12/21/2020,0.09,0.09,0,,,,,,,,
10/22/2020,Thursday,25,50,50,10/22/2020,12/22/2020,0.07,0.09,0,,,,,,,,
10/23/2020,Friday,25,50,50,10/23/2020,12/23/2020,0.06,0.09,0,,,,,,,,
10/26/2020,Monday,25,50,50,10/26/2020,12/24/2020,0.08,0.09,0,,,,,,,,
10/27/2020,Tuesday,25,50,50,10/27/2020,12/28/2020,0.09,0.09,0,,,,,,,,
10/28/2020,Wednesday,25,50,50,10/28/2020,12/29/2020,0.1,0.09,0,,,,,,,,
10/29/2020,Thursday,25,50,50,10/29/2020,12/30/2020,0.09,0.09,0,,,,,,,,
10/30/2020,Friday,25,50,50,10/30/2020,12/31/2020,0.07,0.09,0,,,,,,,,
11/2/2020,Monday,25,50,50,11/2/2020,1/4/2021,0.1,0.09,0,,,,,,,,
11/3/2020,Tuesday,25,50,50,11/3/2020,1/5/2021,0.11,0.09,0,,,,,,,,
11/4/2020,Wednesday,25,50,50,11/4/2020,1/6/2021,0.1,0.09,0,,,,,,,,
11/5/2020,Thursday,25,50,50,11/5/2020,1/7/2021,0.1,0.09,0,,,,,,,,
11/6/2020,Friday,25,50,50,11/6/2020,1/8/2021,0.09,0.09,#N/A,,,,,,,,
11/9/2020,Monday,25,50,50,11/9/2020,1/11/2021,0.09,0.09,#N/A,,,,,,,,
11/10/2020,Tuesday,25,50,50,11/10/2020,1/12/2021,0.08,0.09,#N/A,,,,,,,,
11/11/2020,Wednesday,25,50,50,11/11/2020,1/13/2021,0.08,0.09,#N/A,,,,,,,,
11/12/2020,Thursday,25,50,50,11/12/2020,1/14/2021,0.08,0.09,0,,,,,,,,
11/13/2020,Friday,25,50,50,11/13/2020,1/15/2021,0.08,0.09,#N/A,,,,,,,,
11/16/2020,Monday,25,50,50,11/16/2020,1/19/2021,0.07,0.09,0,,,,,,,,
11/17/2020,Tuesday,25,50,50,11/17/2020,1/20/2021,0.06,0.09,0,,,,,,,,
11/18/2020,Wednesday,25,50,50,11/18/2020,1/21/2021,0.04,0.08,0,,,,,,,,
11/19/2020,Thursday,25,50,50,11/19/2020,1/22/2021,0.05,0.08,#N/A,,,,,,,,
11/20/2020,Friday,25,50,50,11/20/2020,1/25/2021,0.06,0.08,0,,,,,,,,
11/23/2020,Monday,25,50,50,11/23/2020,1/26/2021,0.03,0.08,0,,,,,,,,
11/24/2020,Tuesday,25,50,50,11/24/2020,1/27/2021,0.03,0.08,0,,,,,,,,
11/25/2020,Wednesday,25,50,50,11/25/2020,1/28/2021,0.04,0.07,0,,,,,,,,
11/26/2020,Thursday,25,50,50,11/26/2020,1/29/2021,0.06,0.07,0,,,,,,,,
11/27/2020,Friday,25,50,50,11/27/2020,2/1/2021,0.07,0.08,0,,,,,,,,
11/30/2020,Monday,25,50,50,11/30/2020,2/2/2021,0.07,0.08,0,,,,,,,,
12/1/2020,Tuesday,25,50,50,12/1/2020,2/3/2021,0.07,0.08,0,,,,,,,,
12/2/2020,Wednesday,25,50,50,12/2/2020,2/4/2021,0.05,0.08,0,,,,,,,,
12/3/2020,Thursday,25,50,50,12/3/2020,2/5/2021,0.02,0.08,0,,,,,,,,
12/4/2020,Friday,25,50,50,12/4/2020,2/8/2021,0.02,0.07,0,,,,,,,,
12/7/2020,Monday,25,50,50,12/7/2020,2/9/2021,0.05,0.08,0,,,,,,,,
12/8/2020,Tuesday,25,50,50,12/8/2020,2/10/2021,0.06,0.08,#N/A,,,,,,,,
12/9/2020,Wednesday,25,50,50,12/9/2020,2/11/2021,0.06,0.08,0,,,,,,,,
12/10/2020,Thursday,25,50,50,12/10/2020,2/12/2021,0.05,0.08,0,,,,,,,,
12/11/2020,Friday,25,50,50,12/11/2020,2/16/2021,0.06,0.08,0,,,,,,,,
12/14/2020,Monday,25,50,50,12/14/2020,2/17/2021,0.06,0.08,0,,,,,,,,
12/15/2020,Tuesday,25,50,50,12/15/2020,2/18/2021,0.03,0.07,#N/A,,,,,,,,
12/16/2020,Wednesday,25,50,50,12/16/2020,2/19/2021,0.02,0.07,0,,,,,,,,
12/17/2020,Thursday,25,50,50,12/17/2020,2/22/2021,0.03,0.07,0,,,,,,,,
12/18/2020,Friday,25,50,50,12/18/2020,2/23/2021,0.01,0.07,0,,,,,,,,
12/21/2020,Monday,25,50,50,12/21/2020,2/24/2021,0.02,0.07,0,,,,,,,,
12/22/2020,Tuesday,25,50,50,12/22/2020,2/25/2021,0.03,0.07,0,,,,,,,,
12/23/2020,Wednesday,25,50,50,12/23/2020,2/26/2021,0.01,0.07,0,,,,,,,,
12/24/2020,Thursday,25,50,50,12/24/2020,3/1/2021,0.02,0.07,#N/A,,,,,,,,
12/25/2020,Friday,25,50,50,12/25/2020,3/2/2021,0.04,0.07,0,,,,,,,,
12/28/2020,Monday,25,50,50,12/28/2020,3/3/2021,0.04,0.07,0,,,,,,,,
12/29/2020,Tuesday,25,50,50,12/29/2020,3/4/2021,0.02,0.07,0,,,,,,,,
12/30/2020,Wednesday,25,50,50,12/30/2020,3/5/2021,0.02,0.07,0,,,,,,,,
12/31/2020,Thursday,25,50,50,12/31/2020,3/8/2021,0.02,0.07,0,,,,,,,,
1/1/2021,Friday,25,50,50,1/1/2021,3/9/2021,0.02,0.07,#N/A,,,,,,,,
1/4/2021,Monday,25,50,50,1/4/2021,3/10/2021,0.02,0.07,0,,,,,,,,
1/5/2021,Tuesday,25,50,50,1/5/2021,3/11/2021,0.01,0.07,0,,,,,,,,
1/6/2021,Wednesday,25,50,50,1/6/2021,3/12/2021,0.01,0.07,0,,,,,,,,
1/7/2021,Thursday,25,50,50,1/7/2021,3/15/2021,0.01,0.07,0,,,,,,,,
1/8/2021,Friday,25,50,50,1/8/2021,3/16/2021,0.01,0.07,0,,,,,,,,
1/11/2021,Monday,25,50,50,1/11/2021,3/17/2021,0.01,0.07,#N/A,,,,,,,,
1/12/2021,Tuesday,25,50,50,1/12/2021,3/18/2021,0.01,0.07,0,,,,,,,,
1/13/2021,Wednesday,25,50,50,1/13/2021,3/19/2021,0.01,0.07,0,,,,,,,,
1/14/2021,Thursday,25,50,50,1/14/2021,3/22/2021,0.01,0.07,0,,,,,,,,
1/15/2021,Friday,25,50,50,1/15/2021,3/23/2021,0.01,0.07,0,,,,,,,,
1/18/2021,Monday,25,50,50,1/18/2021,3/24/2021,0.01,0.07,0,,,,,,,,
1/19/2021,Tuesday,25,50,50,1/19/2021,3/25/2021,0.01,0.07,0,,,,,,,,
1/20/2021,Wednesday,25,50,50,1/20/2021,3/26/2021,0.01,0.07,0,,,,,,,,
1/21/2021,Thursday,25,50,50,1/21/2021,3/29/2021,0.01,0.07,0,,,,,,,,
1/22/2021,Friday,25,50,50,1/22/2021,3/30/2021,0.01,0.07,0,,,,,,,,
1/25/2021,Monday,25,50,50,1/25/2021,3/31/2021,0.01,0.06,0,,,,,,,,
1/26/2021,Tuesday,25,50,50,1/26/2021,4/1/2021,0.01,0.07,#N/A,,,,,,,,
1/27/2021,Wednesday,25,50,50,1/27/2021,4/2/2021,NA,0.07,#N/A,,,,,,,,
1/28/2021,Thursday,25,50,50,1/28/2021,4/5/2021,0.01,0.07,0,,,,,,,,
1/29/2021,Friday,25,50,50,1/29/2021,4/6/2021,0.01,0.07,0,,,,,,,,
2/1/2021,Monday,25,50,50,2/1/2021,4/7/2021,0.01,0.07,0,,,,,,,,
2/2/2021,Tuesday,25,50,50,2/2/2021,4/8/2021,0.01,0.07,0,,,,,,,,
2/3/2021,Wednesday,25,50,50,2/3/2021,4/9/2021,0.01,0.07,0,,,,,,,,
2/4/2021,Thursday,25,50,50,2/4/2021,4/12/2021,0.01,0.07,0,,,,,,,,
2/5/2021,Friday,25,50,50,2/5/2021,4/13/2021,0.01,0.07,0,,,,,,,,
2/8/2021,Monday,25,50,50,2/8/2021,4/14/2021,0.01,0.07,0,,,,,,,,
2/9/2021,Tuesday,25,50,50,2/9/2021,4/15/2021,0.01,0.07,0,,,,,,,,
2/10/2021,Wednesday,25,50,50,2/10/2021,4/16/2021,0.01,0.07,0,,,,,,,,
2/11/2021,Thursday,25,50,50,2/11/2021,4/19/2021,0.01,0.07,0,,,,,,,,
2/12/2021,Friday,25,50,50,2/12/2021,4/20/2021,0.01,0.07,0,,,,,,,,
2/15/2021,Monday,25,50,50,2/15/2021,4/21/2021,0.01,0.07,0,,,,,,,,
2/16/2021,Tuesday,25,50,50,2/16/2021,4/22/2021,0.01,0.07,0,,,,,,,,
2/17/2021,Wednesday,25,50,50,2/17/2021,4/23/2021,0.01,0.07,0,,,,,,,,
2/18/2021,Thursday,25,50,50,2/18/2021,4/26/2021,0.01,0.07,0,,,,,,,,
2/19/2021,Friday,25,50,50,2/19/2021,4/27/2021,0.01,0.07,0,,,,,,,,
2/22/2021,Monday,25,50,50,2/22/2021,4/28/2021,0.01,0.07,0,,,,,,,,
2/23/2021,Tuesday,25,50,50,2/23/2021,4/29/2021,0.01,0.06,0,,,,,,,,
