Time,EFFR,volEFFR,targetU,targetL,OBFR,volOBFR,TGCR,volTGCR,BGCR,volBGCR,SOFR,volSOFR,IOR,ONRRPust,ONRRPmbs
1/10/2021 0:00,0.08,0.09,0.25,0,0.08,0.06,0.06,0,0,0,0,0,0.1,0.096,0.114
1/17/2021 0:00,0.055,0.09,0.25,0,0.08,0.045,0.045,0,0,0,0,0,0.1,0.0695,0.0985
1/24/2021 0:00,0.04,0.08,0.25,0,0.08,0.03,0.03,0,0,0,0,0,0.1,0.072,0.097
1/31/2021 0:00,0.07,0.08,0.25,0,0.08,0.05,0.05,0,0,0,0,0,0.1,0.088,0.103
2/7/2021 0:00,0.05,0.08,0.25,0,0.07,0.03,0.03,0,0,0,0,0,0.1,0.081,0.109
2/14/2021 0:00,0.045,0.08,0.25,0,0.07,0.035,0.035,0,0,0,0,0,0.1,0.067,0.0975
2/21/2021 0:00,0.02,0.07,0.25,0,0.07,0.01,0.01,0,0,0,0,0,0.1,0.038,0.07
2/28/2021 0:00,0.02,0.07,0.25,0,0.07,0.01,0.01,0,0,0,0,0,0.1,0.058,0.049
3/7/2021 0:00,0.02,0.07,0.25,0,0.07,0.01,0.01,0,0,0,0,0,0.1,0.035,0.049
3/14/2021 0:00,0.01,0.07,0.25,0,0.07,0.01,0.01,0,0,0,0,0,0.1,0.01,0.013
3/21/2021 0:00,0.01,0.07,0.25,0,0.07,0.01,0.01,0,0,0,0,0,0.1,0.016,0.019
3/28/2021 0:00,0.01,0.07,0.25,0,0.07,0.01,0.01,0,0,0,0,0,0.1,0.0185,0.0285
4/4/2021 0:00,0.06,0.01,0.25,0,0.01,0.01,0.07,0,0,0,0,0,0.1,0.023,0.026
4/11/2021 0:00,0.06,0.01,0.25,0,0.01,0.01,0.07,0,0,0,0,0,0.1,0.006,0.016
4/18/2021 0:00,0.06,0.01,0.25,0,0.01,0.01,0.07,0,0,0,0,0,0.1,0.008,0.01
4/25/2021 0:00,0.05,0.01,0.25,0,0.01,0.01,0.07,0,0,0,0,0,0.1,0.002,0.009
5/2/2021 0:00,0.05,0.01,0.25,0,0.01,0.01,0.06,0,0,0,0,0,0.1,0.01,0.019
5/9/2021 0:00,0.05,0.01,0.25,0,0.01,0.01,0.06,0,0,0,0,0,0.1,0.008,0.018
5/16/2021 0:00,0.05,0.01,0.25,0,0.01,0.01,0.06,0,0,0,0,0,0.1,0.002,0.011
5/23/2021 0:00,0.04,0.01,0.25,0,0.01,0.01,0.06,0,0,0,0,0,0.1,-0.001,0.012
5/30/2021 0:00,0.04,0.01,0.25,0,0.01,0.01,0.06,0,0,0,0,0,0.1,0.016,0.02
6/6/2021 0:00,0.04,0.01,0.25,0,0.01,0.01,0.06,0,0,0,0,0,0.1,0.009,0.018
6/13/2021 0:00,0.04,0.01,0.25,0,0.01,0.01,0.06,0,0,0,0,0,0.1,0.01,0.016
6/20/2021 0:00,0.08,0.05,0.25,0,0.05,0.05,0.1,0,0,0,0,0,0.15,0.039,0.044
6/27/2021 0:00,0.08,0.05,0.25,0,0.05,0.05,0.1,0,0,0,0,0,0.15,0.05,0.065
7/4/2021 0:00,0.08,0.05,0.25,0,0.05,0.05,0.1,0,0,0,0,0,0.15,0.064,0.0685
7/11/2021 0:00,0.08,0.05,0.25,0,0.05,0.05,0.1,0,0,0,0,0,0.15,0.048,0.053
7/18/2021 0:00,0.08,0.05,0.25,0,0.05,0.05,0.1,0,0,0,0,0,0.15,0.039,0.042
7/25/2021 0:00,0.08,0.05,0.25,0,0.05,0.05,0.1,0,0,0,0,0,0.15,0.05,0.065
8/1/2021 0:00,0.08,0.05,0.25,0,0.05,0.05,0.1,0,0,0,0,0,0.15,0.064,0.067
8/8/2021 0:00,0.08,0.05,0.25,0,0.05,0.05,0.1,0,0,0,0,0,0.15,0.051,0.053
8/15/2021 0:00,0.08,0.05,0.25,0,0.05,0.05,0.1,0,0,0,0,0,0.15,0.037,0.04
8/22/2021 0:00,0.07,0.05,0.25,0,0.05,0.05,0.09,0,0,0,0,0,0.15,0.056,0.062
8/29/2021 0:00,0.07,0.05,0.25,0,0.05,0.05,0.08,0,0,0,0,0,0.15,0.06,0.061
9/5/2021 0:00,0.07,0.05,0.25,0,0.05,0.05,0.08,0,0,0,0,0,0.15,0.058,0.0595
9/12/2021 0:00,0.07,0.05,0.25,0,0.05,0.05,0.08,0,0,0,0,0,0.15,0.055,0.059
9/19/2021 0:00,0.07,0.05,0.25,0,0.05,0.05,0.08,0,0,0,0,0,0.15,0.039,0.036
9/26/2021 0:00,0.07,0.05,0.25,0,0.05,0.05,0.08,0,0,0,0,0,0.15,0.05,0.066
10/3/2021 0:00,0.07,0.05,0.25,0,0.05,0.05,0.08,0,0,0,0,0,0.15,0.043,0.049
10/10/2021 0:00,0.07,0.05,0.25,0,0.05,0.05,0.08,0,0,0,0,0,0.15,0.0365,0.041
10/17/2021 0:00,0.07,0.05,0.25,0,0.05,0.03,0.08,0,0,0,0,0,0.15,0.019,0.019
10/24/2021 0:00,0.07,0.05,0.25,0,0.05,0.05,0.08,0,0,0,0,0,0.15,0.049,0.076
10/31/2021 0:00,0.07,0.05,0.25,0,0.05,0.05,0.08,0,0,0,0,0,0.15,0.059,0.063
11/7/2021 0:00,0.07,0.05,0.25,0,0.05,0.05,0.08,0,0,0,0,0,0.15,0.0555,0.0675
11/14/2021 0:00,0.07,0.05,0.25,0,0.05,0.05,0.08,0,0,0,0,0,0.15,0.047,0.065
11/21/2021 0:00,0.07,0.05,0.25,0,0.05,0.05,0.08,0,0,0,0,0,0.15,0.0515,0.0615
11/28/2021 0:00,0.07,0.05,0.25,0,0.05,0.05,0.08,0,0,0,0,0,0.15,0.065,0.078
12/5/2021 0:00,0.07,0.05,0.25,0,0.05,0.05,0.08,0,0,0,0,0,0.15,0.06,0.07
12/12/2021 0:00,0.07,0.05,0.25,0,0.05,0.05,0.08,0,0,0,0,0,0.15,0.034,0.051
12/19/2021 0:00,0.07,0.05,0.25,0,0.05,0.05,0.08,0,0,0,0,0,0.15,0.0365,0.0545
12/26/2021 0:00,0.05,0.05,0.25,0,0.08,0.07,0.05,0,0,0,0,0,0.15,0.04,0.05
1/2/2022 0:00,0.05,0.05,0.5,0,0.08,0.07,0.05,0,0,0,0,0,0.15,0.061,0.067
1/9/2022 0:00,0.05,0.05,0.5,0,0.08,0.07,0.05,0,0,0,0,0,0.15,0.038,0.063
1/16/2022 0:00,0.05,0.05,0.5,0,0.08,0.07,0.05,0,0,0,0,0,0.15,0.0305,0.0495
1/23/2022 0:00,0.05,0.04,0.5,0,0.08,0.07,0.05,0,0,0,0,0,0.15,0.038,0.045
1/30/2022 0:00,0.05,0.05,0.5,0,0.08,0.07,0.05,0,0,0,0,0,0.15,0.044,0.061
2/6/2022 0:00,0.05,0.05,0.5,0,0.08,0.07,0.05,0,0,0,0,0,0.15,0.041,0.049
2/13/2022 0:00,0.05,0.05,0.5,0,0.08,0.07,0.05,0,0,0,0,0,0.15,0.052,0.059
2/20/2022 0:00,0.05,0.05,1,0,0.08,0.07,0.05,0,0,0,0,0,0.15,0.0495,0.0615
2/27/2022 0:00,0.05,0.05,1,0,0.08,0.07,0.05,0,0,0,0,0,0.15,0.06,0.07
3/6/2022 0:00,0.05,0.05,1,0,0.08,0.07,0.05,0,0,0,0,0,0.15,0.051,0.065
3/13/2022 0:00,0.05,0.05,1,0,0.08,0.07,0.05,0,0,0,0,0,0.15,0.04,0.064
3/20/2022 0:00,0.3,0.28,1,0.25,0.33,0.32,0.3,0,0,0,0,0,0.4,0.267,0.294
3/27/2022 0:00,0.3,0.28,1,0.25,0.33,0.32,0.3,0,0,0,0,0,0.4,0.283,0.305
4/3/2022 0:00,0.3,0.3,1.75,0.25,0.33,0.32,0.3,0,0,0,0,0,0.4,0.295,0.318
4/10/2022 0:00,0.3,0.29,1.75,0.25,0.33,0.32,0.3,0,0,0,0,0,0.4,0.289,0.3185
4/17/2022 0:00,0.33,0.32,1.75,0.25,0.3,0.3,0.27,0,0,0,0,0,0.4,0.26,0.309
4/24/2022 0:00,0.33,0.32,1.75,0.25,0.3,0.3,0.28,0,0,0,0,0,0.4,0.257,0.306
5/1/2022 0:00,0.33,0.32,1.75,0.25,0.3,0.3,0.3,0,0,0,0,0,0.4,0.3,0.32
5/8/2022 0:00,0.83,0.82,1.75,0.75,0.8,0.8,0.78,0,0,0,0,0,0.9,0.789,0.818
5/15/2022 0:00,0.83,0.82,2.5,0.75,0.8,0.8,0.79,0,0,0,0,0,0.9,0.789,0.818
5/22/2022 0:00,0.83,0.82,2.5,0.75,0.79,0.79,0.78,0,0,0,0,0,0.9,0.782,0.819
5/29/2022 0:00,0.83,0.82,2.5,0.75,0.79,0.795,0.79,0,0,0,0,0,0.9,0.799,0.824
6/5/2022 0:00,0.83,0.82,2.5,0.75,0.78,0.78,0.76,0,0,0,0,0,0.9,0.761,0.813
6/12/2022 0:00,0.83,0.82,2.5,0.75,0.76,0.75,0.73,0,0,0,0,0,0.9,0.716,0.797
6/19/2022 0:00,1.58,1.57,2.5,1.5,1.46,1.46,1.45,0,0,0,0,0,1.65,1.4915,1.553
6/26/2022 0:00,1.58,1.57,2.5,1.5,1.5,1.5,1.51,0,0,0,0,0,1.65,1.508,1.586
7/3/2022 0:00,1.58,1.57,2.5,1.5,1.51,1.51,1.54,0,0,0,0,0,1.65,1.55,1.583
7/10/2022 0:00,1.58,1.57,3.25,1.5,1.51,1.51,1.53,0,0,0,0,0,1.65,1.547,1.578
7/17/2022 0:00,1.58,1.57,3.25,1.5,1.51,1.51,1.53,0,0,0,0,0,1.65,1.534,1.576
7/24/2022 0:00,1.58,1.57,3.25,1.5,1.51,1.51,1.53,0,0,0,0,0,1.65,1.553,1.583
7/31/2022 0:00,2.33,2.32,3.25,2.25,2.26,2.27,2.29,0,0,0,0,0,2.4,2.303,2.335
8/7/2022 0:00,2.33,2.32,3.25,2.25,2.26,2.26,2.28,0,0,0,0,0,2.4,2.299,2.328
8/14/2022 0:00,2.33,2.32,3.25,2.25,2.26,2.26,2.29,0,0,0,0,0,2.4,2.3,2.328
8/21/2022 0:00,2.33,2.32,4,2.25,2.26,2.26,2.28,0,0,0,0,0,2.4,2.285,2.324
8/28/2022 0:00,2.33,2.32,4,2.25,2.26,2.26,2.29,0,0,0,0,0,2.4,2.298,2.331
9/4/2022 0:00,2.33,2.32,4,2.25,2.26,2.26,2.28,0,0,0,0,0,2.4,2.2895,2.3325
9/11/2022 0:00,2.33,2.32,4,2.25,2.26,2.26,2.28,0,0,0,0,0,2.4,2.285,2.34
9/18/2022 0:00,2.33,2.32,4,2.25,2.26,2.26,2.27,0,0,0,0,0,2.4,2.272,2.323
9/25/2022 0:00,3.08,3.07,4,3,2.98,2.98,2.98,0,0,0,0,0,3.15,2.979,3.087
10/2/2022 0:00,3.08,3.07,4.5,3,3,3,3.04,0,0,0,0,0,3.15,3.064,3.132
10/9/2022 0:00,3.08,3.07,4.5,3,3,3,3.04,0,0,0,0,0,3.15,3.0545,3.1085
10/16/2022 0:00,3.08,3.07,,3,3,3,3.04,0,0,0,0,0,3.15,3.046,3.082
10/23/2022 0:00,3.08,3.07,,3,3,3,3.03,0,0,0,0,0,3.15,3.047,3.099
10/30/2022 0:00,3.08,3.07,,3,3,3.01,3.05,0,0,0,0,0,3.15,3.064,3.132
11/6/2022 0:00,3.83,3.82,,3.75,3.75,3.75,3.78,0,0,0,0,0,3.9,3.794,3.845
11/13/2022 0:00,3.83,3.82,,3.75,3.77,3.77,3.8,0,0,0,0,0,3.9,3.821,3.867
11/20/2022 0:00,3.83,3.82,,3.75,3.76,3.76,3.8,0,0,0,0,0,3.9,3.8095,3.8535
11/27/2022 0:00,3.83,3.82,,3.75,3.78,3.78,3.81,0,0,0,0,0,3.9,3.836,3.888
12/4/2022 0:00,3.83,3.82,,3.75,3.76,3.76,3.8,0,0,0,0,0,3.9,3.812,3.865
12/11/2022 0:00,3.83,4.32,,3.75,3.76,3.76,3.8,0,0,0,0,0,3.9,3.819,3.878
12/18/2022 0:00,4.33,4.32,,4.25,4.26,4.26,4.3,0,0,0,0,0,3.9,4.309,4.349
12/25/2022 0:00,4.33,4.32,,4.25,4.26,4.26,4.3,0,0,0,0,0,3.9,4.308,4.354
