sdate,EFFR,OBFR,TGCR,BGCR,SOFR,dkindex,TargetDe,TargetUe,Time,,,,,,,,,,,,,,,,,,,,,,,Dgara,,,,,,differences,
17708,7.728654279,17.18613101,17.71286204,37.81620887,3.771492439,84.21534863,175,200,6/25/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/19/2018,1.9,135,2,1.75,0,-10,15
17709,7.868445791,16.76450478,17.4290824,37.69839405,4.040551536,83.80097855,175,200,6/26/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/20/2018,1.91,145,2,1.75,0,-9,16
17710,7.664194159,16.9380833,18.15997136,39.14989105,4.010428452,85.92256833,175,200,6/27/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/21/2018,1.91,157,2,1.75,0,-9,16
17711,7.982908181,20.29333785,21.85901732,48.04504315,4.2099167,102.3902232,175,200,6/28/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/22/2018,1.91,161,2,1.75,0,-9,16
17714,7.737574865,17.81884764,19.44697644,46.06221926,3.953152456,95.01877066,175,200,6/29/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/25/2018,1.91,156,2,1.75,0,-9,16
17715,8.018869189,17.83043342,19.58134018,42.63260621,4.043436094,92.10668509,175,200,7/2/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/26/2018,1.91,158,2,1.75,0,-9,16
17717,7.442861258,17.66973303,18.7686714,41.77781487,4.129227183,89.78830774,175,200,7/3/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/27/2018,1.91,162,2,1.75,0,-9,16
17718,7.581050514,17.41559409,18.3417261,38.80996885,3.775440646,85.9237802,175,200,7/5/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/28/2018,1.91,159,2,1.75,0,-9,16
17721,7.347173271,17.31947999,17.9521442,36.55945005,3.705582197,82.88382971,175,200,7/6/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,6/29/2018,1.9,152,2,1.75,0,-10,15
17722,7.893328184,17.01071623,17.98507418,36.34620686,3.648192284,82.88351773,175,200,7/9/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/2/2018,1.91,155,2,1.75,0,-9,16
17723,7.704266431,16.85015999,17.58070276,36.53700059,3.790329645,82.46245942,175,200,7/10/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/3/2018,1.91,165,2,1.75,0,-9,16
17724,8.045122957,16.95468859,17.6092504,36.75125138,3.959801115,83.32011444,175,200,7/11/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/5/2018,1.91,159,2,1.75,0,-9,16
17725,7.56368987,17.25688807,18.01339713,36.39416577,4.082551834,83.31069267,175,200,7/12/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/6/2018,1.91,157,2,1.75,0,-9,16
17728,7.397516909,18.72475372,19.49073747,38.36053613,3.661308986,87.63485321,175,200,7/13/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/9/2018,1.91,159,2,1.75,0,-9,16
17729,7.311976608,18.2372457,19.11665925,37.29645861,3.734809324,85.69714949,175,200,7/16/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/10/2018,1.91,167,2,1.75,0,-9,16
17730,7.741414853,17.2253972,17.90211035,36.84750924,3.602873125,83.31930477,175,200,7/17/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/11/2018,1.91,163,2,1.75,0,-9,16
17731,7.515204678,17.61444124,18.30707203,36.65866049,3.649663685,83.74504212,175,200,7/18/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/12/2018,1.91,167,2,1.75,0,-9,16
17732,7.519424333,17.27676809,18.08913778,35.77438853,3.350004433,82.00972317,175,200,7/19/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/13/2018,1.91,156,2,1.75,0,-9,16
17735,7.540593883,17.4168346,18.00229177,35.0272325,3.592729901,81.57968264,175,200,7/20/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/16/2018,1.91,160,2,1.75,0,-9,16
17736,7.68997688,17.71606744,18.32243684,37.11232847,3.337204658,84.17801428,175,200,7/23/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/17/2018,1.91,157,2,1.75,0,-9,16
17737,7.603718026,17.66719472,18.48054235,34.38737787,3.439198014,81.57803098,175,200,7/24/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/18/2018,1.91,168,2,1.75,0,-9,16
17738,7.287343335,17.77336472,18.37465646,37.16387206,3.582643629,84.18188021,175,200,7/25/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/19/2018,1.91,161,2,1.75,0,-9,16
17739,7.519424333,17.44342327,18.21820976,35.82066846,3.443060111,82.44478593,175,200,7/26/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/20/2018,1.91,162,2,1.75,0,-9,16
17742,7.481409492,17.34182749,17.926087,35.58294725,3.679831629,82.01210286,175,200,7/27/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/23/2018,1.91,162,2,1.75,0,-9,16
17743,6.813124293,18.38023973,19.12959194,38.59238926,3.38789506,86.30324028,175,200,7/30/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/24/2018,1.91,164,2,1.75,0,-9,16
17744,7.246145638,17.39724311,18.02361372,36.15273731,3.098229624,81.9179694,175,200,7/31/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/25/2018,1.91,164,2,1.75,0,-9,16
17745,7.427135874,18.11177357,18.71655702,37.23023575,3.560651955,85.04635417,175,200,8/1/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/26/2018,1.91,157,2,1.75,0,-9,16
17746,7.465679621,16.73570772,17.64785151,34.20509496,3.695254487,79.7495883,175,200,8/2/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/27/2018,1.91,162,2,1.75,0,-9,16
17749,7.686765587,16.93087954,17.67538976,34.16700465,3.829557236,80.28959676,175,200,8/3/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/30/2018,1.91,161,2,1.75,0,-9,16
17750,7.654375135,17.5247692,18.26635599,34.49234893,3.644573045,81.5824223,175,200,8/6/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,7/31/2018,1.9,151,2,1.75,0,-10,15
17751,7.666720902,17.89558574,18.59533915,35.03993451,3.245906433,82.44348674,175,200,8/7/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/1/2018,1.9,159,2,1.75,0,-10,15
17752,7.231051906,18.46041741,19.410657,36.68628173,3.273490819,85.06189887,175,200,8/8/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/2/2018,1.91,161,2,1.75,0,-9,16
17753,7.828159579,17.81580782,18.79178551,35.39763413,3.450783786,83.28417083,175,200,8/9/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/3/2018,1.9,164,2,1.75,0,-10,15
17756,7.157542988,18.44007189,19.20086915,35.90378642,3.896226327,84.59849677,175,200,8/10/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/6/2018,1.91,167,2,1.75,0,-9,16
17757,6.499754774,19.17500605,20.06490308,37.11852374,3.523135688,86.38132333,175,200,8/13/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/7/2018,1.91,160,2,1.75,0,-9,16
17758,6.362490424,20.07787482,21.06883475,40.7132211,3.075815266,91.29823636,175,200,8/14/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/8/2018,1.91,161,2,1.75,0,-9,16
17759,6.137070192,20.96065186,21.61501677,40.47535015,3.030006318,92.21809528,175,200,8/15/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/9/2018,1.91,155,2,1.75,0,-9,16
17760,5.832633853,18.78849578,19.63158869,37.47512476,2.981905133,84.70974821,175,200,8/16/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/10/2018,1.91,166,2,1.75,0,-9,16
17763,5.884787392,18.93021442,19.73099415,37.10864902,2.606008194,84.26065319,175,200,8/17/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/13/2018,1.91,151,2,1.75,0,-9,16
17764,6.051093857,18.87635991,19.52589102,36.69806385,2.644426005,83.79583465,175,200,8/20/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/14/2018,1.91,135,2,1.75,0,-9,16
17765,6.320266317,18.84299299,19.53579239,36.81004422,2.741328992,84.25042491,175,200,8/21/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/15/2018,1.91,141,2,1.75,0,-9,16
17766,6.217314177,19.57460457,20.487905,38.07921224,2.990211276,87.34924726,175,200,8/22/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/16/2018,1.91,134,2,1.75,0,-9,16
17767,5.99635102,20.09920473,21.1753706,38.27529677,3.157748376,88.70397149,175,200,8/23/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/17/2018,1.91,127,2,1.75,0,-9,16
17770,5.870125171,19.71354708,21.08733526,38.86363747,3.179120028,88.71376501,175,200,8/24/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/20/2018,1.91,126,2,1.75,0,-9,16
17771,6.105344178,19.71252029,20.95398875,38.80688514,3.119546981,88.69828534,175,200,8/27/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/21/2018,1.91,130,2,1.75,0,-9,16
17772,6.031126958,19.46525713,20.26928814,38.22127013,2.94428373,86.93122608,175,200,8/28/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/22/2018,1.91,138,2,1.75,0,-9,16
17773,6.236461151,19.34824626,20.05811887,38.27231625,3.001814604,86.91695713,175,200,8/29/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/23/2018,1.91,135,2,1.75,0,-9,16
17774,6.499417724,19.91207601,20.87252596,39.58284726,3.11618721,89.98305416,175,200,8/30/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/24/2018,1.91,131,2,1.75,0,-9,16
17778,6.00180893,19.2544247,20.04012681,39.47570729,3.425307041,88.19737477,175,200,8/31/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/27/2018,1.91,133,2,1.75,0,-9,16
17779,6.529868869,19.61820187,20.41528324,38.3454057,3.289749584,88.19850926,175,200,9/4/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/28/2018,1.91,137,2,1.75,0,-9,16
17780,6.294235768,19.13215747,20.05068435,37.88269413,3.507535864,86.86730759,175,200,9/5/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/29/2018,1.91,133,2,1.75,0,-9,16
17781,6.396606239,19.03434298,19.90772741,38.10666214,3.424944773,86.87028354,175,200,9/6/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/30/2018,1.91,137,2,1.75,0,-9,16
17784,6.099123117,19.39034467,20.07777405,38.29853615,3.472162625,87.33794061,175,200,9/7/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,8/31/2018,1.91,146,2,1.75,0,-9,16
17785,6.498441692,19.39564062,20.18126466,37.92326109,3.318764737,87.3173728,175,200,9/10/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/4/2018,1.91,137,2,1.75,0,-9,16
17786,6.483767895,19.39034467,20.17072671,38.01692927,3.338617909,87.40038645,175,200,9/11/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/5/2018,1.91,147,2,1.75,0,-9,16
17787,6.149529864,19.09672428,20.23752261,38.05732983,3.342165856,86.88327243,175,200,9/12/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/6/2018,1.91,142,2,1.75,0,-9,16
17788,5.946636072,18.69344934,20.33131603,38.88871935,3.473472601,87.33359338,175,200,9/13/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/7/2018,1.91,144,2,1.75,0,-9,16
17791,5.492531347,20.2957036,21.36834203,41.94874941,3.21108872,92.3164151,175,200,9/14/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/10/2018,1.91,139,2,1.75,0,-9,16
17792,5.609884057,19.27746982,19.92510048,39.31580662,2.822854004,86.95111498,175,200,9/17/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/11/2018,1.91,147,2,1.75,0,-9,16
17793,6.094055008,19.36071239,20.14863281,37.58001191,2.480157952,85.66357007,175,200,9/18/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/12/2018,1.92,146,2,1.75,0,-8,17
17794,6.287665085,18.83182403,19.47777425,38.30556534,2.760265997,85.6630947,175,200,9/19/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/13/2018,1.91,140,2,1.75,0,-9,16
17795,6.37552772,19.09772314,19.70132814,37.27089037,3.195339398,85.64080877,175,200,9/20/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/14/2018,1.91,132,2,1.75,0,-9,16
17798,6.57848821,19.3584478,20.03477686,39.56269356,3.204185852,88.73859228,175,200,9/21/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/17/2018,1.91,118,2,1.75,0,-9,16
17799,6.854225953,18.40478951,19.28839576,38.86597104,3.151771473,86.56515374,200,225,9/24/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/18/2018,1.91,125,2,1.75,0,-9,16
17800,6.505445038,18.5218572,19.39685878,38.63905877,3.070209225,86.13342901,200,225,9/25/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/19/2018,1.92,133,2,1.75,0,-8,17
17801,8.550865689,23.36208098,24.28725913,49.78156457,3.292618477,109.2743888,200,225,9/26/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/20/2018,1.92,137,2,1.75,0,-8,17
17802,8.983324665,24.05487207,25.35737862,54.94619216,4.760445965,118.1022135,200,225,9/27/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/21/2018,1.92,138,2,1.75,0,-8,17
17805,7.379683744,23.58679011,24.92148463,55.34542395,3.986845895,115.2202283,200,225,9/28/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/24/2018,1.92,142,2,1.75,0,-8,17
17806,7.737015227,24.23707377,25.47228483,52.74065705,3.234815044,113.4218459,200,225,10/1/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/25/2018,1.92,150,2.25,2,0,-33,-8
17807,7.646954733,24.73348495,25.65646524,51.76349206,3.604072527,113.4044695,200,225,10/2/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/26/2018,1.92,144,2.25,2,0,-33,-8
17808,7.867433257,24.69336384,25.69336384,49.85784897,4.000558416,112.1125683,200,225,10/3/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/27/2018,2.17,144,2.25,2,0,-8,17
17809,7.058645698,23.59721954,24.59541711,50.44512931,4.196872829,109.8932845,200,225,10/4/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,9/28/2018,2.17,145,2.25,2,0,-8,17
17813,7.349731364,23.692697,24.86313938,49.37097625,3.710516749,108.9870607,200,225,10/5/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/1/2018,2.17,131,2.25,2,0,-8,17
17814,7.804036621,23.89381381,25.26536378,49.12103104,3.350650972,109.4348962,200,225,10/9/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/2/2018,2.17,133,2.25,2,0,-8,17
17815,7.883428619,24.33328662,25.54387833,49.71979896,3.744105026,111.2244976,200,225,10/10/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/3/2018,2.17,133,2.25,2,0,-8,17
17816,7.481266758,24.0484072,25.66325253,50.65347769,3.834564465,111.6809686,200,225,10/11/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/4/2018,2.18,132,2.25,2,0,-7,18
17819,7.031467093,25.10148215,26.10963022,52.05299456,4.084461018,114.380035,200,225,10/12/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/5/2018,2.18,123,2.25,2,0,-7,18
17820,7.195226996,25.20990283,26.09405964,50.15770481,3.483998222,112.1408925,200,225,10/15/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/9/2018,2.18,127,2.25,2,0,-7,18
17821,7.718697316,25.52004636,26.42911332,48.80593291,3.649830423,112.1236203,200,225,10/16/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/10/2018,2.18,133,2.25,2,0,-7,18
17822,7.489767868,25.07588377,26.16767488,51.01271224,3.324135714,113.0701745,200,225,10/17/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/11/2018,2.18,135,2.25,2,0,-7,18
17823,7.492793578,25.21201555,26.24949726,50.27570904,3.380445184,112.6104606,200,225,10/18/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/12/2018,2.18,129,2.25,2,0,-7,18
17826,7.837783307,24.81122333,25.84414892,50.04379745,3.618589054,112.1555421,200,225,10/19/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/15/2018,2.18,119,2.25,2,0,-7,18
17827,8.201743452,24.47215678,25.5575369,49.17831917,3.391936782,110.8016931,200,225,10/22/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/16/2018,2.18,120,2.25,2,0,-7,18
17828,8.156576249,24.08450959,25.43745357,50.53612206,3.522384771,111.7370462,200,225,10/23/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/17/2018,2.18,125,2.25,2,0,-7,18
17829,8.132868235,24.12298211,26.04169651,50.75394092,3.653764242,112.705252,200,225,10/24/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/18/2018,2.18,123,2.25,2,0,-7,18
17830,8.636240359,24.70118067,25.91296524,49.2518023,4.177830259,112.6800188,200,225,10/25/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/19/2018,2.18,121,2.25,2,0,-7,18
17833,8.423651794,24.31855701,25.57931508,49.98025179,3.948940562,112.2507162,200,225,10/26/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/22/2018,2.18,127,2.25,2,0,-7,18
17834,8.460610184,24.79135338,25.87907268,49.4366933,3.683090865,112.2508204,200,225,10/29/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/23/2018,2.18,132,2.25,2,0,-7,18
17835,7.972293995,24.55571783,26.10337209,52.74517216,3.58162482,114.9581809,200,225,10/30/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/24/2018,2.18,137,2.25,2,0,-7,18
17836,8.249954848,25.20868599,26.70588345,51.76491415,3.454863018,115.3843015,200,225,10/31/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/25/2018,2.19,135,2.25,2,0,-6,19
17837,8.839604111,25.71672612,27.09975795,52.83669651,3.945484215,118.4382689,200,225,11/1/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/26/2018,2.19,140,2.25,2,0,-6,19
17840,8.539495942,25.75715444,26.95139308,51.98825897,4.277419217,117.5137217,200,225,11/2/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/29/2018,2.19,138,2.25,2,0,-6,19
17841,8.780309088,26.20798535,27.35587504,49.71911515,4.169662264,116.2329469,200,225,11/5/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/30/2018,2.19,137,2.25,2,0,-6,19
17842,8.839237337,24.27408155,25.18745212,49.26805859,4.229228867,111.7980585,200,225,11/6/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,10/31/2018,2.19,135,2.25,2,0,-6,19
17843,8.086087173,25.37188616,27.05677661,50.41744842,3.997347992,114.9295464,200,225,11/7/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/1/2018,2.19,140,2.25,2,0,-6,19
17844,8.051733112,24.86283863,26.52616672,50.80134537,3.802139798,114.0442236,200,225,11/8/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/2/2018,2.19,154,2.25,2,0,-6,19
17848,7.557763514,24.62644416,26.29483193,50.66930443,3.96594114,113.1142852,200,225,11/9/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/5/2018,2.19,148,2.25,2,0,-6,19
17849,8.228491757,25.08494656,26.68481549,49.50588513,3.616360405,113.1204993,200,225,11/13/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/6/2018,2.19,149,2.25,2,0,-6,19
17850,7.678712893,26.50968567,28.07244276,54.85761597,3.673568367,120.7920257,200,225,11/14/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/7/2018,2.19,150,2.25,2,0,-6,19
17851,8.026158523,26.84964042,28.20970903,52.78535566,3.553184178,119.4240478,200,225,11/15/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/8/2018,2.19,137,2.25,2,0,-6,19
17854,8.490800008,25.08983232,26.57168063,52.98102462,4.001430611,117.1347682,200,225,11/16/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/9/2018,2.19,137,2.25,2,0,-6,19
17855,8.214960342,24.42585564,25.7108798,51.26657178,3.974033661,113.5923012,200,225,11/19/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/13/2018,2.19,126,2.25,2,0,-6,19
17856,7.577437428,24.84099444,25.23463822,50.84247145,3.76799061,112.2635322,200,225,11/20/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/14/2018,2.19,138,2.25,2,0,-6,19
17858,7.826795745,25.82742767,26.68334488,52.78955063,3.618475236,116.7455942,200,225,11/21/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/15/2018,2.19,131,2.25,2,0,-6,19
17861,8.219011353,24.27129976,25.7176191,51.5868054,3.802978725,113.5977143,200,225,11/23/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/16/2018,2.19,137,2.25,2,0,-6,19
17862,7.761996383,24.49995339,25.95730559,50.80600705,3.685280062,112.7105425,200,225,11/26/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/19/2018,2.19,148,2.25,2,0,-6,19
17863,7.778528857,24.92903362,26.16977748,51.33699531,3.395296415,113.6096317,200,225,11/27/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/20/2018,2.19,140,2.25,2,0,-6,19
17864,7.896385355,25.29884349,26.95725202,53.6000411,3.871829245,117.6243512,200,225,11/28/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/21/2018,2.19,124,2.25,2,0,-6,19
17865,8.226791606,25.3208573,26.39688069,57.28521992,3.930122021,121.1598715,200,225,11/29/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/23/2018,2.19,129,2.25,2,0,-6,19
17868,8.298651468,24.53439756,25.73689508,53.8959235,4.222423825,116.6882914,200,225,11/30/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/26/2018,2.19,142,2.25,2,0,-6,19
17869,6.737732205,25.24443614,27.36957818,54.95216072,4.668637643,118.9725449,200,225,12/3/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/27/2018,2.19,132,2.25,2,0,-6,19
17871,33.05139325,74.98927699,4.597379525,7.178769709,5.259526453,125.0763459,200,225,12/4/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/28/2018,2.19,132,2.25,2,0,-6,19
17872,26.29514376,58.07256697,4.173377238,8.077028788,25.68563563,122.3037524,200,225,12/6/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/29/2018,2.19,134,2.25,2,0,-6,19
17875,24.17655724,53.90727583,4.260306906,8.493841328,25.34102087,116.1790022,200,225,12/7/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,11/30/2018,2.19,146,2.25,2,0,-6,19
17876,24.41645371,51.19547146,4.178356532,8.846647093,23.80621164,112.4431404,200,225,12/10/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/3/2018,2.19,149,2.25,2,0,-6,19
17877,23.64028457,52.12675866,4.232129837,8.845835471,23.40425259,112.2492611,200,225,12/11/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/4/2018,2.19,120,2.25,2,0,-6,19
17878,23.83584139,53.17339778,4.325277479,8.969799499,22.66191908,112.9662352,200,225,12/12/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/6/2018,2.31,447,2.25,2,0,6,31
17879,24.57344925,52.63022237,4.189810996,8.47424884,23.47713035,113.3448618,200,225,12/13/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/7/2018,2.28,432,2.25,2,0,3,28
17882,26.19825249,60.35036868,3.750347736,7.078156773,23.02385127,120.400977,200,225,12/14/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/10/2018,2.2,425,2.25,2,0,-5,20
17883,26.4302956,60.37779347,3.935527674,7.257299078,25.1731142,123.17403,200,225,12/17/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/11/2018,2.17,435,2.25,2,0,-8,17
17884,26.55055248,59.11795143,3.658145103,7.475308406,25.61274684,122.4147042,200,225,12/18/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/12/2018,2.17,424,2.25,2,0,-8,17
17885,27.54600156,65.63974501,4.164374901,8.004436015,24.43938793,129.7939454,225,250,12/19/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/13/2018,2.18,426,2.25,2,0,-7,18
17886,27.16775571,66.13112068,3.576818035,8.725182614,27.90411548,133.5049925,225,250,12/20/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/14/2018,2.19,425,2.25,2,0,-6,19
17889,27.43119861,64.43655505,5.023489174,10.03491624,27.26962393,134.195783,225,250,12/21/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/17/2018,2.28,428,2.25,2,0,3,28
17891,28.06148001,68.87388196,4.836471997,8.827259203,25.96865509,136.5677483,225,250,12/24/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/18/2018,2.3,421,2.25,2,0,5,30
17892,27.31161106,68.25453346,4.723148224,9.506885258,27.14153598,136.937714,225,250,12/26/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/19/2018,2.29,424,2.25,2,0,4,29
17893,27.8015374,67.91929096,4.994737753,10.74280356,26.80524616,138.2636158,225,250,12/27/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/20/2018,2.4,418,2.5,2.25,0,-10,15
17896,38.30752928,97.93634446,4.557257419,9.104736754,26.16456457,176.0704325,225,250,12/28/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/21/2018,2.39,394,2.5,2.25,0,-11,14
17898,43.67685561,109.9781269,3.572533394,6.569863566,34.56171902,198.3590985,225,250,12/31/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,12/24/2018,2.41,385,2.5,2.25,0,-9,16
17899,34.21366046,83.69586462,3.618416872,7.432435235,40.31548537,169.2758626,225,250,1/2/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/26/2018,2.43,403,2.5,2.25,0,-7,18
17900,28.56192532,68.93472226,3.970149748,8.635682735,32.80139307,142.9038731,225,250,1/3/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/27/2018,2.43,390,2.5,2.25,0,-7,18
17903,27.19024378,66.76088793,4.295515116,8.957461454,27.21202863,134.4161369,225,250,1/4/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/28/2018,2.45,392,2.5,2.25,0,-5,20
17904,27.45350458,67.86418582,4.26175471,9.259944359,25.51691391,134.3563034,225,250,1/7/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/31/2018,2.95,409,2.5,2.25,0,45,70
17905,28.98547635,67.63586854,4.436324566,9.175309007,26.7554369,136.9884154,225,250,1/8/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,1/2/2019,3.1,452,2.5,2.25,0,60,85
17906,28.32151975,66.81432611,4.088562594,9.122119153,27.85190651,136.1984341,225,250,1/9/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,1/3/2019,2.7,444,2.5,2.25,0,20,45
17907,28.68911532,64.29407175,4.275347515,8.998551206,27.59179187,133.8488777,225,250,1/10/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,1/4/2019,2.43,449,2.5,2.25,0,-7,18
