Date,DFEDTARL,DFEDTARU,IORR,Dater,SOFR,EFFR,RRPONTSYAWARD
3/8/2017,0.5,0.75,0.75,8/21/2017,NA,1.16,1
3/9/2017,0.5,0.75,0.75,8/22/2017,NA,1.16,1
3/10/2017,0.5,0.75,0.75,8/23/2017,NA,1.16,1
3/11/2017,0.5,0.75,0.75,8/24/2017,NA,1.16,1
3/12/2017,0.5,0.75,0.75,8/25/2017,NA,1.16,1
3/13/2017,0.5,0.75,0.75,8/28/2017,NA,1.16,1
3/14/2017,0.5,0.75,0.75,8/29/2017,NA,1.16,1
3/15/2017,0.5,0.75,0.75,8/30/2017,NA,1.16,1
3/16/2017,0.75,1,1,8/31/2017,NA,1.07,1
3/17/2017,0.75,1,1,9/1/2017,NA,1.16,1
3/18/2017,0.75,1,1,9/5/2017,NA,1.16,1
3/19/2017,0.75,1,1,9/6/2017,NA,1.16,1
3/20/2017,0.75,1,1,9/7/2017,NA,1.16,1
3/21/2017,0.75,1,1,9/8/2017,NA,1.16,1
3/22/2017,0.75,1,1,9/11/2017,NA,1.16,1
3/23/2017,0.75,1,1,9/12/2017,NA,1.16,1
3/24/2017,0.75,1,1,9/13/2017,NA,1.16,1
3/25/2017,0.75,1,1,9/14/2017,NA,1.16,1
3/26/2017,0.75,1,1,9/15/2017,NA,1.16,1
3/27/2017,0.75,1,1,9/18/2017,NA,1.16,1
3/28/2017,0.75,1,1,9/19/2017,NA,1.16,1
3/29/2017,0.75,1,1,9/20/2017,NA,1.16,1
3/30/2017,0.75,1,1,9/21/2017,NA,1.16,1
3/31/2017,0.75,1,1,9/22/2017,NA,1.16,1
4/1/2017,0.75,1,1,9/25/2017,NA,1.16,1
4/2/2017,0.75,1,1,9/26/2017,NA,1.16,1
4/3/2017,0.75,1,1,9/27/2017,NA,1.16,1
4/4/2017,0.75,1,1,9/28/2017,NA,1.16,1
4/5/2017,0.75,1,1,9/29/2017,NA,1.06,1
4/6/2017,0.75,1,1,10/2/2017,NA,1.16,1
4/7/2017,0.75,1,1,10/3/2017,NA,1.16,1
4/8/2017,0.75,1,1,10/4/2017,NA,1.16,1
4/9/2017,0.75,1,1,10/5/2017,NA,1.16,1
4/10/2017,0.75,1,1,10/6/2017,NA,1.16,1
4/11/2017,0.75,1,1,10/10/2017,NA,1.16,1
4/12/2017,0.75,1,1,10/11/2017,NA,1.16,1
4/13/2017,0.75,1,1,10/12/2017,NA,1.16,1
4/14/2017,0.75,1,1,10/13/2017,NA,1.16,1
4/15/2017,0.75,1,1,10/16/2017,NA,1.16,1
4/16/2017,0.75,1,1,10/17/2017,NA,1.16,1
4/17/2017,0.75,1,1,10/18/2017,NA,1.16,1
4/18/2017,0.75,1,1,10/19/2017,NA,1.16,1
4/19/2017,0.75,1,1,10/20/2017,NA,1.16,1
4/20/2017,0.75,1,1,10/23/2017,NA,1.16,1
4/21/2017,0.75,1,1,10/24/2017,NA,1.16,1
4/22/2017,0.75,1,1,10/25/2017,NA,1.16,1
4/23/2017,0.75,1,1,10/26/2017,NA,1.16,1
4/24/2017,0.75,1,1,10/27/2017,NA,1.16,1
4/25/2017,0.75,1,1,10/30/2017,NA,1.16,1
4/26/2017,0.75,1,1,10/31/2017,NA,1.07,1
4/27/2017,0.75,1,1,11/1/2017,NA,1.16,1
4/28/2017,0.75,1,1,11/2/2017,NA,1.16,1
4/29/2017,0.75,1,1,11/3/2017,NA,1.16,1
4/30/2017,0.75,1,1,11/6/2017,NA,1.16,1
5/1/2017,0.75,1,1,11/7/2017,NA,1.16,1
5/2/2017,0.75,1,1,11/8/2017,NA,1.16,1
5/3/2017,0.75,1,1,11/9/2017,NA,1.16,1
5/4/2017,0.75,1,1,11/10/2017,NA,1.16,1
5/5/2017,0.75,1,1,11/13/2017,NA,1.16,1
5/6/2017,0.75,1,1,11/14/2017,NA,1.16,1
5/7/2017,0.75,1,1,11/15/2017,NA,1.16,1
5/8/2017,0.75,1,1,11/16/2017,NA,1.16,1
5/9/2017,0.75,1,1,11/17/2017,NA,1.16,1
5/10/2017,0.75,1,1,11/20/2017,NA,1.16,1
5/11/2017,0.75,1,1,11/21/2017,NA,1.16,1
5/12/2017,0.75,1,1,11/22/2017,NA,1.16,1
5/13/2017,0.75,1,1,11/24/2017,NA,1.16,1
5/14/2017,0.75,1,1,11/27/2017,NA,1.16,1
5/15/2017,0.75,1,1,11/28/2017,NA,1.16,1
5/16/2017,0.75,1,1,11/29/2017,NA,1.16,1
5/17/2017,0.75,1,1,11/30/2017,NA,1.07,1
5/18/2017,0.75,1,1,12/1/2017,NA,1.16,1
5/19/2017,0.75,1,1,12/4/2017,NA,1.16,1
5/20/2017,0.75,1,1,12/5/2017,NA,1.16,1
5/21/2017,0.75,1,1,12/6/2017,NA,1.16,1
5/22/2017,0.75,1,1,12/7/2017,NA,1.16,1
5/23/2017,0.75,1,1,12/8/2017,NA,1.16,1
5/24/2017,0.75,1,1,12/11/2017,NA,1.16,1
5/25/2017,0.75,1,1,12/12/2017,NA,1.17,1
5/26/2017,0.75,1,1,12/13/2017,NA,1.17,1
5/27/2017,0.75,1,1,12/14/2017,NA,1.41,1.25
5/28/2017,0.75,1,1,12/15/2017,NA,1.41,1.25
5/29/2017,0.75,1,1,12/18/2017,NA,1.42,1.25
5/30/2017,0.75,1,1,12/19/2017,NA,1.42,1.25
5/31/2017,0.75,1,1,12/20/2017,NA,1.42,1.25
6/1/2017,0.75,1,1,12/21/2017,NA,1.42,1.25
6/2/2017,0.75,1,1,12/22/2017,NA,1.42,1.25
6/3/2017,0.75,1,1,12/26/2017,NA,1.42,1.25
6/4/2017,0.75,1,1,12/27/2017,NA,1.42,1.25
6/5/2017,0.75,1,1,12/28/2017,NA,1.42,1.25
6/6/2017,0.75,1,1,12/29/2017,NA,1.33,1.25
6/7/2017,0.75,1,1,1/2/2018,NA,1.42,1.25
6/8/2017,0.75,1,1,1/3/2018,NA,1.42,1.25
6/9/2017,0.75,1,1,1/4/2018,NA,1.42,1.25
6/10/2017,0.75,1,1,1/5/2018,NA,1.42,1.25
6/11/2017,0.75,1,1,1/8/2018,NA,1.42,1.25
6/12/2017,0.75,1,1,1/9/2018,NA,1.42,1.25
6/13/2017,0.75,1,1,1/10/2018,NA,1.42,1.25
6/14/2017,0.75,1,1,1/11/2018,NA,1.42,1.25
6/15/2017,1,1.25,1.25,1/12/2018,NA,1.42,1.25
6/16/2017,1,1.25,1.25,1/16/2018,NA,1.42,1.25
6/17/2017,1,1.25,1.25,1/17/2018,NA,1.42,1.25
6/18/2017,1,1.25,1.25,1/18/2018,NA,1.42,1.25
6/19/2017,1,1.25,1.25,1/19/2018,NA,1.42,1.25
6/20/2017,1,1.25,1.25,1/22/2018,NA,1.42,1.25
6/21/2017,1,1.25,1.25,1/23/2018,NA,1.42,1.25
6/22/2017,1,1.25,1.25,1/24/2018,NA,1.42,1.25
6/23/2017,1,1.25,1.25,1/25/2018,NA,1.42,1.25
6/24/2017,1,1.25,1.25,1/26/2018,NA,1.42,1.25
6/25/2017,1,1.25,1.25,1/29/2018,NA,1.42,1.25
6/26/2017,1,1.25,1.25,1/30/2018,NA,1.42,1.25
6/27/2017,1,1.25,1.25,1/31/2018,NA,1.34,1.25
6/28/2017,1,1.25,1.25,2/1/2018,NA,1.42,1.25
6/29/2017,1,1.25,1.25,2/2/2018,NA,1.42,1.25
6/30/2017,1,1.25,1.25,2/5/2018,NA,1.42,1.25
7/1/2017,1,1.25,1.25,2/6/2018,NA,1.42,1.25
7/2/2017,1,1.25,1.25,2/7/2018,NA,1.42,1.25
7/3/2017,1,1.25,1.25,2/8/2018,NA,1.42,1.25
7/4/2017,1,1.25,1.25,2/9/2018,NA,1.42,1.25
7/5/2017,1,1.25,1.25,2/12/2018,NA,1.42,1.25
7/6/2017,1,1.25,1.25,2/13/2018,NA,1.42,1.25
7/7/2017,1,1.25,1.25,2/14/2018,NA,1.42,1.25
7/8/2017,1,1.25,1.25,2/15/2018,NA,1.42,1.25
7/9/2017,1,1.25,1.25,2/16/2018,NA,1.42,1.25
7/10/2017,1,1.25,1.25,2/20/2018,NA,1.42,1.25
7/11/2017,1,1.25,1.25,2/21/2018,NA,1.42,1.25
7/12/2017,1,1.25,1.25,2/22/2018,NA,1.42,1.25
7/13/2017,1,1.25,1.25,2/23/2018,NA,1.42,1.25
7/14/2017,1,1.25,1.25,2/26/2018,NA,1.42,1.25
7/15/2017,1,1.25,1.25,2/27/2018,NA,1.42,1.25
7/16/2017,1,1.25,1.25,2/28/2018,NA,1.35,1.25
7/17/2017,1,1.25,1.25,3/1/2018,NA,1.42,1.25
7/18/2017,1,1.25,1.25,3/2/2018,NA,1.42,1.25
7/19/2017,1,1.25,1.25,3/5/2018,NA,1.42,1.25
7/20/2017,1,1.25,1.25,3/6/2018,NA,1.42,1.25
7/21/2017,1,1.25,1.25,3/7/2018,NA,1.42,1.25
7/22/2017,1,1.25,1.25,3/8/2018,NA,1.42,1.25
7/23/2017,1,1.25,1.25,3/9/2018,NA,1.42,1.25
7/24/2017,1,1.25,1.25,3/12/2018,NA,1.42,1.25
7/25/2017,1,1.25,1.25,3/13/2018,NA,1.42,1.25
7/26/2017,1,1.25,1.25,3/14/2018,NA,1.42,1.25
7/27/2017,1,1.25,1.25,3/15/2018,NA,1.43,1.25
7/28/2017,1,1.25,1.25,3/16/2018,NA,1.43,1.25
7/29/2017,1,1.25,1.25,3/19/2018,NA,1.43,1.25
7/30/2017,1,1.25,1.25,3/20/2018,NA,1.44,1.25
7/31/2017,1,1.25,1.25,3/21/2018,NA,1.44,1.25
8/1/2017,1,1.25,1.25,3/22/2018,NA,1.68,1.5
8/2/2017,1,1.25,1.25,3/23/2018,NA,1.68,1.5
8/3/2017,1,1.25,1.25,3/26/2018,NA,1.68,1.5
8/4/2017,1,1.25,1.25,3/27/2018,NA,1.68,1.5
8/5/2017,1,1.25,1.25,3/28/2018,NA,1.68,1.5
8/6/2017,1,1.25,1.25,3/29/2018,NA,1.68,#N/A
8/7/2017,1,1.25,1.25,3/30/2018,NA,1.67,#N/A
8/8/2017,1,1.25,1.25,4/2/2018,1.8,1.68,1.5
8/9/2017,1,1.25,1.25,4/3/2018,1.83,1.69,1.5
8/10/2017,1,1.25,1.25,4/4/2018,1.74,1.69,1.5
8/11/2017,1,1.25,1.25,4/5/2018,1.75,1.69,1.5
8/12/2017,1,1.25,1.25,4/6/2018,1.75,1.69,1.5
8/13/2017,1,1.25,1.25,4/9/2018,1.75,1.69,1.5
8/14/2017,1,1.25,1.25,4/10/2018,1.75,1.69,1.5
8/15/2017,1,1.25,1.25,4/11/2018,1.76,1.69,1.5
8/16/2017,1,1.25,1.25,4/12/2018,1.73,1.69,1.5
8/17/2017,1,1.25,1.25,4/13/2018,1.72,1.69,1.5
8/18/2017,1,1.25,1.25,4/16/2018,1.77,1.69,1.5
8/19/2017,1,1.25,1.25,4/17/2018,1.76,1.69,1.5
8/20/2017,1,1.25,1.25,4/18/2018,1.75,1.69,1.5
8/21/2017,1,1.25,1.25,4/19/2018,1.73,1.69,1.5
8/22/2017,1,1.25,1.25,4/20/2018,1.72,1.7,1.5
8/23/2017,1,1.25,1.25,4/23/2018,1.7,1.7,1.5
8/24/2017,1,1.25,1.25,4/24/2018,1.71,1.7,1.5
8/25/2017,1,1.25,1.25,4/25/2018,1.71,1.7,1.5
8/26/2017,1,1.25,1.25,4/26/2018,1.72,1.7,1.5
8/27/2017,1,1.25,1.25,4/27/2018,1.72,1.7,1.5
8/28/2017,1,1.25,1.25,4/30/2018,1.77,1.69,1.5
8/29/2017,1,1.25,1.25,5/1/2018,1.76,1.7,1.5
8/30/2017,1,1.25,1.25,5/2/2018,1.75,1.7,1.5
8/31/2017,1,1.25,1.25,5/3/2018,1.74,1.7,1.5
9/1/2017,1,1.25,1.25,5/4/2018,1.72,1.7,1.5
9/2/2017,1,1.25,1.25,5/7/2018,1.71,1.7,1.5
9/3/2017,1,1.25,1.25,5/8/2018,1.72,1.7,1.5
9/4/2017,1,1.25,1.25,5/9/2018,1.72,1.7,1.5
9/5/2017,1,1.25,1.25,5/10/2018,1.73,1.7,1.5
9/6/2017,1,1.25,1.25,5/11/2018,1.73,1.7,1.5
9/7/2017,1,1.25,1.25,5/14/2018,1.75,1.7,1.5
9/8/2017,1,1.25,1.25,5/15/2018,1.79,1.7,1.5
9/9/2017,1,1.25,1.25,5/16/2018,1.75,1.7,1.5
9/10/2017,1,1.25,1.25,5/17/2018,1.74,1.7,1.5
9/11/2017,1,1.25,1.25,5/18/2018,1.73,1.7,1.5
9/12/2017,1,1.25,1.25,5/21/2018,1.69,1.7,1.5
9/13/2017,1,1.25,1.25,5/22/2018,1.65,1.7,1.5
9/14/2017,1,1.25,1.25,5/23/2018,1.67,1.7,1.5
9/15/2017,1,1.25,1.25,5/24/2018,1.74,1.7,1.5
9/16/2017,1,1.25,1.25,5/25/2018,1.73,1.7,1.5
9/17/2017,1,1.25,1.25,5/29/2018,1.72,1.7,1.5
9/18/2017,1,1.25,1.25,5/30/2018,1.72,1.7,1.5
9/19/2017,1,1.25,1.25,5/31/2018,1.81,1.7,1.5
9/20/2017,1,1.25,1.25,6/1/2018,1.81,1.7,1.5
9/21/2017,1,1.25,1.25,6/4/2018,1.8,1.7,1.5
9/22/2017,1,1.25,1.25,6/5/2018,1.75,1.7,1.5
9/23/2017,1,1.25,1.25,6/6/2018,1.73,1.7,1.5
9/24/2017,1,1.25,1.25,6/7/2018,1.71,1.7,1.5
9/25/2017,1,1.25,1.25,6/8/2018,1.69,1.7,1.5
9/26/2017,1,1.25,1.25,6/11/2018,1.69,1.7,1.5
9/27/2017,1,1.25,1.25,6/12/2018,1.67,1.7,1.5
9/28/2017,1,1.25,1.25,6/13/2018,1.71,1.7,1.5
9/29/2017,1,1.25,1.25,6/14/2018,1.9,1.9,1.75
9/30/2017,1,1.25,1.25,6/15/2018,1.91,1.9,1.75
10/1/2017,1,1.25,1.25,6/18/2018,1.9,1.9,1.75
10/2/2017,1,1.25,1.25,6/19/2018,1.88,1.91,1.75
10/3/2017,1,1.25,1.25,6/20/2018,1.87,1.92,1.75
10/4/2017,1,1.25,1.25,6/21/2018,1.87,1.92,1.75
10/5/2017,1,1.25,1.25,6/22/2018,1.92,1.92,1.75
10/6/2017,1,1.25,1.25,6/25/2018,1.91,1.92,1.75
10/7/2017,1,1.25,1.25,6/26/2018,1.9,1.92,1.75
10/8/2017,1,1.25,1.25,6/27/2018,1.9,1.91,1.75
10/9/2017,1,1.25,1.25,6/28/2018,1.93,1.91,1.75
10/10/2017,1,1.25,1.25,6/29/2018,2.12,1.91,1.75
10/11/2017,1,1.25,1.25,7/2/2018,2.04,1.91,1.75
10/12/2017,1,1.25,1.25,7/3/2018,2,1.91,1.75
10/13/2017,1,1.25,1.25,7/5/2018,1.97,1.91,1.75
10/14/2017,1,1.25,1.25,7/6/2018,1.93,1.91,1.75
10/15/2017,1,1.25,1.25,7/9/2018,1.89,1.91,1.75
10/16/2017,1,1.25,1.25,7/10/2018,1.89,1.91,1.75
10/17/2017,1,1.25,1.25,7/11/2018,1.89,1.91,1.75
10/18/2017,1,1.25,1.25,7/12/2018,1.9,1.91,1.75
10/19/2017,1,1.25,1.25,7/13/2018,1.9,1.91,1.75
10/20/2017,1,1.25,1.25,7/16/2018,1.95,1.91,1.75
10/21/2017,1,1.25,1.25,7/17/2018,1.92,1.91,1.75
10/22/2017,1,1.25,1.25,7/18/2018,1.9,1.91,1.75
10/23/2017,1,1.25,1.25,7/19/2018,1.9,1.91,1.75
10/24/2017,1,1.25,1.25,7/20/2018,1.88,1.91,1.75
10/25/2017,1,1.25,1.25,7/23/2018,1.87,1.91,1.75
10/26/2017,1,1.25,1.25,7/24/2018,1.9,1.91,1.75
10/27/2017,1,1.25,1.25,7/25/2018,1.87,1.91,1.75
10/28/2017,1,1.25,1.25,7/26/2018,1.9,1.91,1.75
10/29/2017,1,1.25,1.25,7/27/2018,1.88,1.91,1.75
10/30/2017,1,1.25,1.25,7/30/2018,1.88,1.91,1.75
10/31/2017,1,1.25,1.25,7/31/2018,1.93,1.91,1.75
11/1/2017,1,1.25,1.25,8/1/2018,1.88,1.91,1.75
11/2/2017,1,1.25,1.25,8/2/2018,1.91,1.91,1.75
11/3/2017,1,1.25,1.25,8/3/2018,1.86,1.91,1.75
11/4/2017,1,1.25,1.25,8/6/2018,1.86,1.91,1.75
11/5/2017,1,1.25,1.25,8/7/2018,1.87,1.91,1.75
11/6/2017,1,1.25,1.25,8/8/2018,1.88,1.91,1.75
11/7/2017,1,1.25,1.25,8/9/2018,1.91,1.91,1.75
11/8/2017,1,1.25,1.25,8/10/2018,1.9,1.91,1.75
11/9/2017,1,1.25,1.25,8/13/2018,1.91,1.91,1.75
11/10/2017,1,1.25,1.25,8/14/2018,1.93,1.91,1.75
11/11/2017,1,1.25,1.25,8/15/2018,1.98,1.91,1.75
11/12/2017,1,1.25,1.25,8/16/2018,1.99,1.92,1.75
11/13/2017,1,1.25,1.25,8/17/2018,1.9,1.92,1.75
11/14/2017,1,1.25,1.25,8/20/2018,1.9,1.92,1.75
11/15/2017,1,1.25,1.25,8/21/2018,1.9,1.92,1.75
11/16/2017,1,1.25,1.25,8/22/2018,1.9,1.92,1.75
11/17/2017,1,1.25,1.25,8/23/2018,1.94,1.92,1.75
11/18/2017,1,1.25,1.25,8/24/2018,1.95,1.92,1.75
11/19/2017,1,1.25,1.25,8/27/2018,1.95,1.92,1.75
11/20/2017,1,1.25,1.25,8/28/2018,1.95,1.92,1.75
11/21/2017,1,1.25,1.25,8/29/2018,1.93,1.92,1.75
11/22/2017,1,1.25,1.25,8/30/2018,1.93,1.92,1.75
11/23/2017,1,1.25,1.25,8/31/2018,1.97,1.91,1.75
11/24/2017,1,1.25,1.25,9/4/2018,1.95,1.92,1.75
11/25/2017,1,1.25,1.25,9/5/2018,1.95,1.92,1.75
11/26/2017,1,1.25,1.25,9/6/2018,1.94,1.92,1.75
11/27/2017,1,1.25,1.25,9/7/2018,1.94,1.92,1.75
11/28/2017,1,1.25,1.25,9/10/2018,1.94,1.92,1.75
11/29/2017,1,1.25,1.25,9/11/2018,1.94,1.92,1.75
11/30/2017,1,1.25,1.25,9/12/2018,1.94,1.92,1.75
12/1/2017,1,1.25,1.25,9/13/2018,1.94,1.92,1.75
12/2/2017,1,1.25,1.25,9/14/2018,1.95,1.92,1.75
12/3/2017,1,1.25,1.25,9/17/2018,2,1.92,1.75
12/4/2017,1,1.25,1.25,9/18/2018,1.94,1.92,1.75
12/5/2017,1,1.25,1.25,9/19/2018,1.92,1.92,1.75
12/6/2017,1,1.25,1.25,9/20/2018,1.92,1.92,1.75
12/7/2017,1,1.25,1.25,9/21/2018,1.92,1.92,1.75
12/8/2017,1,1.25,1.25,9/24/2018,1.95,1.93,1.75
12/9/2017,1,1.25,1.25,9/25/2018,1.93,1.93,1.75
12/10/2017,1,1.25,1.25,9/26/2018,1.92,1.93,1.75
12/11/2017,1,1.25,1.25,9/27/2018,2.16,2.18,2
12/12/2017,1,1.25,1.25,9/28/2018,2.25,2.18,2
12/13/2017,1,1.25,1.25,10/1/2018,2.22,2.18,2
12/14/2017,1.25,1.5,1.5,10/2/2018,2.2,2.18,2
12/15/2017,1.25,1.5,1.5,10/3/2018,2.2,2.18,2
12/16/2017,1.25,1.5,1.5,10/4/2018,2.18,2.18,2
12/17/2017,1.25,1.5,1.5,10/5/2018,2.16,2.18,2
12/18/2017,1.25,1.5,1.5,10/9/2018,2.15,2.18,2
12/19/2017,1.25,1.5,1.5,10/10/2018,2.15,2.18,2
12/20/2017,1.25,1.5,1.5,10/11/2018,2.17,2.18,2
12/21/2017,1.25,1.5,1.5,10/12/2018,2.18,2.18,2
12/22/2017,1.25,1.5,1.5,10/15/2018,2.21,2.18,2
12/23/2017,1.25,1.5,1.5,10/16/2018,2.18,2.18,2
12/24/2017,1.25,1.5,1.5,10/17/2018,2.18,2.19,2
12/25/2017,1.25,1.5,1.5,10/18/2018,2.19,2.19,2
12/26/2017,1.25,1.5,1.5,10/19/2018,2.19,2.19,2
12/27/2017,1.25,1.5,1.5,10/22/2018,2.18,2.19,2
12/28/2017,1.25,1.5,1.5,10/23/2018,2.17,2.2,2
12/29/2017,1.25,1.5,1.5,10/24/2018,2.18,2.2,2
12/30/2017,1.25,1.5,1.5,10/25/2018,2.19,2.2,2
12/31/2017,1.25,1.5,1.5,10/26/2018,2.19,2.2,2
1/1/2018,1.25,1.5,1.5,10/29/2018,2.18,2.2,2
1/2/2018,1.25,1.5,1.5,10/30/2018,2.18,2.2,2
1/3/2018,1.25,1.5,1.5,10/31/2018,2.22,2.2,2
1/4/2018,1.25,1.5,1.5,11/1/2018,2.22,2.2,2
1/5/2018,1.25,1.5,1.5,11/2/2018,2.25,2.19,2
1/6/2018,1.25,1.5,1.5,11/5/2018,2.24,2.2,2
1/7/2018,1.25,1.5,1.5,11/6/2018,2.22,2.2,2
1/8/2018,1.25,1.5,1.5,11/7/2018,2.18,2.2,2
1/9/2018,1.25,1.5,1.5,11/8/2018,2.21,2.2,2
1/10/2018,1.25,1.5,1.5,11/9/2018,2.2,2.19,2
1/11/2018,1.25,1.5,1.5,11/13/2018,2.2,2.2,2
1/12/2018,1.25,1.5,1.5,11/14/2018,2.2,2.2,2
1/13/2018,1.25,1.5,1.5,11/15/2018,2.28,2.2,2
1/14/2018,1.25,1.5,1.5,11/16/2018,2.26,2.2,2
1/15/2018,1.25,1.5,1.5,11/19/2018,2.24,2.2,2
1/16/2018,1.25,1.5,1.5,11/20/2018,2.2,2.2,2
1/17/2018,1.25,1.5,1.5,11/21/2018,2.18,2.2,2
1/18/2018,1.25,1.5,1.5,11/23/2018,2.23,2.2,2
1/19/2018,1.25,1.5,1.5,11/26/2018,2.2,2.2,2
1/20/2018,1.25,1.5,1.5,11/27/2018,2.19,2.2,2
1/21/2018,1.25,1.5,1.5,11/28/2018,2.19,2.2,2
1/22/2018,1.25,1.5,1.5,11/29/2018,2.24,2.2,2
1/23/2018,1.25,1.5,1.5,11/30/2018,2.28,2.2,2
1/24/2018,1.25,1.5,1.5,12/3/2018,2.23,2.19,2
1/25/2018,1.25,1.5,1.5,12/4/2018,2.27,2.2,#N/A
1/26/2018,1.25,1.5,1.5,12/5/2018,NA,2.2,#N/A
1/27/2018,1.25,1.5,1.5,12/6/2018,2.34,2.2,2
1/28/2018,1.25,1.5,1.5,12/7/2018,2.3,2.19,2
1/29/2018,1.25,1.5,1.5,12/10/2018,2.22,2.2,2
1/30/2018,1.25,1.5,1.5,12/11/2018,2.19,2.19,2
1/31/2018,1.25,1.5,1.5,12/12/2018,2.2,2.19,2
2/1/2018,1.25,1.5,1.5,12/13/2018,2.21,2.19,2
2/2/2018,1.25,1.5,1.5,12/14/2018,2.21,2.19,2
2/3/2018,1.25,1.5,1.5,12/17/2018,2.31,2.2,2
2/4/2018,1.25,1.5,1.5,12/18/2018,2.32,2.2,2
2/5/2018,1.25,1.5,1.5,12/19/2018,2.3,2.2,2
2/6/2018,1.25,1.5,1.5,12/20/2018,2.41,2.4,2.25
2/7/2018,1.25,1.5,1.5,12/21/2018,2.4,2.4,2.25
2/8/2018,1.25,1.5,1.5,12/24/2018,2.41,2.4,2.25
2/9/2018,1.25,1.5,1.5,12/26/2018,2.44,2.4,2.25
2/10/2018,1.25,1.5,1.5,12/27/2018,2.44,2.4,2.25
2/11/2018,1.25,1.5,1.5,12/28/2018,2.46,2.4,2.25
2/12/2018,1.25,1.5,1.5,12/31/2018,3,2.4,2.25
2/13/2018,1.25,1.5,1.5,1/2/2019,3.15,2.4,2.25
2/14/2018,1.25,1.5,1.5,1/3/2019,2.7,2.4,2.25
2/15/2018,1.25,1.5,1.5,1/4/2019,2.45,2.4,2.25
2/16/2018,1.25,1.5,1.5,1/7/2019,2.41,2.4,2.25
2/17/2018,1.25,1.5,1.5,1/8/2019,2.42,2.4,2.25
2/18/2018,1.25,1.5,1.5,1/9/2019,2.45,2.4,2.25
2/19/2018,1.25,1.5,1.5,1/10/2019,2.43,2.4,2.25
2/20/2018,1.25,1.5,1.5,1/11/2019,2.41,2.4,2.25
2/21/2018,1.25,1.5,1.5,1/14/2019,2.4,2.4,2.25
2/22/2018,1.25,1.5,1.5,1/15/2019,2.46,2.4,2.25
2/23/2018,1.25,1.5,1.5,1/16/2019,2.43,2.4,2.25
2/24/2018,1.25,1.5,1.5,1/17/2019,2.41,2.4,2.25
2/25/2018,1.25,1.5,1.5,1/18/2019,2.42,2.4,2.25
2/26/2018,1.25,1.5,1.5,1/22/2019,2.41,2.4,2.25
2/27/2018,1.25,1.5,1.5,1/23/2019,2.4,2.4,2.25
2/28/2018,1.25,1.5,1.5,1/24/2019,2.41,2.4,2.25
3/1/2018,1.25,1.5,1.5,1/25/2019,2.4,2.4,2.25
3/2/2018,1.25,1.5,1.5,1/28/2019,2.39,2.4,2.25
3/3/2018,1.25,1.5,1.5,1/29/2019,2.4,2.4,2.25
3/4/2018,1.25,1.5,1.5,1/30/2019,2.39,2.4,2.25
3/5/2018,1.25,1.5,1.5,1/31/2019,2.58,2.4,2.25
3/6/2018,1.25,1.5,1.5,2/1/2019,2.47,2.4,2.25
3/7/2018,1.25,1.5,1.5,2/4/2019,2.4,2.4,2.25
3/8/2018,1.25,1.5,1.5,2/5/2019,2.4,2.4,2.25
3/9/2018,1.25,1.5,1.5,2/6/2019,2.38,2.4,2.25
3/10/2018,1.25,1.5,1.5,2/7/2019,2.38,2.4,2.25
3/11/2018,1.25,1.5,1.5,2/8/2019,2.37,2.4,2.25
3/12/2018,1.25,1.5,1.5,2/11/2019,2.4,2.4,2.25
3/13/2018,1.25,1.5,1.5,2/12/2019,2.39,2.4,2.25
3/14/2018,1.25,1.5,1.5,2/13/2019,2.38,2.4,2.25
3/15/2018,1.25,1.5,1.5,2/14/2019,2.39,2.4,2.25
3/16/2018,1.25,1.5,1.5,2/15/2019,2.43,2.4,2.25
3/17/2018,1.25,1.5,1.5,2/19/2019,2.4,2.4,2.25
3/18/2018,1.25,1.5,1.5,2/20/2019,2.39,2.4,2.25
3/19/2018,1.25,1.5,1.5,2/21/2019,2.39,2.4,2.25
3/20/2018,1.25,1.5,1.5,2/22/2019,2.4,2.4,2.25
3/21/2018,1.25,1.5,1.5,2/25/2019,2.38,2.4,2.25
3/22/2018,1.5,1.75,1.75,2/26/2019,2.38,2.4,2.25
3/23/2018,1.5,1.75,1.75,2/27/2019,2.37,2.4,2.25
3/24/2018,1.5,1.75,1.75,2/28/2019,2.58,2.4,2.25
3/25/2018,1.5,1.75,1.75,3/1/2019,2.38,2.4,2.25
3/26/2018,1.5,1.75,1.75,3/4/2019,2.38,2.4,2.25
3/27/2018,1.5,1.75,1.75,3/5/2019,2.38,2.4,2.25
3/28/2018,1.5,1.75,1.75,3/6/2019,2.38,2.4,2.25
3/29/2018,1.5,1.75,1.75,3/7/2019,2.38,2.4,2.25
3/30/2018,1.5,1.75,1.75,3/8/2019,2.39,2.4,2.25
3/31/2018,1.5,1.75,1.75,3/11/2019,2.38,2.4,2.25
4/1/2018,1.5,1.75,1.75,3/12/2019,2.39,2.4,2.25
4/2/2018,1.5,1.75,1.75,3/13/2019,2.4,2.4,2.25
4/3/2018,1.5,1.75,1.75,3/14/2019,2.42,2.4,2.25
4/4/2018,1.5,1.75,1.75,3/15/2019,2.46,2.4,2.25
4/5/2018,1.5,1.75,1.75,3/18/2019,2.41,2.4,2.25
4/6/2018,1.5,1.75,1.75,3/19/2019,2.42,2.4,2.25
4/7/2018,1.5,1.75,1.75,3/20/2019,2.47,2.41,2.25
4/8/2018,1.5,1.75,1.75,3/21/2019,2.44,2.41,2.25
