,DFEDTARL,,DFEDTARU,,RRPONTSYAWARD,,IORB,,IORR (+IORR 3/1/14-7/28/21,,Date,SOFR,EFFR
"Billions of U.S. Dollars, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",,,
"Weekly, Ending Wednesday",d,"Daily, 7-Day",d,"Daily, 7-Day",d,Daily,d,"Daily, 7-Day",d,"Daily, 7-Day",,,
1984-01-04 to 2023-12-20,12/16/2008,2008-12-16 to 2023-12-21,12/16/2008,2008-12-16 to 2023-12-21,9/23/2013,2013-09-23 to 2023-12-21,7/29/2021,2021-07-29 to 2023-12-22,10/9/2008,2008-10-09 to 2021-07-28,,,
,Federal Funds Target Range - Lower Limit,,Federal Funds Target Range - Upper Limit,,Overnight Reverse Repurchase Agreements Award Rate: Treasury Securities Sold by the Federal Reserve in the Temporary Open Market Operations,,Interest Rate on Reserve Balances,,Interest Rate on Required Reserves (DISCONTINUED),,,,
,Board of Governors of the Federal Reserve System (US),,Board of Governors of the Federal Reserve System (US),,Federal Reserve Bank of New York,,Board of Governors of the Federal Reserve System (US),,Board of Governors of the Federal Reserve System (US),,,,
value,date,value,date,value,date,value,date,value,date,value,,,
36.772,9/24/2016,0.25,9/24/2016,0.5,12/15/2016,0.5,,,9/24/2016,0.5,12/23/2016,NA,0.66
37.366,9/25/2016,0.25,9/25/2016,0.5,12/16/2016,0.5,,,9/25/2016,0.5,12/27/2016,NA,0.66
39.371,9/26/2016,0.25,9/26/2016,0.5,12/19/2016,0.5,,,9/26/2016,0.5,12/28/2016,NA,0.66
38.981,9/27/2016,0.25,9/27/2016,0.5,12/20/2016,0.5,,,9/27/2016,0.5,12/29/2016,NA,0.66
39.533,9/28/2016,0.25,9/28/2016,0.5,12/21/2016,0.5,,,9/28/2016,0.5,12/30/2016,NA,0.55
34.534,9/29/2016,0.25,9/29/2016,0.5,12/22/2016,0.5,,,9/29/2016,0.5,1/3/2017,NA,0.66
35.054,9/30/2016,0.25,9/30/2016,0.5,12/23/2016,0.5,,,9/30/2016,0.5,1/4/2017,NA,0.66
32.406,10/1/2016,0.25,10/1/2016,0.5,12/26/2016,#N/A,,,10/1/2016,0.5,1/5/2017,NA,0.66
34.424,10/2/2016,0.25,10/2/2016,0.5,12/27/2016,0.5,,,10/2/2016,0.5,1/6/2017,NA,0.66
33.793,10/3/2016,0.25,10/3/2016,0.5,12/28/2016,0.5,,,10/3/2016,0.5,1/9/2017,NA,0.66
36.339,10/4/2016,0.25,10/4/2016,0.5,12/29/2016,0.5,,,10/4/2016,0.5,1/10/2017,NA,0.66
34.829,10/5/2016,0.25,10/5/2016,0.5,12/30/2016,0.5,,,10/5/2016,0.5,1/11/2017,NA,0.66
36.064,10/6/2016,0.25,10/6/2016,0.5,1/2/2017,#N/A,,,10/6/2016,0.5,1/12/2017,NA,0.66
35.458,10/7/2016,0.25,10/7/2016,0.5,1/3/2017,0.5,,,10/7/2016,0.5,1/13/2017,NA,0.66
36.451,10/8/2016,0.25,10/8/2016,0.5,1/4/2017,0.5,,,10/8/2016,0.5,1/17/2017,NA,0.66
37.512,10/9/2016,0.25,10/9/2016,0.5,1/5/2017,0.5,,,10/9/2016,0.5,1/18/2017,NA,0.66
39.201,10/10/2016,0.25,10/10/2016,0.5,1/6/2017,0.5,,,10/10/2016,0.5,1/19/2017,NA,0.66
39.065,10/11/2016,0.25,10/11/2016,0.5,1/9/2017,0.5,,,10/11/2016,0.5,1/20/2017,NA,0.66
39.03,10/12/2016,0.25,10/12/2016,0.5,1/10/2017,0.5,,,10/12/2016,0.5,1/23/2017,NA,0.66
37.637,10/13/2016,0.25,10/13/2016,0.5,1/11/2017,0.5,,,10/13/2016,0.5,1/24/2017,NA,0.66
34.686,10/14/2016,0.25,10/14/2016,0.5,1/12/2017,0.5,,,10/14/2016,0.5,1/25/2017,NA,0.66
38.832,10/15/2016,0.25,10/15/2016,0.5,1/13/2017,0.5,,,10/15/2016,0.5,1/26/2017,NA,0.66
34.885,10/16/2016,0.25,10/16/2016,0.5,1/16/2017,#N/A,,,10/16/2016,0.5,1/27/2017,NA,0.66
36.559,10/17/2016,0.25,10/17/2016,0.5,1/17/2017,0.5,,,10/17/2016,0.5,1/30/2017,NA,0.66
39.227,10/18/2016,0.25,10/18/2016,0.5,1/18/2017,0.5,,,10/18/2016,0.5,1/31/2017,NA,0.56
38.14,10/19/2016,0.25,10/19/2016,0.5,1/19/2017,0.5,,,10/19/2016,0.5,2/1/2017,NA,0.66
37.506,10/20/2016,0.25,10/20/2016,0.5,1/20/2017,0.5,,,10/20/2016,0.5,2/2/2017,NA,0.66
37.045,10/21/2016,0.25,10/21/2016,0.5,1/23/2017,0.5,,,10/21/2016,0.5,2/3/2017,NA,0.66
38.478,10/22/2016,0.25,10/22/2016,0.5,1/24/2017,0.5,,,10/22/2016,0.5,2/6/2017,NA,0.66
39.183,10/23/2016,0.25,10/23/2016,0.5,1/25/2017,0.5,,,10/23/2016,0.5,2/7/2017,NA,0.66
37.691,10/24/2016,0.25,10/24/2016,0.5,1/26/2017,0.5,,,10/24/2016,0.5,2/8/2017,NA,0.66
37.122,10/25/2016,0.25,10/25/2016,0.5,1/27/2017,0.5,,,10/25/2016,0.5,2/9/2017,NA,0.66
38.36,10/26/2016,0.25,10/26/2016,0.5,1/30/2017,0.5,,,10/26/2016,0.5,2/10/2017,NA,0.66
36.35,10/27/2016,0.25,10/27/2016,0.5,1/31/2017,0.5,,,10/27/2016,0.5,2/13/2017,NA,0.66
37.161,10/28/2016,0.25,10/28/2016,0.5,2/1/2017,0.5,,,10/28/2016,0.5,2/14/2017,NA,0.66
35.756,10/29/2016,0.25,10/29/2016,0.5,2/2/2017,0.5,,,10/29/2016,0.5,2/15/2017,NA,0.66
37.301,10/30/2016,0.25,10/30/2016,0.5,2/3/2017,0.5,,,10/30/2016,0.5,2/16/2017,NA,0.66
37.182,10/31/2016,0.25,10/31/2016,0.5,2/6/2017,0.5,,,10/31/2016,0.5,2/17/2017,NA,0.66
37.841,11/1/2016,0.25,11/1/2016,0.5,2/7/2017,0.5,,,11/1/2016,0.5,2/21/2017,NA,0.66
37.441,11/2/2016,0.25,11/2/2016,0.5,2/8/2017,0.5,,,11/2/2016,0.5,2/22/2017,NA,0.66
36.079,11/3/2016,0.25,11/3/2016,0.5,2/9/2017,0.5,,,11/3/2016,0.5,2/23/2017,NA,0.66
37.06,11/4/2016,0.25,11/4/2016,0.5,2/10/2017,0.5,,,11/4/2016,0.5,2/24/2017,NA,0.66
36.935,11/5/2016,0.25,11/5/2016,0.5,2/13/2017,0.5,,,11/5/2016,0.5,2/27/2017,NA,0.66
36.443,11/6/2016,0.25,11/6/2016,0.5,2/14/2017,0.5,,,11/6/2016,0.5,2/28/2017,NA,0.57
36.21,11/7/2016,0.25,11/7/2016,0.5,2/15/2017,0.5,,,11/7/2016,0.5,3/1/2017,NA,0.66
35.981,11/8/2016,0.25,11/8/2016,0.5,2/16/2017,0.5,,,11/8/2016,0.5,3/2/2017,NA,0.66
38.558,11/9/2016,0.25,11/9/2016,0.5,2/17/2017,0.5,,,11/9/2016,0.5,3/3/2017,NA,0.66
37.886,11/10/2016,0.25,11/10/2016,0.5,2/20/2017,#N/A,,,11/10/2016,0.5,3/6/2017,NA,0.66
36.231,11/11/2016,0.25,11/11/2016,0.5,2/21/2017,0.5,,,11/11/2016,0.5,3/7/2017,NA,0.66
35.738,11/12/2016,0.25,11/12/2016,0.5,2/22/2017,0.5,,,11/12/2016,0.5,3/8/2017,NA,0.66
38.725,11/13/2016,0.25,11/13/2016,0.5,2/23/2017,0.5,,,11/13/2016,0.5,3/9/2017,NA,0.66
38.044,11/14/2016,0.25,11/14/2016,0.5,2/24/2017,0.5,,,11/14/2016,0.5,3/10/2017,NA,0.66
37.004,11/15/2016,0.25,11/15/2016,0.5,2/27/2017,0.5,,,11/15/2016,0.5,3/13/2017,NA,0.66
37.299,11/16/2016,0.25,11/16/2016,0.5,2/28/2017,0.5,,,11/16/2016,0.5,3/14/2017,NA,0.66
37.816,11/17/2016,0.25,11/17/2016,0.5,3/1/2017,0.5,,,11/17/2016,0.5,3/15/2017,NA,0.66
39.632,11/18/2016,0.25,11/18/2016,0.5,3/2/2017,0.5,,,11/18/2016,0.5,3/16/2017,NA,0.91
38.981,11/19/2016,0.25,11/19/2016,0.5,3/3/2017,0.5,,,11/19/2016,0.5,3/17/2017,NA,0.91
34.068,11/20/2016,0.25,11/20/2016,0.5,3/6/2017,0.5,,,11/20/2016,0.5,3/20/2017,NA,0.91
33.215,11/21/2016,0.25,11/21/2016,0.5,3/7/2017,0.5,,,11/21/2016,0.5,3/21/2017,NA,0.91
31.422,11/22/2016,0.25,11/22/2016,0.5,3/8/2017,0.5,,,11/22/2016,0.5,3/22/2017,NA,0.91
33.425,11/23/2016,0.25,11/23/2016,0.5,3/9/2017,0.5,,,11/23/2016,0.5,3/23/2017,NA,0.91
31.469,11/24/2016,0.25,11/24/2016,0.5,3/10/2017,0.5,,,11/24/2016,0.5,3/24/2017,NA,0.91
33.291,11/25/2016,0.25,11/25/2016,0.5,3/13/2017,0.5,,,11/25/2016,0.5,3/27/2017,NA,0.91
35.665,11/26/2016,0.25,11/26/2016,0.5,3/14/2017,0.5,,,11/26/2016,0.5,3/28/2017,NA,0.91
35.228,11/27/2016,0.25,11/27/2016,0.5,3/15/2017,0.5,,,11/27/2016,0.5,3/29/2017,NA,0.91
34.234,11/28/2016,0.25,11/28/2016,0.5,3/16/2017,0.75,,,11/28/2016,0.5,3/30/2017,NA,0.91
34.674,11/29/2016,0.25,11/29/2016,0.5,3/17/2017,0.75,,,11/29/2016,0.5,3/31/2017,NA,0.82
34.774,11/30/2016,0.25,11/30/2016,0.5,3/20/2017,0.75,,,11/30/2016,0.5,4/3/2017,NA,0.91
36.039,12/1/2016,0.25,12/1/2016,0.5,3/21/2017,0.75,,,12/1/2016,0.5,4/4/2017,NA,0.91
36.453,12/2/2016,0.25,12/2/2016,0.5,3/22/2017,0.75,,,12/2/2016,0.5,4/5/2017,NA,0.91
36.118,12/3/2016,0.25,12/3/2016,0.5,3/23/2017,0.75,,,12/3/2016,0.5,4/6/2017,NA,0.91
35.646,12/4/2016,0.25,12/4/2016,0.5,3/24/2017,0.75,,,12/4/2016,0.5,4/7/2017,NA,0.91
35.531,12/5/2016,0.25,12/5/2016,0.5,3/27/2017,0.75,,,12/5/2016,0.5,4/10/2017,NA,0.91
32.273,12/6/2016,0.25,12/6/2016,0.5,3/28/2017,0.75,,,12/6/2016,0.5,4/11/2017,NA,0.91
32.256,12/7/2016,0.25,12/7/2016,0.5,3/29/2017,0.75,,,12/7/2016,0.5,4/12/2017,NA,0.91
31.714,12/8/2016,0.25,12/8/2016,0.5,3/30/2017,0.75,,,12/8/2016,0.5,4/13/2017,NA,0.91
35.325,12/9/2016,0.25,12/9/2016,0.5,3/31/2017,0.75,,,12/9/2016,0.5,4/14/2017,NA,0.91
33.953,12/10/2016,0.25,12/10/2016,0.5,4/3/2017,0.75,,,12/10/2016,0.5,4/17/2017,NA,0.91
32.885,12/11/2016,0.25,12/11/2016,0.5,4/4/2017,0.75,,,12/11/2016,0.5,4/18/2017,NA,0.91
33.033,12/12/2016,0.25,12/12/2016,0.5,4/5/2017,0.75,,,12/12/2016,0.5,4/19/2017,NA,0.91
33.798,12/13/2016,0.25,12/13/2016,0.5,4/6/2017,0.75,,,12/13/2016,0.5,4/20/2017,NA,0.91
35.923,12/14/2016,0.5,12/14/2016,0.75,4/7/2017,0.75,,,12/14/2016,0.5,4/21/2017,NA,0.91
33.207,12/15/2016,0.5,12/15/2016,0.75,4/10/2017,0.75,,,12/15/2016,0.75,4/24/2017,NA,0.91
33.633,12/16/2016,0.5,12/16/2016,0.75,4/11/2017,0.75,,,12/16/2016,0.75,4/25/2017,NA,0.91
33.258,12/17/2016,0.5,12/17/2016,0.75,4/12/2017,0.75,,,12/17/2016,0.75,4/26/2017,NA,0.91
32.702,12/18/2016,0.5,12/18/2016,0.75,4/13/2017,#N/A,,,12/18/2016,0.75,4/27/2017,NA,0.91
32.748,12/19/2016,0.5,12/19/2016,0.75,4/14/2017,#N/A,,,12/19/2016,0.75,4/28/2017,NA,0.83
32.467,12/20/2016,0.5,12/20/2016,0.75,4/17/2017,0.75,,,12/20/2016,0.75,5/1/2017,NA,0.91
33.262,12/21/2016,0.5,12/21/2016,0.75,4/18/2017,0.75,,,12/21/2016,0.75,5/2/2017,NA,0.91
32.873,12/22/2016,0.5,12/22/2016,0.75,4/19/2017,0.75,,,12/22/2016,0.75,5/3/2017,NA,0.91
33.793,12/23/2016,0.5,12/23/2016,0.75,4/20/2017,0.75,,,12/23/2016,0.75,5/4/2017,NA,0.91
34.98,12/24/2016,0.5,12/24/2016,0.75,4/21/2017,0.75,,,12/24/2016,0.75,5/5/2017,NA,0.91
31.637,12/25/2016,0.5,12/25/2016,0.75,4/24/2017,0.75,,,12/25/2016,0.75,5/8/2017,NA,0.91
33.527,12/26/2016,0.5,12/26/2016,0.75,4/25/2017,0.75,,,12/26/2016,0.75,5/9/2017,NA,0.91
33.546,12/27/2016,0.5,12/27/2016,0.75,4/26/2017,0.75,,,12/27/2016,0.75,5/10/2017,NA,0.91
33.634,12/28/2016,0.5,12/28/2016,0.75,4/27/2017,0.75,,,12/28/2016,0.75,5/11/2017,NA,0.91
32.022,12/29/2016,0.5,12/29/2016,0.75,4/28/2017,0.75,,,12/29/2016,0.75,5/12/2017,NA,0.91
33.592,12/30/2016,0.5,12/30/2016,0.75,5/1/2017,0.75,,,12/30/2016,0.75,5/15/2017,NA,0.91
35.216,12/31/2016,0.5,12/31/2016,0.75,5/2/2017,0.75,,,12/31/2016,0.75,5/16/2017,NA,0.91
33.717,1/1/2017,0.5,1/1/2017,0.75,5/3/2017,0.75,,,1/1/2017,0.75,5/17/2017,NA,0.91
32.903,1/2/2017,0.5,1/2/2017,0.75,5/4/2017,0.75,,,1/2/2017,0.75,5/18/2017,NA,0.91
33.866,1/3/2017,0.5,1/3/2017,0.75,5/5/2017,0.75,,,1/3/2017,0.75,5/19/2017,NA,0.91
35.268,1/4/2017,0.5,1/4/2017,0.75,5/8/2017,0.75,,,1/4/2017,0.75,5/22/2017,NA,0.91
35.515,1/5/2017,0.5,1/5/2017,0.75,5/9/2017,0.75,,,1/5/2017,0.75,5/23/2017,NA,0.91
34.878,1/6/2017,0.5,1/6/2017,0.75,5/10/2017,0.75,,,1/6/2017,0.75,5/24/2017,NA,0.91
35.417,1/7/2017,0.5,1/7/2017,0.75,5/11/2017,0.75,,,1/7/2017,0.75,5/25/2017,NA,0.91
36.342,1/8/2017,0.5,1/8/2017,0.75,5/12/2017,0.75,,,1/8/2017,0.75,5/26/2017,NA,0.91
36.91,1/9/2017,0.5,1/9/2017,0.75,5/15/2017,0.75,,,1/9/2017,0.75,5/30/2017,NA,0.91
34.965,1/10/2017,0.5,1/10/2017,0.75,5/16/2017,0.75,,,1/10/2017,0.75,5/31/2017,NA,0.83
33.918,1/11/2017,0.5,1/11/2017,0.75,5/17/2017,0.75,,,1/11/2017,0.75,6/1/2017,NA,0.91
29.436,1/12/2017,0.5,1/12/2017,0.75,5/18/2017,0.75,,,1/12/2017,0.75,6/2/2017,NA,0.91
30.254,1/13/2017,0.5,1/13/2017,0.75,5/19/2017,0.75,,,1/13/2017,0.75,6/5/2017,NA,0.91
29.762,1/14/2017,0.5,1/14/2017,0.75,5/22/2017,0.75,,,1/14/2017,0.75,6/6/2017,NA,0.91
31.372,1/15/2017,0.5,1/15/2017,0.75,5/23/2017,0.75,,,1/15/2017,0.75,6/7/2017,NA,0.91
31.646,1/16/2017,0.5,1/16/2017,0.75,5/24/2017,0.75,,,1/16/2017,0.75,6/8/2017,NA,0.91
33.825,1/17/2017,0.5,1/17/2017,0.75,5/25/2017,0.75,,,1/17/2017,0.75,6/9/2017,NA,0.91
33.788,1/18/2017,0.5,1/18/2017,0.75,5/26/2017,0.75,,,1/18/2017,0.75,6/12/2017,NA,0.91
33.746,1/19/2017,0.5,1/19/2017,0.75,5/29/2017,#N/A,,,1/19/2017,0.75,6/13/2017,NA,0.91
32.358,1/20/2017,0.5,1/20/2017,0.75,5/30/2017,0.75,,,1/20/2017,0.75,6/14/2017,NA,0.91
34.496,1/21/2017,0.5,1/21/2017,0.75,5/31/2017,0.75,,,1/21/2017,0.75,6/15/2017,NA,1.16
36.064,1/22/2017,0.5,1/22/2017,0.75,6/1/2017,0.75,,,1/22/2017,0.75,6/16/2017,NA,1.16
36.789,1/23/2017,0.5,1/23/2017,0.75,6/2/2017,0.75,,,1/23/2017,0.75,6/19/2017,NA,1.16
35.291,1/24/2017,0.5,1/24/2017,0.75,6/5/2017,0.75,,,1/24/2017,0.75,6/20/2017,NA,1.16
34.47,1/25/2017,0.5,1/25/2017,0.75,6/6/2017,0.75,,,1/25/2017,0.75,6/21/2017,NA,1.16
33.958,1/26/2017,0.5,1/26/2017,0.75,6/7/2017,0.75,,,1/26/2017,0.75,6/22/2017,NA,1.16
33.794,1/27/2017,0.5,1/27/2017,0.75,6/8/2017,0.75,,,1/27/2017,0.75,6/23/2017,NA,1.16
30.764,1/28/2017,0.5,1/28/2017,0.75,6/9/2017,0.75,,,1/28/2017,0.75,6/26/2017,NA,1.16
31.774,1/29/2017,0.5,1/29/2017,0.75,6/12/2017,0.75,,,1/29/2017,0.75,6/27/2017,NA,1.16
32.679,1/30/2017,0.5,1/30/2017,0.75,6/13/2017,0.75,,,1/30/2017,0.75,6/28/2017,NA,1.16
36.084,1/31/2017,0.5,1/31/2017,0.75,6/14/2017,0.75,,,1/31/2017,0.75,6/29/2017,NA,1.16
32.87,2/1/2017,0.5,2/1/2017,0.75,6/15/2017,1,,,2/1/2017,0.75,6/30/2017,NA,1.06
33.918,2/2/2017,0.5,2/2/2017,0.75,6/16/2017,1,,,2/2/2017,0.75,7/3/2017,NA,1.16
33.81,2/3/2017,0.5,2/3/2017,0.75,6/19/2017,1,,,2/3/2017,0.75,7/5/2017,NA,1.16
34.102,2/4/2017,0.5,2/4/2017,0.75,6/20/2017,1,,,2/4/2017,0.75,7/6/2017,NA,1.16
32.213,2/5/2017,0.5,2/5/2017,0.75,6/21/2017,1,,,2/5/2017,0.75,7/7/2017,NA,1.16
32.589,2/6/2017,0.5,2/6/2017,0.75,6/22/2017,1,,,2/6/2017,0.75,7/10/2017,NA,1.16
31.41,2/7/2017,0.5,2/7/2017,0.75,6/23/2017,1,,,2/7/2017,0.75,7/11/2017,NA,1.16
33.345,2/8/2017,0.5,2/8/2017,0.75,6/26/2017,1,,,2/8/2017,0.75,7/12/2017,NA,1.16
31.952,2/9/2017,0.5,2/9/2017,0.75,6/27/2017,1,,,2/9/2017,0.75,7/13/2017,NA,1.16
32.998,2/10/2017,0.5,2/10/2017,0.75,6/28/2017,1,,,2/10/2017,0.75,7/14/2017,NA,1.16
32.074,2/11/2017,0.5,2/11/2017,0.75,6/29/2017,1,,,2/11/2017,0.75,7/17/2017,NA,1.16
32.907,2/12/2017,0.5,2/12/2017,0.75,6/30/2017,1,,,2/12/2017,0.75,7/18/2017,NA,1.16
34.831,2/13/2017,0.5,2/13/2017,0.75,7/3/2017,1,,,2/13/2017,0.75,7/19/2017,NA,1.16
33.803,2/14/2017,0.5,2/14/2017,0.75,7/4/2017,#N/A,,,2/14/2017,0.75,7/20/2017,NA,1.16
32.442,2/15/2017,0.5,2/15/2017,0.75,7/5/2017,1,,,2/15/2017,0.75,7/21/2017,NA,1.16
32.356,2/16/2017,0.5,2/16/2017,0.75,7/6/2017,1,,,2/16/2017,0.75,7/24/2017,NA,1.16
34.759,2/17/2017,0.5,2/17/2017,0.75,7/7/2017,1,,,2/17/2017,0.75,7/25/2017,NA,1.16
30.936,2/18/2017,0.5,2/18/2017,0.75,7/10/2017,1,,,2/18/2017,0.75,7/26/2017,NA,1.16
31.812,2/19/2017,0.5,2/19/2017,0.75,7/11/2017,1,,,2/19/2017,0.75,7/27/2017,NA,1.16
30.94,2/20/2017,0.5,2/20/2017,0.75,7/12/2017,1,,,2/20/2017,0.75,7/28/2017,NA,1.16
34.081,2/21/2017,0.5,2/21/2017,0.75,7/13/2017,1,,,2/21/2017,0.75,7/31/2017,NA,1.07
33.562,2/22/2017,0.5,2/22/2017,0.75,7/14/2017,1,,,2/22/2017,0.75,8/1/2017,NA,1.16
32.952,2/23/2017,0.5,2/23/2017,0.75,7/17/2017,1,,,2/23/2017,0.75,8/2/2017,NA,1.16
32.732,2/24/2017,0.5,2/24/2017,0.75,7/18/2017,1,,,2/24/2017,0.75,8/3/2017,NA,1.16
35.345,2/25/2017,0.5,2/25/2017,0.75,7/19/2017,1,,,2/25/2017,0.75,8/4/2017,NA,1.16
32.759,2/26/2017,0.5,2/26/2017,0.75,7/20/2017,1,,,2/26/2017,0.75,8/7/2017,NA,1.16
27.833,2/27/2017,0.5,2/27/2017,0.75,7/21/2017,1,,,2/27/2017,0.75,8/8/2017,NA,1.16
28.99,2/28/2017,0.5,2/28/2017,0.75,7/24/2017,1,,,2/28/2017,0.75,8/9/2017,NA,1.16
32.634,3/1/2017,0.5,3/1/2017,0.75,7/25/2017,1,,,3/1/2017,0.75,8/10/2017,NA,1.16
19.792,3/2/2017,0.5,3/2/2017,0.75,7/26/2017,1,,,3/2/2017,0.75,8/11/2017,NA,1.16
21.486,3/3/2017,0.5,3/3/2017,0.75,7/27/2017,1,,,3/3/2017,0.75,8/14/2017,NA,1.16
20.896,3/4/2017,0.5,3/4/2017,0.75,7/28/2017,1,,,3/4/2017,0.75,8/15/2017,NA,1.16
18.105,3/5/2017,0.5,3/5/2017,0.75,7/31/2017,1,,,3/5/2017,0.75,8/16/2017,NA,1.16
19.468,3/6/2017,0.5,3/6/2017,0.75,8/1/2017,1,,,3/6/2017,0.75,8/17/2017,NA,1.16
18.85,3/7/2017,0.5,3/7/2017,0.75,8/2/2017,1,,,3/7/2017,0.75,8/18/2017,NA,1.16
21.259,3/8/2017,0.5,3/8/2017,0.75,8/3/2017,1,,,3/8/2017,0.75,8/21/2017,NA,1.16
18.673,3/9/2017,0.5,3/9/2017,0.75,8/4/2017,1,,,3/9/2017,0.75,8/22/2017,NA,1.16
21.805,3/10/2017,0.5,3/10/2017,0.75,8/7/2017,1,,,3/10/2017,0.75,8/23/2017,NA,1.16
21.658,3/11/2017,0.5,3/11/2017,0.75,8/8/2017,1,,,3/11/2017,0.75,8/24/2017,NA,1.16
22.746,3/12/2017,0.5,3/12/2017,0.75,8/9/2017,1,,,3/12/2017,0.75,8/25/2017,NA,1.16
20.71,3/13/2017,0.5,3/13/2017,0.75,8/10/2017,1,,,3/13/2017,0.75,8/28/2017,NA,1.16
23.183,3/14/2017,0.5,3/14/2017,0.75,8/11/2017,1,,,3/14/2017,0.75,8/29/2017,NA,1.16
25.103,3/15/2017,0.5,3/15/2017,0.75,8/14/2017,1,,,3/15/2017,0.75,8/30/2017,NA,1.16
23.414,3/16/2017,0.75,3/16/2017,1,8/15/2017,1,,,3/16/2017,1,8/31/2017,NA,1.07
22.1,3/17/2017,0.75,3/17/2017,1,8/16/2017,1,,,3/17/2017,1,9/1/2017,NA,1.16
24.022,3/18/2017,0.75,3/18/2017,1,8/17/2017,1,,,3/18/2017,1,9/5/2017,NA,1.16
22.312,3/19/2017,0.75,3/19/2017,1,8/18/2017,1,,,3/19/2017,1,9/6/2017,NA,1.16
23.505,3/20/2017,0.75,3/20/2017,1,8/21/2017,1,,,3/20/2017,1,9/7/2017,NA,1.16
20.735,3/21/2017,0.75,3/21/2017,1,8/22/2017,1,,,3/21/2017,1,9/8/2017,NA,1.16
21.998,3/22/2017,0.75,3/22/2017,1,8/23/2017,1,,,3/22/2017,1,9/11/2017,NA,1.16
24.176,3/23/2017,0.75,3/23/2017,1,8/24/2017,1,,,3/23/2017,1,9/12/2017,NA,1.16
23.883,3/24/2017,0.75,3/24/2017,1,8/25/2017,1,,,3/24/2017,1,9/13/2017,NA,1.16
22.412,3/25/2017,0.75,3/25/2017,1,8/28/2017,1,,,3/25/2017,1,9/14/2017,NA,1.16
24.277,3/26/2017,0.75,3/26/2017,1,8/29/2017,1,,,3/26/2017,1,9/15/2017,NA,1.16
23.055,3/27/2017,0.75,3/27/2017,1,8/30/2017,1,,,3/27/2017,1,9/18/2017,NA,1.16
24.664,3/28/2017,0.75,3/28/2017,1,8/31/2017,1,,,3/28/2017,1,9/19/2017,NA,1.16
22.721,3/29/2017,0.75,3/29/2017,1,9/1/2017,1,,,3/29/2017,1,9/20/2017,NA,1.16
23.227,3/30/2017,0.75,3/30/2017,1,9/4/2017,#N/A,,,3/30/2017,1,9/21/2017,NA,1.16
22.359,3/31/2017,0.75,3/31/2017,1,9/5/2017,1,,,3/31/2017,1,9/22/2017,NA,1.16
23.711,4/1/2017,0.75,4/1/2017,1,9/6/2017,1,,,4/1/2017,1,9/25/2017,NA,1.16
22.529,4/2/2017,0.75,4/2/2017,1,9/7/2017,1,,,4/2/2017,1,9/26/2017,NA,1.16
22.489,4/3/2017,0.75,4/3/2017,1,9/8/2017,1,,,4/3/2017,1,9/27/2017,NA,1.16
22.534,4/4/2017,0.75,4/4/2017,1,9/11/2017,1,,,4/4/2017,1,9/28/2017,NA,1.16
23.625,4/5/2017,0.75,4/5/2017,1,9/12/2017,1,,,4/5/2017,1,9/29/2017,NA,1.06
24.047,4/6/2017,0.75,4/6/2017,1,9/13/2017,1,,,4/6/2017,1,10/2/2017,NA,1.16
25.495,4/7/2017,0.75,4/7/2017,1,9/14/2017,1,,,4/7/2017,1,10/3/2017,NA,1.16
21.397,4/8/2017,0.75,4/8/2017,1,9/15/2017,1,,,4/8/2017,1,10/4/2017,NA,1.16
22.672,4/9/2017,0.75,4/9/2017,1,9/18/2017,1,,,4/9/2017,1,10/5/2017,NA,1.16
22.964,4/10/2017,0.75,4/10/2017,1,9/19/2017,1,,,4/10/2017,1,10/6/2017,NA,1.16
23.889,4/11/2017,0.75,4/11/2017,1,9/20/2017,1,,,4/11/2017,1,10/10/2017,NA,1.16
21.553,4/12/2017,0.75,4/12/2017,1,9/21/2017,1,,,4/12/2017,1,10/11/2017,NA,1.16
24.413,4/13/2017,0.75,4/13/2017,1,9/22/2017,1,,,4/13/2017,1,10/12/2017,NA,1.16
24.689,4/14/2017,0.75,4/14/2017,1,9/25/2017,1,,,4/14/2017,1,10/13/2017,NA,1.16
26.304,4/15/2017,0.75,4/15/2017,1,9/26/2017,1,,,4/15/2017,1,10/16/2017,NA,1.16
23.671,4/16/2017,0.75,4/16/2017,1,9/27/2017,1,,,4/16/2017,1,10/17/2017,NA,1.16
24.629,4/17/2017,0.75,4/17/2017,1,9/28/2017,1,,,4/17/2017,1,10/18/2017,NA,1.16
25.738,4/18/2017,0.75,4/18/2017,1,9/29/2017,1,,,4/18/2017,1,10/19/2017,NA,1.16
27.94,4/19/2017,0.75,4/19/2017,1,10/2/2017,1,,,4/19/2017,1,10/20/2017,NA,1.16
24.875,4/20/2017,0.75,4/20/2017,1,10/3/2017,1,,,4/20/2017,1,10/23/2017,NA,1.16
27.403,4/21/2017,0.75,4/21/2017,1,10/4/2017,1,,,4/21/2017,1,10/24/2017,NA,1.16
27.582,4/22/2017,0.75,4/22/2017,1,10/5/2017,1,,,4/22/2017,1,10/25/2017,NA,1.16
27.535,4/23/2017,0.75,4/23/2017,1,10/6/2017,1,,,4/23/2017,1,10/26/2017,NA,1.16
