Date,Reference,Group,Percentile01,Percentile25,Percentile75,Percentile99,Rate,TargetDe,TargetUe,Volume
10/11/2017,OBFR,408,1.05,1.16,1.17,1.27,1.16,NA,NA,207
10/12/2017,EFFR,409,1.15,1.16,1.17,1.25,1.16,1,1.25,87
10/12/2017,OBFR,409,1.05,1.16,1.17,1.27,1.16,NA,NA,204
10/13/2017,EFFR,410,1.15,1.16,1.17,1.25,1.16,1,1.25,92
10/13/2017,OBFR,410,1.05,1.16,1.17,1.27,1.16,NA,NA,205
10/16/2017,EFFR,411,1.15,1.16,1.17,1.28,1.16,1,1.25,91
10/16/2017,OBFR,411,1.05,1.16,1.17,1.27,1.16,NA,NA,212
10/17/2017,EFFR,412,1.15,1.16,1.17,1.25,1.16,1,1.25,86
10/17/2017,OBFR,412,1.05,1.16,1.17,1.27,1.16,NA,NA,210
10/18/2017,EFFR,413,1.15,1.16,1.17,1.25,1.16,1,1.25,87
10/18/2017,OBFR,413,1.05,1.16,1.17,1.27,1.16,NA,NA,208
10/19/2017,EFFR,414,1.14,1.16,1.17,1.25,1.16,1,1.25,86
10/19/2017,OBFR,414,1.05,1.16,1.17,1.27,1.16,NA,NA,204
10/20/2017,EFFR,415,1.15,1.16,1.17,1.25,1.16,1,1.25,86
10/20/2017,OBFR,415,1.05,1.16,1.17,1.27,1.16,NA,NA,209
10/23/2017,EFFR,416,1.14,1.16,1.17,1.25,1.16,1,1.25,85
10/23/2017,OBFR,416,1.03,1.16,1.17,1.27,1.16,NA,NA,212
10/24/2017,EFFR,417,1.15,1.16,1.17,1.25,1.16,1,1.25,90
10/24/2017,OBFR,417,0.3,1.16,1.17,1.27,1.16,NA,NA,217
10/25/2017,EFFR,418,1.15,1.16,1.17,1.25,1.16,1,1.25,93
10/25/2017,OBFR,418,1.05,1.16,1.17,1.27,1.16,NA,NA,219
10/26/2017,EFFR,419,1.15,1.16,1.17,1.25,1.16,1,1.25,97
10/26/2017,OBFR,419,1.07,1.16,1.17,1.27,1.16,NA,NA,221
10/27/2017,EFFR,420,1.15,1.16,1.17,1.25,1.16,1,1.25,97
10/27/2017,OBFR,420,1.02,1.16,1.17,1.27,1.16,NA,NA,216
10/30/2017,EFFR,421,1.15,1.16,1.17,1.25,1.16,1,1.25,92
10/30/2017,OBFR,421,1.02,1.16,1.17,1.27,1.16,NA,NA,221
10/31/2017,EFFR,422,1.05,1.07,1.08,1.28,1.07,1,1.25,93
10/31/2017,OBFR,422,1,1.06,1.08,1.27,1.07,NA,NA,215
11/1/2017,EFFR,423,1.12,1.16,1.17,1.25,1.16,1,1.25,99
11/1/2017,OBFR,423,1.05,1.16,1.17,1.27,1.16,NA,NA,209
11/2/2017,EFFR,424,1.15,1.16,1.17,1.25,1.16,1,1.25,96
11/2/2017,OBFR,424,1.05,1.16,1.17,1.27,1.16,NA,NA,217
11/3/2017,EFFR,425,1.14,1.16,1.17,1.25,1.16,1,1.25,98
11/3/2017,OBFR,425,1.05,1.16,1.17,1.27,1.16,NA,NA,221
11/6/2017,EFFR,426,1.14,1.16,1.17,1.25,1.16,1,1.25,94
11/6/2017,OBFR,426,1.04,1.16,1.17,1.27,1.16,NA,NA,220
11/7/2017,EFFR,427,1.14,1.16,1.17,1.25,1.16,1,1.25,98
11/7/2017,OBFR,427,1.03,1.16,1.17,1.27,1.16,NA,NA,225
11/8/2017,EFFR,428,1.15,1.16,1.17,1.25,1.16,1,1.25,97
11/8/2017,OBFR,428,1.05,1.16,1.17,1.27,1.16,NA,NA,228
11/9/2017,EFFR,429,1.14,1.16,1.17,1.22,1.16,1,1.25,97
11/9/2017,OBFR,429,1.07,1.16,1.17,1.27,1.16,NA,NA,221
11/10/2017,EFFR,430,1.14,1.16,1.17,1.25,1.16,1,1.25,98
11/10/2017,OBFR,430,1.05,1.16,1.17,1.28,1.16,NA,NA,210
11/13/2017,EFFR,431,1.14,1.16,1.17,1.25,1.16,1,1.25,93
11/13/2017,OBFR,431,1.05,1.16,1.17,1.27,1.16,NA,NA,217
11/14/2017,EFFR,432,1.14,1.16,1.17,1.25,1.16,1,1.25,86
11/14/2017,OBFR,432,1.09,1.16,1.17,1.27,1.16,NA,NA,212
11/15/2017,EFFR,433,1.14,1.16,1.17,1.28,1.16,1,1.25,89
11/15/2017,OBFR,433,1.06,1.16,1.17,1.27,1.16,NA,NA,211
11/16/2017,EFFR,434,1.13,1.16,1.17,1.28,1.16,1,1.25,84
11/16/2017,OBFR,434,1.05,1.16,1.17,1.27,1.16,NA,NA,208
11/17/2017,EFFR,435,1.14,1.16,1.17,1.3,1.16,1,1.25,84
11/17/2017,OBFR,435,1.1,1.16,1.17,1.28,1.16,NA,NA,203
11/20/2017,EFFR,436,1.14,1.16,1.17,1.28,1.16,1,1.25,90
11/20/2017,OBFR,436,1.1,1.16,1.17,1.27,1.16,NA,NA,209
11/21/2017,EFFR,437,1.05,1.16,1.17,1.28,1.16,1,1.25,90
11/21/2017,OBFR,437,1.05,1.16,1.17,1.27,1.16,NA,NA,213
11/22/2017,EFFR,438,1.14,1.16,1.17,1.28,1.16,1,1.25,86
11/22/2017,OBFR,438,1.05,1.16,1.17,1.27,1.16,NA,NA,201
11/24/2017,EFFR,439,1.13,1.16,1.17,1.3,1.16,1,1.25,84
11/24/2017,OBFR,439,0.3,1.16,1.17,1.27,1.16,NA,NA,193
11/27/2017,EFFR,440,1.14,1.16,1.17,1.3,1.16,1,1.25,88
11/27/2017,OBFR,440,1.1,1.16,1.17,1.27,1.16,NA,NA,211
11/28/2017,EFFR,441,1.14,1.16,1.17,1.3,1.16,1,1.25,87
11/28/2017,OBFR,441,1.1,1.16,1.17,1.27,1.16,NA,NA,207
11/29/2017,EFFR,442,1.14,1.16,1.17,1.25,1.16,1,1.25,89
11/29/2017,OBFR,442,1.1,1.16,1.17,1.27,1.16,NA,NA,211
11/30/2017,EFFR,443,1.05,1.07,1.08,1.3,1.07,1,1.25,81
11/30/2017,OBFR,443,1.04,1.07,1.08,1.27,1.08,NA,NA,198
12/1/2017,EFFR,444,1.05,1.16,1.17,1.28,1.16,1,1.25,101
12/1/2017,OBFR,444,1.05,1.16,1.17,1.28,1.16,NA,NA,216
12/4/2017,EFFR,445,1.15,1.16,1.17,1.25,1.16,1,1.25,94
12/4/2017,OBFR,445,1.07,1.16,1.17,1.27,1.16,NA,NA,215
12/5/2017,EFFR,446,1.14,1.16,1.17,1.28,1.16,1,1.25,93
12/5/2017,OBFR,446,1.07,1.16,1.17,1.27,1.16,NA,NA,215
12/6/2017,EFFR,447,1.15,1.16,1.17,1.3,1.16,1,1.25,90
12/6/2017,OBFR,447,1.06,1.16,1.17,1.27,1.16,NA,NA,205
12/7/2017,EFFR,448,1.15,1.16,1.17,1.3,1.16,1,1.25,93
12/7/2017,OBFR,448,1.06,1.16,1.17,1.27,1.16,NA,NA,201
12/8/2017,EFFR,449,1.1,1.16,1.17,1.25,1.16,1,1.25,94
12/8/2017,OBFR,449,1.09,1.16,1.17,1.27,1.16,NA,NA,203
12/11/2017,EFFR,450,1.15,1.16,1.17,1.3,1.16,1,1.25,92
12/11/2017,OBFR,450,1.09,1.16,1.17,1.35,1.16,NA,NA,211
12/12/2017,EFFR,451,1.15,1.16,1.17,1.3,1.17,1,1.25,94
12/12/2017,OBFR,451,1.09,1.16,1.17,1.35,1.16,NA,NA,211
12/13/2017,EFFR,452,1.15,1.16,1.17,1.3,1.17,1,1.25,97
12/13/2017,OBFR,452,1.09,1.16,1.18,1.35,1.16,NA,NA,214
12/14/2017,EFFR,453,1.39,1.41,1.42,1.5,1.41,1.25,1.5,85
12/14/2017,OBFR,453,1.3,1.41,1.42,1.52,1.41,NA,NA,199
12/15/2017,EFFR,454,1.39,1.41,1.42,1.5,1.41,1.25,1.5,91
12/15/2017,OBFR,454,1.25,1.41,1.42,1.52,1.41,NA,NA,204
12/18/2017,EFFR,455,1.39,1.41,1.42,1.55,1.42,1.25,1.5,84
12/18/2017,OBFR,455,1.28,1.41,1.42,1.52,1.41,NA,NA,190
12/19/2017,EFFR,456,1.39,1.41,1.43,1.53,1.42,1.25,1.5,89
12/19/2017,OBFR,456,1.28,1.41,1.43,1.52,1.42,NA,NA,202
12/20/2017,EFFR,457,1.35,1.41,1.42,1.55,1.42,1.25,1.5,91
12/20/2017,OBFR,457,1.25,1.41,1.43,1.52,1.42,NA,NA,194
12/21/2017,EFFR,458,1.35,1.41,1.42,1.55,1.42,1.25,1.5,89
12/21/2017,OBFR,458,1.25,1.41,1.43,1.52,1.42,NA,NA,202
12/22/2017,EFFR,459,1.35,1.41,1.42,1.5,1.42,1.25,1.5,89
12/22/2017,OBFR,459,0.5,1.41,1.43,1.52,1.42,NA,NA,198
12/26/2017,EFFR,460,1.39,1.41,1.42,1.55,1.42,1.25,1.5,91
12/26/2017,OBFR,460,1.3,1.41,1.43,1.52,1.42,NA,NA,210
12/27/2017,EFFR,461,1.4,1.41,1.42,1.55,1.42,1.25,1.5,95
12/27/2017,OBFR,461,1.3,1.41,1.43,1.52,1.42,NA,NA,213
12/28/2017,EFFR,462,1.4,1.41,1.42,1.56,1.42,1.25,1.5,93
12/28/2017,OBFR,462,1.3,1.41,1.43,1.52,1.42,NA,NA,198
12/29/2017,EFFR,463,1.28,1.3,1.33,1.56,1.33,1.25,1.5,62
12/29/2017,OBFR,463,1.2,1.3,1.34,1.56,1.33,NA,NA,129
1/2/2018,EFFR,464,1.35,1.41,1.42,1.56,1.42,1.25,1.5,84
1/2/2018,OBFR,464,1.3,1.41,1.43,1.52,1.42,NA,NA,189
1/3/2018,EFFR,465,1.4,1.41,1.42,1.53,1.42,1.25,1.5,93
1/3/2018,OBFR,465,1.3,1.41,1.43,1.52,1.42,NA,NA,208
1/4/2018,EFFR,466,1.35,1.41,1.43,1.5,1.42,1.25,1.5,92
1/4/2018,OBFR,466,1.3,1.41,1.43,1.52,1.42,NA,NA,204
1/5/2018,EFFR,467,1.3,1.41,1.43,1.5,1.42,1.25,1.5,98
1/5/2018,OBFR,467,1.3,1.41,1.43,1.52,1.42,NA,NA,214
1/8/2018,EFFR,468,1.4,1.41,1.43,1.5,1.42,1.25,1.5,93
1/8/2018,OBFR,468,1.3,1.41,1.43,1.52,1.42,NA,NA,206
1/9/2018,EFFR,469,1.4,1.41,1.43,1.5,1.42,1.25,1.5,94
1/9/2018,OBFR,469,1.3,1.41,1.43,1.52,1.42,NA,NA,212
1/10/2018,EFFR,470,1.4,1.41,1.43,1.5,1.42,1.25,1.5,97
1/10/2018,OBFR,470,1.3,1.41,1.43,1.52,1.42,NA,NA,211
1/11/2018,EFFR,471,1.4,1.41,1.43,1.5,1.42,1.25,1.5,95
1/11/2018,OBFR,471,1.3,1.41,1.43,1.52,1.42,NA,NA,205
1/12/2018,EFFR,472,1.4,1.41,1.43,1.5,1.42,1.25,1.5,95
1/12/2018,OBFR,472,1.3,1.41,1.43,1.52,1.42,NA,NA,197
1/16/2018,EFFR,473,1.4,1.41,1.43,1.5,1.42,1.25,1.5,88
1/16/2018,OBFR,473,1.3,1.41,1.43,1.52,1.42,NA,NA,205
1/17/2018,EFFR,474,1.4,1.42,1.43,1.65,1.42,1.25,1.5,93
1/17/2018,OBFR,474,1.3,1.41,1.43,1.54,1.42,NA,NA,210
1/18/2018,EFFR,475,1.4,1.42,1.43,1.5,1.42,1.25,1.5,86
1/18/2018,OBFR,475,1.3,1.41,1.43,1.52,1.42,NA,NA,200
1/19/2018,EFFR,476,1.4,1.42,1.43,1.5,1.42,1.25,1.5,86
1/19/2018,OBFR,476,1.3,1.41,1.43,1.52,1.42,NA,NA,196
1/22/2018,EFFR,477,1.4,1.42,1.43,1.55,1.42,1.25,1.5,87
1/22/2018,OBFR,477,1.3,1.41,1.43,1.52,1.42,NA,NA,204
1/23/2018,EFFR,478,1.4,1.42,1.43,1.55,1.42,1.25,1.5,91
1/23/2018,OBFR,478,1.3,1.41,1.43,1.52,1.42,NA,NA,204
1/24/2018,EFFR,479,1.4,1.42,1.44,1.55,1.42,1.25,1.5,90
1/24/2018,OBFR,479,0.95,1.41,1.43,1.52,1.42,NA,NA,212
1/25/2018,EFFR,480,1.4,1.42,1.44,1.5,1.42,1.25,1.5,88
1/25/2018,OBFR,480,1.3,1.41,1.43,1.52,1.42,NA,NA,198
1/26/2018,EFFR,481,1.4,1.42,1.44,1.5,1.42,1.25,1.5,90
1/26/2018,OBFR,481,1.3,1.41,1.43,1.52,1.42,NA,NA,201
1/29/2018,EFFR,482,1.4,1.42,1.44,1.5,1.42,1.25,1.5,91
1/29/2018,OBFR,482,1.3,1.41,1.43,1.52,1.42,NA,NA,210
1/30/2018,EFFR,483,1.4,1.42,1.43,1.48,1.42,1.25,1.5,102
1/30/2018,OBFR,483,1.32,1.41,1.43,1.52,1.42,NA,NA,218
1/31/2018,EFFR,484,1.3,1.33,1.34,1.5,1.34,1.25,1.5,104
1/31/2018,OBFR,484,1.25,1.33,1.35,1.52,1.34,NA,NA,204
2/1/2018,EFFR,485,1.4,1.42,1.43,1.5,1.42,1.25,1.5,109
2/1/2018,OBFR,485,1.3,1.41,1.43,1.52,1.42,NA,NA,224
2/2/2018,EFFR,486,1.4,1.42,1.43,1.5,1.42,1.25,1.5,108
2/2/2018,OBFR,486,1.3,1.41,1.43,1.52,1.42,NA,NA,218
2/5/2018,EFFR,487,1.4,1.42,1.43,1.5,1.42,1.25,1.5,103
2/5/2018,OBFR,487,1.31,1.41,1.43,1.52,1.42,NA,NA,217
2/6/2018,EFFR,488,1.4,1.42,1.43,1.5,1.42,1.25,1.5,103
2/6/2018,OBFR,488,1.28,1.41,1.43,1.52,1.42,NA,NA,209
2/7/2018,EFFR,489,1.4,1.42,1.43,1.5,1.42,1.25,1.5,104
2/7/2018,OBFR,489,1.28,1.41,1.43,1.52,1.42,NA,NA,220
2/8/2018,EFFR,490,1.4,1.42,1.43,1.5,1.42,1.25,1.5,106
2/8/2018,OBFR,490,1.3,1.41,1.43,1.52,1.42,NA,NA,218
2/9/2018,EFFR,491,1.4,1.42,1.43,1.5,1.42,1.25,1.5,107
2/9/2018,OBFR,491,0.48,1.41,1.43,1.52,1.42,NA,NA,219
2/12/2018,EFFR,492,1.4,1.42,1.44,1.5,1.42,1.25,1.5,97
2/12/2018,OBFR,492,1.35,1.41,1.43,1.52,1.42,NA,NA,221
2/13/2018,EFFR,493,1.4,1.42,1.43,1.5,1.42,1.25,1.5,99
2/13/2018,OBFR,493,1.35,1.41,1.43,1.52,1.42,NA,NA,222
2/14/2018,EFFR,494,1.4,1.42,1.42,1.5,1.42,1.25,1.5,105
2/14/2018,OBFR,494,1.25,1.41,1.42,1.52,1.42,NA,NA,218
2/15/2018,EFFR,495,1.4,1.42,1.42,1.5,1.42,1.25,1.5,101
2/15/2018,OBFR,495,1.3,1.42,1.43,1.52,1.42,NA,NA,214
2/16/2018,EFFR,496,1.4,1.42,1.43,1.55,1.42,1.25,1.5,95
2/16/2018,OBFR,496,1.3,1.41,1.42,1.52,1.42,NA,NA,210
2/20/2018,EFFR,497,1.4,1.42,1.43,1.55,1.42,1.25,1.5,84
2/20/2018,OBFR,497,1.35,1.41,1.43,1.52,1.42,NA,NA,196
2/21/2018,EFFR,498,1.4,1.42,1.43,1.55,1.42,1.25,1.5,88
2/21/2018,OBFR,498,1.3,1.41,1.42,1.52,1.42,NA,NA,200
2/22/2018,EFFR,499,1.4,1.42,1.43,1.5,1.42,1.25,1.5,98
2/22/2018,OBFR,499,1.3,1.41,1.42,1.52,1.42,NA,NA,205
2/23/2018,EFFR,500,1.4,1.42,1.43,1.56,1.42,1.25,1.5,101
2/23/2018,OBFR,500,0.65,1.41,1.43,1.54,1.42,NA,NA,216
2/26/2018,EFFR,501,1.4,1.42,1.43,1.55,1.42,1.25,1.5,97
2/26/2018,OBFR,501,1.3,1.41,1.43,1.52,1.42,NA,NA,208
2/27/2018,EFFR,502,1.4,1.42,1.43,1.55,1.42,1.25,1.5,104
2/27/2018,OBFR,502,1.3,1.41,1.43,1.52,1.42,NA,NA,214
2/28/2018,EFFR,503,1.3,1.34,1.35,1.53,1.35,1.25,1.5,104
2/28/2018,OBFR,503,1.29,1.34,1.35,1.52,1.35,NA,NA,204
3/1/2018,EFFR,504,1.36,1.42,1.43,1.53,1.42,1.25,1.5,115
3/1/2018,OBFR,504,1.3,1.41,1.43,1.52,1.42,NA,NA,210
3/2/2018,EFFR,505,1.4,1.42,1.43,1.5,1.42,1.25,1.5,114
3/2/2018,OBFR,505,1.3,1.41,1.43,1.52,1.42,NA,NA,214
3/5/2018,EFFR,506,1.4,1.42,1.43,1.53,1.42,1.25,1.5,110
3/5/2018,OBFR,506,1.3,1.41,1.43,1.52,1.42,NA,NA,214
3/6/2018,EFFR,507,1.39,1.42,1.43,1.55,1.42,1.25,1.5,112
3/6/2018,OBFR,507,1.3,1.41,1.43,1.52,1.42,NA,NA,212
3/7/2018,EFFR,508,1.39,1.42,1.43,1.53,1.42,1.25,1.5,105
3/7/2018,OBFR,508,1.25,1.41,1.43,1.52,1.42,NA,NA,212
3/8/2018,EFFR,509,1.4,1.42,1.43,1.55,1.42,1.25,1.5,106
3/8/2018,OBFR,509,1.3,1.41,1.43,1.52,1.42,NA,NA,209
3/9/2018,EFFR,510,1.4,1.42,1.43,1.53,1.42,1.25,1.5,104
3/9/2018,OBFR,510,1.3,1.42,1.43,1.52,1.42,NA,NA,192
3/12/2018,EFFR,511,1.4,1.42,1.44,1.55,1.42,1.25,1.5,100
3/12/2018,OBFR,511,1.3,1.42,1.43,1.52,1.42,NA,NA,204
3/13/2018,EFFR,512,1.4,1.42,1.44,1.53,1.42,1.25,1.5,98
3/13/2018,OBFR,512,1.3,1.42,1.43,1.52,1.42,NA,NA,188
3/14/2018,EFFR,513,1.4,1.42,1.44,1.5,1.42,1.25,1.5,103
3/14/2018,OBFR,513,1.35,1.42,1.43,1.52,1.42,NA,NA,198
3/15/2018,EFFR,514,1.4,1.42,1.44,1.56,1.43,1.25,1.5,95
3/15/2018,OBFR,514,1.3,1.42,1.44,1.55,1.42,NA,NA,171
3/16/2018,EFFR,515,1.4,1.42,1.44,1.62,1.43,1.25,1.5,104
3/16/2018,OBFR,515,1.32,1.42,1.44,1.56,1.43,NA,NA,188
3/19/2018,EFFR,516,1.4,1.42,1.44,1.62,1.43,1.25,1.5,92
3/19/2018,OBFR,516,1.35,1.42,1.44,1.56,1.43,NA,NA,174
3/20/2018,EFFR,517,1.4,1.43,1.47,1.62,1.44,1.25,1.5,91
3/20/2018,OBFR,517,1.35,1.42,1.45,1.56,1.43,NA,NA,178
3/21/2018,EFFR,518,1.4,1.43,1.46,1.55,1.44,1.25,1.5,93
3/21/2018,OBFR,518,1.35,1.43,1.45,1.52,1.43,NA,NA,184
3/22/2018,EFFR,519,1.65,1.68,1.69,1.81,1.68,1.5,1.75,78
3/22/2018,OBFR,519,1.55,1.67,1.69,2.05,1.68,NA,NA,163
3/23/2018,EFFR,520,1.65,1.68,1.7,1.81,1.68,1.5,1.75,78
3/23/2018,OBFR,520,0.7,1.67,1.69,1.8,1.68,NA,NA,158
3/26/2018,EFFR,521,1.65,1.68,1.69,1.81,1.68,1.5,1.75,83
3/26/2018,OBFR,521,1.4,1.67,1.69,1.8,1.68,NA,NA,162
3/27/2018,EFFR,522,1.65,1.68,1.69,1.81,1.68,1.5,1.75,81
3/27/2018,OBFR,522,1.58,1.68,1.69,1.8,1.68,NA,NA,168
3/28/2018,EFFR,523,1.65,1.68,1.69,1.81,1.68,1.5,1.75,87
3/28/2018,OBFR,523,1.56,1.67,1.69,1.77,1.68,NA,NA,169
3/29/2018,EFFR,524,1.64,1.68,1.69,1.81,1.68,1.5,1.75,74
3/29/2018,OBFR,524,1.4,1.68,1.69,1.8,1.68,NA,NA,102
3/30/2018,EFFR,525,1.64,1.67,1.68,1.81,1.67,1.5,1.75,88
3/30/2018,OBFR,525,1.4,1.67,1.69,1.81,1.67,NA,NA,104
4/2/2018,EFFR,526,1.65,1.68,1.69,1.81,1.68,1.5,1.75,89
4/2/2018,OBFR,526,1.4,1.68,1.69,1.8,1.68,NA,NA,160
